Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Javorius Allen,Baltimore Ravens,1,17,63,0,13,12,107,1,Home,Miami Dolphins,13
T.J. Yeldon,Jacksonville Jaguars,1,15,57,1,4,4,79,0,Home,Tennessee Titans,13
Matt Forte,Chicago Bears,1,21,84,1,5,5,39,0,Away,San Francisco 49ers,13
Thomas Rawls,Seattle Seahawks,1,19,101,1,3,3,22,0,Home,Minnesota Vikings,13
David Johnson,Arizona Cardinals,1,22,99,0,3,2,21,1,Home,St. Louis Rams,13
James White,New England Patriots,1,2,4,0,13,10,115,1,Away,Philadelphia Eagles,13
Jonathan Stewart,Carolina Panthers,1,21,82,1,3,3,31,0,Home,New Orleans Saints,13
Bilal Powell,New York Jets,1,6,17,0,13,8,91,1,Home,New York Giants,13
DeAngelo Williams,Pittsburgh Steelers,1,26,134,0,6,5,31,0,Away,Indianapolis Colts,13
Doug Martin,Tampa Bay Buccaneers,1,25,95,1,2,1,5,0,Away,Atlanta Falcons,13
Jeremy Hill,Cincinnati Bengals,1,22,98,1,1,0,0,0,Home,Cleveland Browns,13
Latavius Murray,Oakland Raiders,1,20,86,1,6,4,11,0,Away,Kansas City Chiefs,13
Frank Gore,Indianapolis Colts,1,13,45,0,5,3,49,1,Home,Pittsburgh Steelers,13
Shaun Draughn,San Francisco 49ers,1,13,36,1,6,5,50,0,Home,Chicago Bears,13
Mark Ingram,New Orleans Saints,1,12,56,1,6,4,23,0,Away,Carolina Panthers,13
Chris Polk,Houston Texans,1,12,61,0,1,1,11,1,Home,Buffalo Bills,13
Antonio Andrews,Tennessee Titans,1,13,58,1,1,1,10,0,Away,Jacksonville Jaguars,13
Darren McFadden,Dallas Cowboys,1,14,53,1,1,1,6,0,Home,Washington Redskins,13
Kerwynn Williams,Arizona Cardinals,1,6,59,1,0,0,0,0,Home,St. Louis Rams,13
Lamar Miller,Miami Dolphins,1,20,113,0,2,1,5,0,Away,Baltimore Ravens,13
LeSean McCoy,Buffalo Bills,1,21,112,0,1,0,0,0,Away,Houston Texans,13
