Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Mike Tolbert,Carolina Panthers,1,2,33,0,3,2,18,1,Home,New Orleans Saints,13
Devonta Freeman,Atlanta Falcons,1,14,47,0,11,10,56,0,Home,Tampa Bay Buccaneers,13
Darren Sproles,Philadelphia Eagles,1,15,66,0,6,4,34,0,Home,New England Patriots,13
Spencer Ware,Kansas City Chiefs,1,7,26,1,2,2,-1,0,Home,Oakland Raiders,13
Fred Jackson,Seattle Seahawks,1,1,5,0,2,2,13,1,Home,Minnesota Vikings,13
Ka'Deem Carey,Chicago Bears,1,5,17,1,0,0,0,0,Away,San Francisco 49ers,13
Charles Sims,Tampa Bay Buccaneers,1,7,56,0,3,2,21,0,Away,Atlanta Falcons,13
Chris Ivory,New York Jets,1,10,47,0,5,5,22,0,Home,New York Giants,13
Jeremy Langford,Chicago Bears,1,12,59,0,3,2,9,0,Away,San Francisco 49ers,13
Ameer Abdullah,Detroit Lions,1,13,67,0,1,0,0,0,Away,Green Bay Packers,13
Isaiah Crowell,Cleveland Browns,1,11,62,0,1,1,2,0,Away,Cincinnati Bengals,13
Melvin Gordon,San Diego Chargers,1,12,55,0,1,1,8,0,Away,Denver Broncos,13
James Starks,Green Bay Packers,1,9,15,0,7,5,45,0,Home,Detroit Lions,13
Donald Brown,San Diego Chargers,1,7,26,0,1,1,31,0,Away,Denver Broncos,13
Ronnie Hillman,Denver Broncos,1,19,56,0,1,0,0,0,Home,San Diego Chargers,13
C.J. Anderson,Denver Broncos,1,7,42,0,1,1,12,0,Home,San Diego Chargers,13
LeGarrette Blount,New England Patriots,1,13,54,0,0,0,0,0,Away,Philadelphia Eagles,13
Matt Jones,Washington Redskins,1,18,49,0,1,1,5,0,Away,Dallas Cowboys,13
Kenjon Barner,Philadelphia Eagles,1,9,39,0,2,2,7,0,Home,New England Patriots,13
Mike Gillislee,Buffalo Bills,1,7,41,0,1,1,5,0,Away,Houston Texans,13
Charcandrick West,Kansas City Chiefs,1,9,35,0,3,2,9,0,Home,Oakland Raiders,13
Jonathan Grimes,Houston Texans,1,5,28,0,2,2,15,0,Home,Buffalo Bills,13
Todd Gurley,St. Louis Rams,1,9,41,0,0,0,0,0,Away,Arizona Cardinals,13
Juwan Thompson,Denver Broncos,1,8,27,0,1,1,14,0,Home,San Diego Chargers,13
David Cobb,Tennessee Titans,1,13,40,0,0,0,0,0,Away,Jacksonville Jaguars,13
Terrance West,Baltimore Ravens,1,8,31,0,1,1,5,0,Home,Miami Dolphins,13
Giovani Bernard,Cincinnati Bengals,1,5,26,0,1,1,9,0,Home,Cleveland Browns,13
Danny Woodhead,San Diego Chargers,1,3,10,0,7,3,24,0,Away,Denver Broncos,13
Orleans Darkwa,New York Giants,1,8,23,0,2,1,10,0,Away,New York Jets,13
Rashad Jennings,New York Giants,1,5,14,0,2,1,19,0,Away,New York Jets,13
Duke Johnson,Cleveland Browns,1,5,2,0,4,4,30,0,Away,Cincinnati Bengals,13
Theo Riddick,Detroit Lions,1,1,4,0,6,5,27,0,Away,Green Bay Packers,13
Joique Bell,Detroit Lions,1,8,5,0,2,2,25,0,Away,Green Bay Packers,13
Brandon Bolden,New England Patriots,1,3,22,0,5,1,2,0,Away,Philadelphia Eagles,13
Dan Herron,Indianapolis Colts,1,2,8,0,3,3,16,0,Home,Pittsburgh Steelers,13
Jerick McKinnon,Minnesota Vikings,1,4,18,0,6,3,6,0,Away,Seattle Seahawks,13
DeMarco Murray,Philadelphia Eagles,1,8,24,0,0,0,0,0,Home,New England Patriots,13
Adrian Peterson,Minnesota Vikings,1,8,18,0,4,4,6,0,Away,Seattle Seahawks,13
Chris Thompson,Washington Redskins,1,1,6,0,4,4,18,0,Away,Dallas Cowboys,13
Robert Turbin,Dallas Cowboys,1,6,12,0,2,2,12,0,Home,Washington Redskins,13
Tre Mason,St. Louis Rams,1,2,13,0,2,2,10,0,Away,Arizona Cardinals,13
Marcel Reece,Oakland Raiders,1,1,4,0,3,3,19,0,Away,Kansas City Chiefs,13
Denard Robinson,Jacksonville Jaguars,1,3,21,0,1,1,2,0,Home,Tennessee Titans,13
John Crockett,Green Bay Packers,1,5,22,0,0,0,0,0,Home,Detroit Lions,13
Andre Williams,New York Giants,1,6,22,0,1,0,0,0,Away,New York Jets,13
Stepfan Taylor,Arizona Cardinals,1,5,20,0,1,0,0,0,Home,St. Louis Rams,13
Shane Vereen,New York Giants,1,4,13,0,3,2,7,0,Away,New York Jets,13
Patrick DiMarco,Atlanta Falcons,1,0,0,0,2,2,18,0,Home,Tampa Bay Buccaneers,13
Tevin Coleman,Atlanta Falcons,1,3,13,0,1,1,4,0,Home,Tampa Bay Buccaneers,13
Jamize Olawale,Oakland Raiders,1,2,16,0,2,1,1,0,Away,Kansas City Chiefs,13
Roy Helu,Oakland Raiders,1,0,0,0,2,1,15,0,Away,Kansas City Chiefs,13
Alfred Blue,Houston Texans,1,4,14,0,0,0,0,0,Home,Buffalo Bills,13
Jay Ajayi,Miami Dolphins,1,4,12,0,0,0,0,0,Away,Baltimore Ravens,13
Travaris Cadet,San Francisco 49ers,1,3,6,0,2,1,6,0,Home,Chicago Bears,13
Alfred Morris,Washington Redskins,1,6,12,0,0,0,0,0,Away,Dallas Cowboys,13
Fitzgerald Toussaint,Pittsburgh Steelers,1,4,12,0,0,0,0,0,Away,Indianapolis Colts,13
Fozzy Whittaker,Carolina Panthers,1,1,11,0,0,0,0,0,Home,New Orleans Saints,13
Bruce Miller,San Francisco 49ers,1,1,4,0,1,1,4,0,Home,Chicago Bears,13
DuJuan Harris,Seattle Seahawks,1,3,7,0,0,0,0,0,Home,Minnesota Vikings,13
Akeem Hunt,Houston Texans,1,1,7,0,1,1,0,0,Home,Buffalo Bills,13
Zurlon Tipton,Indianapolis Colts,1,1,0,0,2,1,7,0,Home,Pittsburgh Steelers,13
Rex Burkhead,Cincinnati Bengals,1,1,2,0,2,1,4,0,Home,Cleveland Browns,13
Anthony Dixon,Buffalo Bills,1,1,6,0,0,0,0,0,Away,Houston Texans,13
Damien Williams,Miami Dolphins,1,1,1,0,1,1,5,0,Away,Baltimore Ravens,13
Stevan Ridley,New York Jets,1,3,4,0,0,0,0,0,Home,New York Giants,13
Will Tukuafu,Seattle Seahawks,1,1,4,0,0,0,0,0,Home,Minnesota Vikings,13
Tim Hightower,New Orleans Saints,1,1,2,0,0,0,0,0,Away,Carolina Panthers,13
Eddie Lacy,Green Bay Packers,1,5,4,0,1,1,-3,0,Home,Detroit Lions,13
Benny Cunningham,St. Louis Rams,1,0,0,0,1,0,0,0,Away,Arizona Cardinals,13
Roosevelt Nix,Pittsburgh Steelers,1,0,0,0,1,0,0,0,Away,Indianapolis Colts,13
Bishop Sankey,Tennessee Titans,1,0,0,0,1,0,0,0,Away,Jacksonville Jaguars,13
Anthony Sherman,Kansas City Chiefs,1,0,0,0,1,0,0,0,Home,Oakland Raiders,13
C.J. Spiller,New Orleans Saints,1,0,0,0,2,1,0,0,Away,Carolina Panthers,13
Matt Asiata,Minnesota Vikings,1,2,-1,0,1,0,0,0,Away,Seattle Seahawks,13
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,1,-2,0,Home,Miami Dolphins,13
