Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Philip Rivers,San Diego Chargers,1,23,38,358,3,0,1,-1,0,Away,Cleveland Browns,4
Sam Bradford,Philadelphia Eagles,1,15,28,270,3,0,1,14,0,Home,Washington Redskins,4
Drew Brees,New Orleans Saints,1,33,41,359,2,0,0,0,0,Away,Dallas Cowboys,4
Josh McCown,Cleveland Browns,1,32,41,356,2,0,0,0,0,Home,San Diego Chargers,4
Kirk Cousins,Washington Redskins,1,31,46,290,1,0,1,1,1,Away,Philadelphia Eagles,4
Jameis Winston,Tampa Bay Buccaneers,1,26,43,287,2,4,4,12,0,Away,Carolina Panthers,4
Eli Manning,New York Giants,1,20,35,212,3,1,3,-2,0,Home,Buffalo Bills,4
Russell Wilson,Seattle Seahawks,1,20,26,287,1,0,10,40,0,Away,Detroit Lions,4
Jay Cutler,Chicago Bears,1,28,43,281,2,1,1,0,0,Away,Oakland Raiders,4
Blake Bortles,Jacksonville Jaguars,1,28,50,298,1,0,4,31,0,Home,Indianapolis Colts,4
Alex Smith,Kansas City Chiefs,1,31,45,386,0,0,5,25,0,Home,Cincinnati Bengals,4
Andy Dalton,Cincinnati Bengals,1,17,24,321,1,0,3,16,0,Away,Kansas City Chiefs,4
Carson Palmer,Arizona Cardinals,1,29,46,352,1,1,1,-1,0,Away,St. Louis Rams,4
Nick Foles,St. Louis Rams,1,16,24,171,3,0,1,-1,0,Home,Arizona Cardinals,4
Teddy Bridgewater,Minnesota Vikings,1,27,41,269,1,0,3,23,0,Home,Denver Broncos,4
Brian Hoyer,Houston Texans,1,17,30,232,2,0,0,0,0,Home,Atlanta Falcons,4
Cam Newton,Carolina Panthers,1,11,22,124,2,0,12,51,0,Home,Tampa Bay Buccaneers,4
Tyrod Taylor,Buffalo Bills,1,28,42,274,1,1,6,15,0,Away,New York Giants,4
Aaron Rodgers,Green Bay Packers,1,22,32,224,1,0,3,33,0,Home,San Francisco 49ers,4
Ryan Fitzpatrick,New York Jets,1,16,29,218,1,1,9,34,0,Home,Miami Dolphins,4
Ryan Tannehill,Miami Dolphins,1,19,44,198,2,2,1,4,0,Away,New York Jets,4
Matt Hasselbeck,Indianapolis Colts,1,30,47,282,1,0,3,1,0,Away,Jacksonville Jaguars,4
Derek Carr,Oakland Raiders,1,20,33,196,2,1,0,0,0,Home,Chicago Bears,4
Brandon Weeden,Dallas Cowboys,1,16,26,246,1,0,3,5,0,Home,New Orleans Saints,4
Matt Ryan,Atlanta Falcons,1,19,27,256,1,0,1,-1,0,Away,Houston Texans,4
Peyton Manning,Denver Broncos,1,17,27,213,1,2,2,-2,0,Away,Minnesota Vikings,4
Colin Kaepernick,San Francisco 49ers,1,13,25,160,0,1,10,57,0,Away,Green Bay Packers,4
Michael Vick,Pittsburgh Steelers,1,19,26,124,1,0,9,33,0,Away,Baltimore Ravens,4
Joe Flacco,Baltimore Ravens,1,20,33,189,1,1,3,0,0,Home,Pittsburgh Steelers,4
Matthew Stafford,Detroit Lions,1,24,35,203,0,0,0,0,0,Home,Seattle Seahawks,4
Ryan Mallett,Houston Texans,1,12,27,150,0,1,0,0,0,Home,Atlanta Falcons,4
B.J. Daniels,Seattle Seahawks,1,0,0,0,0,0,0,0,0,Away,Detroit Lions,4
Sean Renfree,Atlanta Falcons,1,0,0,0,0,0,1,-4,0,Away,Houston Texans,4
