Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Josh McCown,Cleveland Browns,1,36,51,457,2,0,3,12,1,Home,Baltimore Ravens,5
Eli Manning,New York Giants,1,41,54,441,3,1,1,11,0,Away,San Francisco 49ers,5
Blake Bortles,Jacksonville Jaguars,1,23,33,303,4,1,1,21,0,Home,Tampa Bay Buccaneers,5
Andy Dalton,Cincinnati Bengals,1,30,44,331,2,1,7,18,1,Away,Seattle Seahawks,5
Tom Brady,New England Patriots,1,20,27,275,2,0,2,3,1,Home,Dallas Cowboys,5
Joe Flacco,Baltimore Ravens,1,19,35,210,1,0,2,2,2,Away,Cleveland Browns,5
Philip Rivers,San Diego Chargers,1,35,48,365,2,1,0,0,0,Away,Pittsburgh Steelers,5
Brian Hoyer,Houston Texans,1,24,31,312,2,1,1,14,0,Away,Indianapolis Colts,5
Sam Bradford,Philadelphia Eagles,1,32,45,333,2,2,1,3,0,Away,New Orleans Saints,5
Drew Brees,New Orleans Saints,1,26,43,335,2,1,1,-1,0,Home,Philadelphia Eagles,5
Aaron Rodgers,Green Bay Packers,1,19,30,241,2,2,8,39,0,Away,St. Louis Rams,5
Colin Kaepernick,San Francisco 49ers,1,23,35,262,2,0,3,23,0,Home,New York Giants,5
Tyrod Taylor,Buffalo Bills,1,10,17,109,1,0,8,76,1,Home,Tennessee Titans,5
Jay Cutler,Chicago Bears,1,26,45,252,2,0,4,15,0,Home,Kansas City Chiefs,5
Carson Palmer,Arizona Cardinals,1,11,14,161,3,0,1,-1,0,Home,Detroit Lions,5
Matt Hasselbeck,Indianapolis Colts,1,18,29,213,2,0,3,-3,0,Home,Houston Texans,5
Russell Wilson,Seattle Seahawks,1,15,23,213,1,1,3,21,0,Home,Cincinnati Bengals,5
Michael Vick,Pittsburgh Steelers,1,13,26,203,1,1,1,24,0,Home,San Diego Chargers,5
Derek Carr,Oakland Raiders,1,26,39,249,1,1,1,-1,0,Away,Denver Broncos,5
Jameis Winston,Tampa Bay Buccaneers,1,13,19,209,1,0,4,9,0,Away,Jacksonville Jaguars,5
Alex Smith,Kansas City Chiefs,1,16,30,181,1,0,3,21,0,Away,Chicago Bears,5
Kirk Cousins,Washington Redskins,1,21,32,219,1,2,1,1,0,Home,Atlanta Falcons,5
Matt Ryan,Atlanta Falcons,1,24,42,254,0,2,3,20,0,Away,Washington Redskins,5
Marcus Mariota,Tennessee Titans,1,21,32,187,0,1,5,47,0,Away,Buffalo Bills,5
Matthew Stafford,Detroit Lions,1,20,32,188,1,3,1,2,0,Away,Arizona Cardinals,5
Dan Orlovsky,Detroit Lions,1,21,38,191,1,1,0,0,0,Away,Arizona Cardinals,5
Peyton Manning,Denver Broncos,1,22,35,266,0,2,0,0,0,Home,Oakland Raiders,5
Nick Foles,St. Louis Rams,1,11,30,141,1,4,1,2,0,Home,Green Bay Packers,5
Brandon Weeden,Dallas Cowboys,1,26,39,188,0,1,3,18,0,Away,New England Patriots,5
Ryan Mallett,Houston Texans,1,7,10,50,0,1,1,0,0,Away,Indianapolis Colts,5
Drew Stanton,Arizona Cardinals,1,1,4,10,0,0,3,-3,0,Home,Detroit Lions,5
Jimmy Garoppolo,New England Patriots,1,0,0,0,0,0,2,-2,0,Home,Dallas Cowboys,5
