Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Drew Brees,New Orleans Saints,1,40,50,511,7,1,1,1,0,Away,New York Giants,8
Eli Manning,New York Giants,1,30,41,350,6,0,0,0,0,Home,New Orleans Saints,8
Carson Palmer,Arizona Cardinals,1,23,38,374,4,1,3,6,0,Home,Cleveland Browns,8
Tom Brady,New England Patriots,1,26,38,356,4,0,1,1,0,Away,Miami Dolphins,8
Derek Carr,Oakland Raiders,1,23,36,333,4,0,2,-2,0,Away,New York Jets,8
Alex Smith,Kansas City Chiefs,1,18,26,145,2,0,5,78,1,Away,Detroit Lions,8
Matt Ryan,Atlanta Falcons,1,37,45,397,2,1,3,2,0,Away,Tampa Bay Buccaneers,8
Philip Rivers,San Diego Chargers,1,28,37,301,3,0,1,0,0,Home,Baltimore Ravens,8
Joe Flacco,Baltimore Ravens,1,25,37,319,1,0,4,2,1,Away,San Diego Chargers,8
Geno Smith,New York Jets,1,27,42,265,2,1,2,34,0,Home,Oakland Raiders,8
Cam Newton,Carolina Panthers,1,16,35,248,2,1,10,41,0,Away,Indianapolis Colts,8
Josh McCown,Cleveland Browns,1,18,34,211,3,1,5,18,0,Away,Arizona Cardinals,8
Andrew Luck,Indianapolis Colts,1,23,47,231,2,3,6,35,0,Home,Carolina Panthers,8
Jay Cutler,Chicago Bears,1,22,33,211,1,0,2,11,1,Away,Minnesota Vikings,8
Jameis Winston,Tampa Bay Buccaneers,1,16,29,177,1,0,3,24,1,Home,Atlanta Falcons,8
Brian Hoyer,Houston Texans,1,23,35,235,2,0,1,-1,0,Away,Tennessee Titans,8
Russell Wilson,Seattle Seahawks,1,19,30,210,1,1,6,32,0,Home,Dallas Cowboys,8
Ben Roethlisberger,Pittsburgh Steelers,1,28,45,262,1,3,0,0,0,Away,Cincinnati Bengals,8
Peyton Manning,Denver Broncos,1,21,29,340,0,1,0,0,0,Away,Green Bay Packers,8
Andy Dalton,Cincinnati Bengals,1,23,38,231,1,2,6,4,0,Home,Pittsburgh Steelers,8
Teddy Bridgewater,Minnesota Vikings,1,17,30,187,1,1,2,21,0,Home,Chicago Bears,8
Matthew Stafford,Detroit Lions,1,22,36,217,1,2,1,5,0,Home,Kansas City Chiefs,8
Ryan Tannehill,Miami Dolphins,1,28,44,300,0,2,2,-1,0,Home,New England Patriots,8
Nick Foles,St. Louis Rams,1,14,23,191,1,0,3,-3,0,Away,San Francisco 49ers,8
Colin Kaepernick,San Francisco 49ers,1,20,41,162,0,0,6,28,0,Home,St. Louis Rams,8
Matt Cassel,Dallas Cowboys,1,13,25,97,0,0,4,43,0,Away,Seattle Seahawks,8
Zach Mettenberger,Tennessee Titans,1,22,31,171,0,1,0,0,0,Home,Houston Texans,8
Aaron Rodgers,Green Bay Packers,1,14,22,77,0,0,2,31,0,Home,Denver Broncos,8
Ryan Fitzpatrick,New York Jets,1,4,5,46,0,0,1,12,0,Home,Oakland Raiders,8
Johnny Manziel,Cleveland Browns,1,3,6,12,0,0,1,1,0,Away,Arizona Cardinals,8
Dan Orlovsky,Detroit Lions,1,1,2,10,0,0,0,0,0,Home,Kansas City Chiefs,8
Chase Daniel,Kansas City Chiefs,1,2,2,4,0,0,0,0,0,Away,Detroit Lions,8
