Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Zach Ertz,Philadelphia Eagles,1,9,9,152,0,Home,New York Giants,17
Coby Fleener,Indianapolis Colts,1,7,7,88,1,Away,Tennessee Titans,17
Delanie Walker,Tennessee Titans,1,14,9,94,0,Home,Indianapolis Colts,17
Will Tye,New York Giants,1,8,5,67,1,Away,Philadelphia Eagles,17
Richard Rodgers,Green Bay Packers,1,8,7,59,1,Away,Minnesota Vikings,17
Ben Watson,New Orleans Saints,1,10,6,59,1,Home,Atlanta Falcons,17
Jason Witten,Dallas Cowboys,1,8,6,58,1,Away,Washington Redskins,17
Tyler Eifert,Cincinnati Bengals,1,4,4,51,1,Away,Baltimore Ravens,17
Tony Moeaki,Atlanta Falcons,1,3,2,47,1,Away,New Orleans Saints,17
Antonio Gates,San Diego Chargers,1,5,3,34,1,Home,Denver Broncos,17
Chase Coffman,Seattle Seahawks,1,5,4,29,1,Home,Arizona Cardinals,17
Eric Ebron,Detroit Lions,1,7,5,25,1,Home,Chicago Bears,17
Heath Miller,Pittsburgh Steelers,1,4,3,18,1,Home,Cleveland Browns,17
Demetrius Harris,Kansas City Chiefs,1,3,1,15,1,Away,Oakland Raiders,17
Tim Wright,Detroit Lions,1,1,1,9,1,Home,Chicago Bears,17
Gary Barnidge,Cleveland Browns,1,13,8,66,0,Away,Pittsburgh Steelers,17
Jordan Cameron,Miami Dolphins,1,4,2,6,1,Away,New England Patriots,17
Jacob Tamme,Atlanta Falcons,1,5,4,61,0,Away,New Orleans Saints,17
Maxx Williams,Baltimore Ravens,1,10,6,53,0,Home,Cincinnati Bengals,17
Austin Seferian-Jenkins,Tampa Bay Buccaneers,1,7,3,48,0,Home,Carolina Panthers,17
Clive Walford,Oakland Raiders,1,4,4,46,0,Home,Kansas City Chiefs,17
Marcedes Lewis,Jacksonville Jaguars,1,1,1,45,0,Home,Houston Texans,17
Jordan Reed,Washington Redskins,1,4,4,45,0,Home,Dallas Cowboys,17
Cooper Helfet,Seattle Seahawks,1,6,4,42,0,Home,Arizona Cardinals,17
Dion Sims,Miami Dolphins,1,3,3,40,0,Away,New England Patriots,17
Brent Celek,Philadelphia Eagles,1,2,2,38,0,Home,New York Giants,17
Lance Kendricks,St. Louis Rams,1,5,5,37,0,Home,San Francisco 49ers,17
Vance McDonald,San Francisco 49ers,1,5,3,37,0,Away,St. Louis Rams,17
Jermaine Gresham,Arizona Cardinals,1,3,2,36,0,Away,Seattle Seahawks,17
James Hanna,Dallas Cowboys,1,3,3,28,0,Away,Washington Redskins,17
Ryan Griffin,Houston Texans,1,3,3,27,0,Away,Jacksonville Jaguars,17
Rob Gronkowski,New England Patriots,1,7,2,18,0,Home,Miami Dolphins,17
Clay Harbor,Jacksonville Jaguars,1,1,1,18,0,Home,Houston Texans,17
Robert Housler,Chicago Bears,1,2,2,18,0,Away,Detroit Lions,17
Greg Olsen,Carolina Panthers,1,2,2,16,0,Away,Tampa Bay Buccaneers,17
Owen Daniels,Denver Broncos,1,1,1,15,0,Away,San Diego Chargers,17
C.J. Fiedorowicz,Houston Texans,1,3,2,14,0,Away,Jacksonville Jaguars,17
Virgil Green,Denver Broncos,1,1,1,14,0,Away,San Diego Chargers,17
Cory Harkey,St. Louis Rams,1,1,1,12,0,Home,San Francisco 49ers,17
Mychal Rivera,Oakland Raiders,1,2,2,12,0,Home,Kansas City Chiefs,17
Julius Thomas,Jacksonville Jaguars,1,6,2,12,0,Home,Houston Texans,17
Cameron Brate,Tampa Bay Buccaneers,1,2,1,10,0,Home,Carolina Panthers,17
Travis Kelce,Kansas City Chiefs,1,2,1,10,0,Away,Oakland Raiders,17
Troy Niklas,Arizona Cardinals,1,1,1,8,0,Away,Seattle Seahawks,17
Levine Toilolo,Atlanta Falcons,1,2,1,8,0,Away,New Orleans Saints,17
Darren Fells,Arizona Cardinals,1,2,1,7,0,Away,Seattle Seahawks,17
Blake Bell,San Francisco 49ers,1,2,1,5,0,Away,St. Louis Rams,17
Trey Burton,Philadelphia Eagles,1,1,1,5,0,Home,New York Giants,17
Josh Hill,New Orleans Saints,1,3,1,4,0,Home,Atlanta Falcons,17
Michael Hoomanawanui,New Orleans Saints,1,1,1,4,0,Home,Atlanta Falcons,17
Jack Doyle,Indianapolis Colts,1,1,1,3,0,Away,Tennessee Titans,17
Luke Stocker,Tampa Bay Buccaneers,1,1,1,3,0,Home,Carolina Panthers,17
Scott Chandler,New England Patriots,1,1,0,0,0,Home,Miami Dolphins,17
Jared Cook,St. Louis Rams,1,4,0,0,0,Home,San Francisco 49ers,17
Kellen Davis,New York Jets,1,1,0,0,0,Home,Buffalo Bills,17
Ed Dickson,Carolina Panthers,1,3,2,0,0,Away,Tampa Bay Buccaneers,17
Nick O'Leary,Buffalo Bills,1,1,0,0,0,Away,New York Jets,17
MyCole Pruitt,Minnesota Vikings,1,1,0,0,0,Home,Green Bay Packers,17
Andrew Quarless,Green Bay Packers,1,1,0,0,0,Away,Minnesota Vikings,17
Kyle Rudolph,Minnesota Vikings,1,1,0,0,0,Home,Green Bay Packers,17
Alex Smith,Washington Redskins,1,1,0,0,0,Home,Dallas Cowboys,17
Rhett Ellison,Minnesota Vikings,1,1,1,-2,0,Home,Green Bay Packers,17
