Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Telvin Smith,Jacksonville Jaguars,1,8,1,0.0,3,1,0,0,Away,Buffalo Bills
Malcolm Smith,Oakland Raiders,1,11,0,1.0,2,1,0,0,Home,San Diego Chargers
Tamba Hali,Kansas City Chiefs,1,4,1,2.0,0,0,1,0,Away,Pittsburgh Steelers
Eric Kendricks,Minnesota Vikings,1,6,0,2.0,0,0,0,0,Home,Detroit Lions
Jamie Collins,New England Patriots,1,6,6,1.0,0,0,0,0,Away,New York Jets
Paul Posluszny,Jacksonville Jaguars,1,6,1,0.0,1,1,0,0,Away,Buffalo Bills
Stephone Anthony,New Orleans Saints,1,5,2,0.0,1,1,0,0,Home,Indianapolis Colts
Thomas Davis,Carolina Panthers,1,11,2,0.0,0,0,0,0,Away,Philadelphia Eagles
Dont'a Hightower,New England Patriots,1,10,0,0.0,0,0,0,1,Away,New York Jets
Ahmad Brooks,San Francisco 49ers,1,2,3,2.0,0,0,0,0,Away,Seattle Seahawks
Michael Wilhoite,San Francisco 49ers,1,9,4,0.0,0,0,0,0,Away,Seattle Seahawks
Luke Kuechly,Carolina Panthers,1,8,3,0.0,1,0,0,0,Away,Philadelphia Eagles
Lawrence Timmons,Pittsburgh Steelers,1,7,3,0.5,0,0,0,0,Home,Kansas City Chiefs
Avery Williamson,Tennessee Titans,1,4,1,0.0,1,1,0,0,Away,Atlanta Falcons
Derrick Johnson,Kansas City Chiefs,1,2,2,0.0,2,1,0,0,Away,Pittsburgh Steelers
Chandler Jones,New England Patriots,1,3,0,1.0,0,0,1,0,Away,New York Jets
Paul Worrilow,Atlanta Falcons,1,1,4,0.0,2,1,0,0,Home,Tennessee Titans
Jon Beason,New York Giants,1,7,4,0.0,0,0,0,0,Away,Dallas Cowboys
Mychal Kendricks,Philadelphia Eagles,1,3,4,1.0,0,0,0,0,Home,Carolina Panthers
John Simon,Houston Texans,1,4,2,1.0,0,0,0,0,Home,Miami Dolphins
Jerrell Freeman,Indianapolis Colts,1,5,7,0.0,0,0,0,0,Away,New Orleans Saints
Navorro Bowman,San Francisco 49ers,1,6,4,0.0,0,0,0,0,Away,Seattle Seahawks
Deone Bucannon,Arizona Cardinals,1,7,2,0.0,0,0,0,0,Away,Baltimore Ravens
C.J. Mosley,Baltimore Ravens,1,4,0,1.0,0,0,0,0,Home,Arizona Cardinals
Daryl Smith,Baltimore Ravens,1,8,0,0.0,0,0,0,0,Home,Arizona Cardinals
Stephen Tulloch,Detroit Lions,1,4,4,0.0,0,0,0,1,Away,Minnesota Vikings
Jonathan Casillas,New York Giants,1,6,3,0.0,0,0,0,0,Away,Dallas Cowboys
Lavonte David,Tampa Bay Buccaneers,1,6,3,0.0,0,0,0,0,Home,Washington Redskins
Wesley Woodyard,Tennessee Titans,1,6,3,0.0,0,0,0,0,Away,Atlanta Falcons
Justin Durant,Atlanta Falcons,1,6,2,0.0,0,0,0,0,Home,Tennessee Titans
Dannell Ellerbe,New Orleans Saints,1,7,0,0.0,0,0,0,0,Home,Indianapolis Colts
Chad Greenway,Minnesota Vikings,1,3,0,1.0,0,0,0,0,Home,Detroit Lions
Zach Orr,Baltimore Ravens,1,3,0,1.0,0,0,0,0,Home,Arizona Cardinals
Josh Bynes,Detroit Lions,1,5,3,0.0,0,0,0,0,Away,Minnesota Vikings
Christian Kirksey,Cleveland Browns,1,5,3,0.0,0,0,0,0,Home,St. Louis Rams
Calvin Pace,New York Jets,1,1,1,1.0,1,0,0,0,Home,New England Patriots
Ray Ray Armstrong,Oakland Raiders,1,6,0,0.0,0,0,0,0,Home,San Diego Chargers
Karlos Dansby,Cleveland Browns,1,5,2,0.0,0,0,0,0,Home,St. Louis Rams
Jordan Hicks,Philadelphia Eagles,1,6,0,0.0,0,0,0,0,Home,Carolina Panthers
D'Qwell Jackson,Indianapolis Colts,1,4,4,0.0,0,0,0,0,Away,New Orleans Saints
Jelani Jenkins,Miami Dolphins,1,3,0,0.0,0,0,1,0,Away,Houston Texans
James Laurinaitis,St. Louis Rams,1,4,4,0.0,0,0,0,0,Away,Cleveland Browns
Sean Lee,Dallas Cowboys,1,3,6,0.0,0,0,0,0,Home,New York Giants
Dan Skuta,Jacksonville Jaguars,1,6,0,0.0,0,0,0,0,Away,Buffalo Bills
Kyle Van Noy,Detroit Lions,1,2,0,1.0,0,0,0,0,Away,Minnesota Vikings
Bobby Wagner,Seattle Seahawks,1,5,0,0.0,1,0,0,0,Home,San Francisco 49ers
Kwon Alexander,Tampa Bay Buccaneers,1,5,1,0.0,0,0,0,0,Home,Washington Redskins
Anthony Barr,Minnesota Vikings,1,3,1,0.5,0,0,0,0,Home,Detroit Lions
Donald Butler,San Diego Chargers,1,5,1,0.0,0,0,0,0,Away,Oakland Raiders
Dwight Freeney,Arizona Cardinals,1,1,1,1.0,0,0,0,0,Away,Baltimore Ravens
