Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Jasper Brinkley,New York Giants,1,9,3,1.0,0,0,1,0,Away,New England Patriots
Bobby Wagner,Seattle Seahawks,1,4,7,0.0,1,0,0,1,Away,Arizona Cardinals
K.J. Wright,Seattle Seahawks,1,4,5,1.0,0,0,1,1,Away,Arizona Cardinals
Lavonte David,Tampa Bay Buccaneers,1,5,7,1.0,1,0,0,0,Away,Dallas Cowboys
Lawrence Timmons,Pittsburgh Steelers,1,7,3,1.0,0,0,0,0,Away,Cleveland Browns
Tahir Whitehead,Detroit Lions,1,7,1,1.0,1,0,0,0,Home,Green Bay Packers
Avery Williamson,Tennessee Titans,1,7,7,0.5,0,0,0,0,Away,Carolina Panthers
Elvis Dumervil,Baltimore Ravens,1,2,2,2.0,1,0,0,0,Away,Jacksonville Jaguars
DeMario Davis,New York Jets,1,6,2,1.0,0,0,0,0,Away,Buffalo Bills
Justin Houston,Kansas City Chiefs,1,3,0,2.0,0,0,0,0,Home,Denver Broncos
Mychal Kendricks,Philadelphia Eagles,1,7,0,1.0,0,0,0,0,Away,Miami Dolphins
Derrick Johnson,Kansas City Chiefs,1,6,1,1.0,0,0,0,0,Home,Denver Broncos
Perry Riley,Washington Redskins,1,3,1,0.0,2,1,0,0,Away,New Orleans Saints
David Harris,New York Jets,1,3,6,1.0,0,0,0,0,Away,Buffalo Bills
Luke Kuechly,Carolina Panthers,1,6,2,0.0,0,0,1,0,Home,Tennessee Titans
Curtis Lofton,Oakland Raiders,1,5,2,1.0,0,0,0,0,Away,Minnesota Vikings
Wesley Woodyard,Tennessee Titans,1,4,4,1.0,0,0,0,0,Away,Carolina Panthers
Deone Bucannon,Arizona Cardinals,1,4,3,1.0,0,0,0,0,Home,Seattle Seahawks
Chandler Jones,New England Patriots,1,2,1,1.0,0,0,1,0,Home,New York Giants
Brian Orakpo,Tennessee Titans,1,5,1,1.0,0,0,0,0,Away,Carolina Panthers
Ryan Shazier,Pittsburgh Steelers,1,5,1,1.0,0,0,0,0,Away,Cleveland Browns
Kelvin Sheppard,Miami Dolphins,1,8,3,0.0,0,0,0,0,Home,Philadelphia Eagles
Paul Posluszny,Jacksonville Jaguars,1,6,4,0.0,1,0,0,0,Home,Baltimore Ravens
Dont'a Hightower,New England Patriots,1,8,1,0.0,0,0,0,0,Home,New York Giants
Christian Kirksey,Cleveland Browns,1,3,1,1.0,1,0,0,0,Home,Pittsburgh Steelers
Telvin Smith,Jacksonville Jaguars,1,5,7,0.0,0,0,0,0,Home,Baltimore Ravens
Kwon Alexander,Tampa Bay Buccaneers,1,4,0,1.0,0,0,0,0,Away,Dallas Cowboys
Josh Mauga,Kansas City Chiefs,1,2,0,0.0,1,1,0,0,Home,Denver Broncos
Chris McCain,Miami Dolphins,1,1,0,1.0,0,0,1,0,Home,Philadelphia Eagles
Benardrick McKinney,Houston Texans,1,6,3,0.0,0,0,0,0,Home,Cincinnati Bengals
C.J. Mosley,Baltimore Ravens,1,7,1,0.0,0,0,0,0,Away,Jacksonville Jaguars
Malcolm Smith,Oakland Raiders,1,6,3,0.0,0,0,0,0,Away,Minnesota Vikings
Willie Young,Chicago Bears,1,1,1,0.0,1,1,0,0,Home,St. Louis Rams
Anthony Barr,Minnesota Vikings,1,6,0,0.0,1,0,0,0,Home,Oakland Raiders
Jonathan Casillas,New York Giants,1,7,0,0.0,0,0,0,0,Away,New England Patriots
Jonathan Freeny,New England Patriots,1,4,4,0.0,1,0,0,0,Home,New York Giants
Khalil Mack,Oakland Raiders,1,2,2,1.0,0,0,0,0,Away,Minnesota Vikings
Rolando McClain,Dallas Cowboys,1,6,2,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Nate Palmer,Green Bay Packers,1,6,2,0.0,0,0,0,0,Away,Detroit Lions
Vincent Rey,Cincinnati Bengals,1,2,2,1.0,0,0,0,0,Away,Houston Texans
John Simon,Houston Texans,1,3,0,1.0,0,0,0,0,Home,Cincinnati Bengals
Aldon Smith,Oakland Raiders,1,3,0,1.0,0,0,0,0,Away,Minnesota Vikings
Jo-Lonn Dunbar,New Orleans Saints,1,5,3,0.0,0,0,0,0,Home,Washington Redskins
Brandon Marshall,Denver Broncos,1,5,3,0.0,0,0,0,0,Away,Kansas City Chiefs
Clay Matthews,Green Bay Packers,1,4,1,0.0,2,0,0,0,Away,Detroit Lions
Koa Misi,Miami Dolphins,1,6,1,0.0,0,0,0,0,Home,Philadelphia Eagles
Brian Cushing,Houston Texans,1,5,2,0.0,0,0,0,0,Home,Cincinnati Bengals
Chad Greenway,Minnesota Vikings,1,4,4,0.0,0,0,0,0,Home,Oakland Raiders
Neville Hewitt,Miami Dolphins,1,6,0,0.0,0,0,0,0,Home,Philadelphia Eagles
Eric Martin,New England Patriots,1,3,0,0.0,0,0,1,0,Home,New York Giants
