Player,Team,G,FGM,FGA,FG%,EPM,EPA,Home or Away,Opponent
Mason Crosby,Green Bay Packers,1,5,5,100.0%,1,1,Home,Minnesota Vikings
Graham Gano,Carolina Panthers,1,3,3,100.0%,5,5,Away,Washington Redskins
Jason Myers,Jacksonville Jaguars,1,4,4,100.0%,1,1,Away,Tennessee Titans
Chandler Catanzaro,Arizona Cardinals,1,2,2,100.0%,4,4,Away,Cincinnati Bengals
Matt Prater,Detroit Lions,1,3,3,100.0%,1,1,Away,Oakland Raiders
Justin Tucker,Baltimore Ravens,1,3,5,60.0%,1,1,Away,St. Louis Rams
Connor Barth,Tampa Bay Buccaneers,1,1,1,100.0%,6,6,Home,Philadelphia Eagles
Robbie Gould,Chicago Bears,1,3,3,100.0%,0,0,Away,Denver Broncos
Cairo Santos,Kansas City Chiefs,1,2,2,100.0%,3,4,Home,San Diego Chargers
Stephen Gostkowski,New England Patriots,1,2,3,66.7%,2,2,Away,Buffalo Bills
Dan Carpenter,Buffalo Bills,1,2,3,66.7%,1,1,Home,New England Patriots
Phil Dawson,San Francisco 49ers,1,2,2,100.0%,1,1,Home,Seattle Seahawks
Sebastian Janikowski,Oakland Raiders,1,2,2,100.0%,1,1,Home,Detroit Lions
Mike Nugent,Cincinnati Bengals,1,1,1,100.0%,4,4,Home,Arizona Cardinals
Ryan Succop,Tennessee Titans,1,2,3,66.7%,1,1,Home,Jacksonville Jaguars
Dan Bailey,Dallas Cowboys,1,1,1,100.0%,3,3,Home,Miami Dolphins
Nick Novak,Houston Texans,1,1,1,100.0%,3,3,Away,New York Jets
Adam Vinatieri,Indianapolis Colts,1,1,1,100.0%,3,3,Home,Atlanta Falcons
Randy Bullock,New York Jets,1,1,1,100.0%,2,2,Home,Houston Texans
Steve Hauschka,Seattle Seahawks,1,1,1,100.0%,2,4,Away,San Francisco 49ers
Brandon McManus,Denver Broncos,1,1,1,100.0%,2,2,Home,Chicago Bears
Caleb Sturgis,Philadelphia Eagles,1,1,1,100.0%,2,2,Away,Tampa Bay Buccaneers
Matt Bryant,Atlanta Falcons,1,0,1,0.0%,3,3,Away,Indianapolis Colts
Josh Lambo,San Diego Chargers,1,1,1,100.0%,0,0,Away,Kansas City Chiefs
Andrew Franks,Miami Dolphins,1,0,0,0.0%,2,2,Away,Dallas Cowboys
Dustin Hopkins,Washington Redskins,1,0,0,0.0%,2,2,Home,Carolina Panthers
Blair Walsh,Minnesota Vikings,1,0,0,0.0%,1,2,Away,Green Bay Packers
Greg Zuerlein,St. Louis Rams,1,0,1,0.0%,1,2,Home,Baltimore Ravens
