Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Crockett Gillmore,Baltimore Ravens,1,6,5,88,2,Home,Oakland Raiders,2
Rob Gronkowski,New England Patriots,1,13,7,113,1,Home,Buffalo Bills,2
Anthony Fasano,Tennessee Titans,1,7,5,84,1,Home,Cleveland Browns,2
Tyler Eifert,Cincinnati Bengals,1,5,4,49,1,Away,San Diego Chargers,2
Eric Ebron,Detroit Lions,1,10,5,43,1,Home,Minnesota Vikings,2
Kyle Rudolph,Minnesota Vikings,1,7,5,30,1,Away,Detroit Lions,2
Larry Donnell,New York Giants,1,6,4,28,1,Away,Atlanta Falcons,2
Richard Rodgers,Green Bay Packers,1,4,3,23,1,Away,Seattle Seahawks,2
Jordan Reed,Washington Redskins,1,6,6,82,0,Away,St. Louis Rams,2
Charles Clay,Buffalo Bills,1,6,3,19,1,Away,New England Patriots,2
Jake Stoneburner,Miami Dolphins,1,2,2,18,1,Home,Jacksonville Jaguars,2
Jacob Tamme,Atlanta Falcons,1,6,4,77,0,Home,New York Giants,2
Heath Miller,Pittsburgh Steelers,1,2,2,15,1,Away,San Francisco 49ers,2
Virgil Green,Denver Broncos,1,3,2,12,1,Home,Kansas City Chiefs,2
Greg Olsen,Carolina Panthers,1,14,6,70,0,Away,Houston Texans,2
Garrett Graham,Houston Texans,1,5,1,7,1,Home,Carolina Panthers,2
Jordan Cameron,Miami Dolphins,1,4,3,62,0,Home,Jacksonville Jaguars,2
Vernon Davis,San Francisco 49ers,1,7,5,62,0,Home,Pittsburgh Steelers,2
Travis Kelce,Kansas City Chiefs,1,5,4,58,0,Away,Denver Broncos,2
Jason Witten,Dallas Cowboys,1,8,7,56,0,Home,Philadelphia Eagles,2
James O'Shaughnessy,Kansas City Chiefs,1,2,2,54,0,Away,Denver Broncos,2
Martellus Bennett,Chicago Bears,1,6,4,48,0,Away,Arizona Cardinals,2
Jared Cook,St. Louis Rams,1,7,5,47,0,Home,Washington Redskins,2
Ladarius Green,San Diego Chargers,1,6,5,47,0,Home,Cincinnati Bengals,2
Chase Coffman,Tennessee Titans,1,6,4,42,0,Home,Cleveland Browns,2
Luke Willson,Seattle Seahawks,1,4,2,36,0,Home,Green Bay Packers,2
Austin Seferian-Jenkins,Tampa Bay Buccaneers,1,3,2,29,0,Home,New Orleans Saints,2
Scott Chandler,New England Patriots,1,5,3,23,0,Home,Buffalo Bills,2
Owen Daniels,Denver Broncos,1,5,3,19,0,Home,Kansas City Chiefs,2
C.J. Fiedorowicz,Houston Texans,1,1,1,19,0,Home,Carolina Panthers,2
Gary Barnidge,Cleveland Browns,1,1,1,17,0,Away,Tennessee Titans,2
Zach Ertz,Philadelphia Eagles,1,7,3,17,0,Away,Dallas Cowboys,2
Gavin Escobar,Dallas Cowboys,1,3,2,16,0,Home,Philadelphia Eagles,2
Lance Kendricks,St. Louis Rams,1,2,1,15,0,Home,Washington Redskins,2
Mychal Rivera,Oakland Raiders,1,5,3,15,0,Away,Baltimore Ravens,2
Michael Williams,New England Patriots,1,1,1,15,0,Home,Buffalo Bills,2
Zach Miller,Chicago Bears,1,2,2,14,0,Away,Arizona Cardinals,2
Craig Stevens,Tennessee Titans,1,1,1,13,0,Home,Cleveland Browns,2
Ben Watson,New Orleans Saints,1,4,2,12,0,Away,Tampa Bay Buccaneers,2
Blake Bell,San Francisco 49ers,1,3,1,11,0,Home,Pittsburgh Steelers,2
Jimmy Graham,Seattle Seahawks,1,2,1,11,0,Home,Green Bay Packers,2
Garrett Celek,San Francisco 49ers,1,2,2,10,0,Home,Pittsburgh Steelers,2
Maxx Williams,Baltimore Ravens,1,1,1,8,0,Home,Oakland Raiders,2
Lee Smith,Oakland Raiders,1,1,1,6,0,Away,Baltimore Ravens,2
Jermaine Gresham,Arizona Cardinals,1,1,1,5,0,Home,Chicago Bears,2
Clive Walford,Oakland Raiders,1,2,1,4,0,Away,Baltimore Ravens,2
Jerome Cunningham,New York Giants,1,3,1,3,0,Away,Atlanta Falcons,2
Josh Hill,New Orleans Saints,1,4,1,2,0,Away,Tampa Bay Buccaneers,2
Matthew Mulligan,Buffalo Bills,1,1,1,2,0,Away,New England Patriots,2
Jeff Cumberland,New York Jets,1,0,0,0,0,Home,Indianapolis Colts,2
Coby Fleener,Indianapolis Colts,1,0,0,0,0,Away,New York Jets,2
Marcedes Lewis,Jacksonville Jaguars,1,4,0,0,0,Away,Miami Dolphins,2
Geoff Swaim,Dallas Cowboys,1,1,1,0,0,Home,Philadelphia Eagles,2
