Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Marcus Williams,New York Jets,1,3,1,0.5,3,2,0,0,Away,Jacksonville Jaguars
David Amerson,Oakland Raiders,1,8,0,0.0,3,1,0,0,Home,Pittsburgh Steelers
Sterling Moore,Tampa Bay Buccaneers,1,3,0,0.0,3,1,1,0,Away,New York Giants
Alterraun Verner,Tampa Bay Buccaneers,1,8,0,0.0,1,1,0,0,Away,New York Giants
Jason Verrett,San Diego Chargers,1,0,0,0.0,3,1,0,0,Away,Chicago Bears
Antwon Blake,Pittsburgh Steelers,1,8,1,0.0,2,0,1,0,Away,Oakland Raiders
Logan Ryan,New England Patriots,1,6,0,0.0,2,1,0,0,Away,Washington Redskins
T.J. Ward,Denver Broncos,1,10,2,0.0,2,0,0,0,Home,Indianapolis Colts
Eric Weddle,San Diego Chargers,1,9,4,0.0,0,0,0,1,Away,Chicago Bears
D.J. Hayden,Oakland Raiders,1,11,2,0.0,0,0,0,0,Home,Pittsburgh Steelers
Damarious Randall,Green Bay Packers,1,5,0,0.0,2,1,0,0,Home,Carolina Panthers
Trevin Wade,New York Giants,1,2,0,0.0,0,0,0,2,Home,Tampa Bay Buccaneers
John Cyprien,Jacksonville Jaguars,1,7,6,0.0,1,0,0,0,Home,New York Jets
Ronald Darby,Buffalo Bills,1,10,0,0.0,1,0,0,0,Away,Miami Dolphins
Charles Tillman,Carolina Panthers,1,6,2,0.0,1,0,1,0,Away,Green Bay Packers
B.W. Webb,Tennessee Titans,1,5,0,0.0,1,1,0,0,Home,New Orleans Saints
Will Blackmon,Washington Redskins,1,3,5,0.0,0,0,1,1,Home,New England Patriots
Reshad Jones,Miami Dolphins,1,6,1,1.0,0,0,0,0,Home,Buffalo Bills
Trumaine Johnson,St. Louis Rams,1,3,0,0.0,2,1,0,0,Home,Minnesota Vikings
Ross Cockrell,Pittsburgh Steelers,1,2,0,0.0,2,1,0,0,Away,Oakland Raiders
Kurt Coleman,Carolina Panthers,1,4,2,1.0,0,0,0,0,Away,Green Bay Packers
Andrew Sendejo,Minnesota Vikings,1,5,2,0.5,1,0,0,0,Away,St. Louis Rams
Will Allen,Pittsburgh Steelers,1,4,3,0.0,3,0,0,0,Away,Oakland Raiders
Jairus Byrd,New Orleans Saints,1,7,3,0.0,0,0,0,0,Away,Tennessee Titans
Malcolm Jenkins,Philadelphia Eagles,1,8,1,0.0,0,0,0,0,Home,Dallas Cowboys
Charles Woodson,Oakland Raiders,1,7,1,0.0,1,0,0,0,Home,Pittsburgh Steelers
Darius Butler,Indianapolis Colts,1,2,0,0.0,1,1,0,0,Away,Denver Broncos
Marcus Cromartie,San Francisco 49ers,1,7,0,0.0,1,0,0,0,Away,Atlanta Falcons
Dashon Goldson,Washington Redskins,1,6,4,0.0,0,0,0,0,Home,New England Patriots
Corey Graham,Buffalo Bills,1,8,0,0.0,0,0,0,0,Away,Miami Dolphins
Dontae Johnson,San Francisco 49ers,1,6,0,0.0,2,0,0,0,Away,Atlanta Falcons
Cody Riggs,Tennessee Titans,1,5,0,0.0,0,0,1,0,Home,New Orleans Saints
Dion Bailey,New York Jets,1,3,3,0.5,1,0,0,0,Away,Jacksonville Jaguars
Chris Conte,Tampa Bay Buccaneers,1,5,3,0.0,1,0,0,0,Away,New York Giants
Keith Tandy,Tampa Bay Buccaneers,1,7,1,0.0,0,0,0,0,Away,New York Giants
Mike Adams,Indianapolis Colts,1,1,0,0.0,1,1,0,0,Away,Denver Broncos
Phillip Adams,Atlanta Falcons,1,1,0,0.0,1,1,0,0,Home,San Francisco 49ers
Maurice Alexander,St. Louis Rams,1,3,0,1.0,0,0,0,0,Home,Minnesota Vikings
Morgan Burnett,Green Bay Packers,1,3,6,0.0,1,0,0,0,Home,Carolina Panthers
Nolan Carroll,Philadelphia Eagles,1,6,2,0.0,0,0,0,0,Home,Dallas Cowboys
Michael Griffin,Tennessee Titans,1,6,2,0.0,0,0,0,0,Home,New Orleans Saints
Brent Grimes,Miami Dolphins,1,7,0,0.0,0,0,0,0,Home,Buffalo Bills
Byron Jones,Dallas Cowboys,1,5,0,0.0,2,0,0,0,Away,Philadelphia Eagles
Leodis McKelvin,Buffalo Bills,1,6,0,0.0,1,0,0,0,Away,Miami Dolphins
Rodney McLeod,St. Louis Rams,1,7,0,0.0,0,0,0,0,Home,Minnesota Vikings
Tracy Porter,Chicago Bears,1,3,0,0.0,1,0,1,0,Home,San Diego Chargers
Kenny Vaccaro,New Orleans Saints,1,4,6,0.0,0,0,0,0,Away,Tennessee Titans
Jahleel Addae,San Diego Chargers,1,6,1,0.0,0,0,0,0,Away,Chicago Bears
Jimmie Ward,San Francisco 49ers,1,5,1,0.0,1,0,0,0,Away,Atlanta Falcons
Tramon Williams,Cleveland Browns,1,6,1,0.0,0,0,0,0,Home,Cincinnati Bengals
