Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
T.J. Graham,New Orleans Saints,1,2,2,25,0,0,0,0,Home,Washington Redskins,10
Adam Humphries,Tampa Bay Buccaneers,1,3,2,25,0,0,0,0,Away,Dallas Cowboys,10
Tavon Austin,St. Louis Rams,1,4,2,5,0,3,18,0,Away,Chicago Bears,10
Alshon Jeffery,Chicago Bears,1,4,3,23,0,0,0,0,Home,St. Louis Rams,10
Marques Colston,New Orleans Saints,1,5,3,22,0,0,0,0,Home,Washington Redskins,10
Devin Smith,New York Jets,1,1,1,22,0,0,0,0,Away,Buffalo Bills,10
Mike Wallace,Minnesota Vikings,1,2,1,22,0,0,0,0,Home,Oakland Raiders,10
Jeremy Butler,Baltimore Ravens,1,1,1,21,0,0,0,0,Away,Jacksonville Jaguars,10
Jordan Matthews,Philadelphia Eagles,1,5,3,21,0,0,0,0,Away,Miami Dolphins,10
Bradley Marquez,St. Louis Rams,1,4,2,19,0,0,0,0,Away,Chicago Bears,10
Robert Woods,Buffalo Bills,1,7,3,19,0,0,0,0,Home,New York Jets,10
Markus Wheaton,Pittsburgh Steelers,1,2,2,18,0,0,0,0,Away,Cleveland Browns,10
Bennie Fowler,Denver Broncos,1,3,1,17,0,0,0,0,Away,Kansas City Chiefs,10
Jeremy Maclin,Kansas City Chiefs,1,6,3,17,0,0,0,0,Home,Denver Broncos,10
Cecil Shorts,Houston Texans,1,7,3,16,0,0,0,0,Home,Cincinnati Bengals,10
Albert Wilson,Kansas City Chiefs,1,4,1,16,0,0,0,0,Home,Denver Broncos,10
Brandon Coleman,New Orleans Saints,1,1,1,14,0,0,0,0,Home,Washington Redskins,10
Adam Thielen,Minnesota Vikings,1,0,0,0,0,1,14,0,Home,Oakland Raiders,10
Sammy Watkins,Buffalo Bills,1,7,3,14,0,0,0,0,Home,New York Jets,10
Donteea Dye,Tampa Bay Buccaneers,1,3,1,11,0,0,0,0,Away,Dallas Cowboys,10
Marqise Lee,Jacksonville Jaguars,1,5,1,8,0,1,3,0,Home,Baltimore Ravens,10
Pierre Garcon,Washington Redskins,1,2,2,10,0,0,0,0,Away,New Orleans Saints,10
Jermaine Kearse,Seattle Seahawks,1,2,1,10,0,0,0,0,Away,Arizona Cardinals,10
Devin Street,Dallas Cowboys,1,1,1,10,0,0,0,0,Home,Tampa Bay Buccaneers,10
Greg Jennings,Miami Dolphins,1,1,1,9,0,0,0,0,Home,Philadelphia Eagles,10
Cole Beasley,Dallas Cowboys,1,1,1,8,0,0,0,0,Home,Tampa Bay Buccaneers,10
Philly Brown,Carolina Panthers,1,1,1,8,0,0,0,0,Home,Tennessee Titans,10
Jeremy Kerley,New York Jets,1,3,1,7,0,0,0,0,Away,Buffalo Bills,10
Tyler Lockett,Seattle Seahawks,1,1,1,7,0,0,0,0,Away,Arizona Cardinals,10
Kenny Britt,St. Louis Rams,1,3,1,6,0,0,0,0,Away,Chicago Bears,10
Marlon Brown,Baltimore Ravens,1,1,1,6,0,0,0,0,Away,Jacksonville Jaguars,10
Jerricho Cotchery,Carolina Panthers,1,3,2,6,0,0,0,0,Home,Tennessee Titans,10
Cordarrelle Patterson,Minnesota Vikings,1,0,0,0,0,1,6,0,Home,Oakland Raiders,10
Aaron Dobson,New England Patriots,1,4,1,5,0,0,0,0,Home,New York Giants,10
Seth Roberts,Oakland Raiders,1,4,1,5,0,0,0,0,Away,Minnesota Vikings,10
Mohamed Sanu,Cincinnati Bengals,1,2,1,5,0,0,0,0,Away,Houston Texans,10
Kenbrell Thompkins,New York Jets,1,4,1,2,0,0,0,0,Away,Buffalo Bills,10
Jarius Wright,Minnesota Vikings,1,2,1,2,0,0,0,0,Home,Oakland Raiders,10
Marquess Wilson,Chicago Bears,1,3,1,1,0,0,0,0,Home,St. Louis Rams,10
Miles Austin,Philadelphia Eagles,1,4,0,0,0,0,0,0,Away,Miami Dolphins,10
Jason Avant,Kansas City Chiefs,1,1,0,0,0,0,0,0,Home,Denver Broncos,10
John Brown,Arizona Cardinals,1,3,0,0,0,0,0,0,Home,Seattle Seahawks,10
Dorial Green-Beckham,Tennessee Titans,1,2,0,0,0,0,0,0,Away,Carolina Panthers,10
James Jones,Green Bay Packers,1,2,0,0,0,0,0,0,Away,Detroit Lions,10
Marc Mariani,Chicago Bears,1,0,0,0,0,0,0,0,Home,St. Louis Rams,10
Chris Matthews,Seattle Seahawks,1,2,0,0,0,0,0,0,Away,Arizona Cardinals,10
Rico Richardson,Tennessee Titans,1,1,0,0,0,0,0,0,Away,Carolina Panthers,10
Jeremy Ross,Baltimore Ravens,1,0,0,0,0,0,0,0,Away,Jacksonville Jaguars,10
Emmanuel Sanders,Denver Broncos,1,4,0,0,0,0,0,0,Away,Kansas City Chiefs,10
Russell Shepard,Tampa Bay Buccaneers,1,2,0,0,0,0,0,0,Away,Dallas Cowboys,10
Willie Snead,New Orleans Saints,1,1,0,0,0,0,0,0,Home,Washington Redskins,10
Kenny Stills,Miami Dolphins,1,4,0,0,0,0,0,0,Home,Philadelphia Eagles,10
Lucky Whitehead,Dallas Cowboys,1,1,1,0,0,0,0,0,Home,Tampa Bay Buccaneers,10
