Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Cam Newton,Carolina Panthers,1,21,34,246,5,0,4,16,0,Away,Washington Redskins,11
Jameis Winston,Tampa Bay Buccaneers,1,19,29,246,5,0,4,0,0,Home,Philadelphia Eagles,11
Carson Palmer,Arizona Cardinals,1,20,31,317,4,2,1,-1,0,Away,Cincinnati Bengals,11
Russell Wilson,Seattle Seahawks,1,24,29,260,3,0,9,30,0,Away,San Francisco 49ers,11
Andy Dalton,Cincinnati Bengals,1,22,39,315,2,0,8,34,0,Home,Arizona Cardinals,11
Matt Ryan,Atlanta Falcons,1,25,46,280,3,3,2,7,0,Away,Indianapolis Colts,11
Matthew Stafford,Detroit Lions,1,22,35,282,0,0,6,31,1,Away,Oakland Raiders,11
Teddy Bridgewater,Minnesota Vikings,1,25,37,296,1,0,4,43,0,Away,Green Bay Packers,11
Mark Sanchez,Philadelphia Eagles,1,26,41,261,2,3,2,14,0,Away,Tampa Bay Buccaneers,11
Ryan Fitzpatrick,New York Jets,1,19,39,216,1,2,5,12,1,Home,Houston Texans,11
Brock Osweiler,Denver Broncos,1,20,27,250,2,0,2,4,0,Home,Chicago Bears,11
Marcus Mariota,Tennessee Titans,1,22,35,231,0,0,5,29,1,Home,Jacksonville Jaguars,11
Tony Romo,Dallas Cowboys,1,18,28,227,2,2,2,2,0,Home,Miami Dolphins,11
Matt Hasselbeck,Indianapolis Colts,1,23,32,213,2,2,3,8,0,Home,Atlanta Falcons,11
Blaine Gabbert,San Francisco 49ers,1,22,34,264,1,0,4,22,0,Home,Seattle Seahawks,11
Aaron Rodgers,Green Bay Packers,1,16,34,212,2,0,3,6,0,Home,Minnesota Vikings,11
Joe Flacco,Baltimore Ravens,1,27,44,299,1,2,0,0,0,Away,St. Louis Rams,11
T.J. Yates,Houston Texans,1,16,34,229,2,0,3,-5,0,Away,New York Jets,11
Ryan Tannehill,Miami Dolphins,1,13,24,188,2,1,3,13,0,Away,Dallas Cowboys,11
Tom Brady,New England Patriots,1,20,39,277,1,1,0,0,0,Away,Buffalo Bills,11
Blake Bortles,Jacksonville Jaguars,1,21,30,242,1,1,2,9,0,Away,Tennessee Titans,11
Jay Cutler,Chicago Bears,1,18,32,265,0,1,3,29,0,Away,Denver Broncos,11
Alex Smith,Kansas City Chiefs,1,20,25,253,0,0,7,33,0,Home,San Diego Chargers,11
Kirk Cousins,Washington Redskins,1,22,30,207,1,1,1,4,0,Home,Carolina Panthers,11
Tyrod Taylor,Buffalo Bills,1,20,36,233,0,0,4,1,0,Home,New England Patriots,11
Case Keenum,St. Louis Rams,1,12,26,136,1,0,2,0,0,Home,Baltimore Ravens,11
Philip Rivers,San Diego Chargers,1,19,30,178,0,1,4,8,0,Away,Kansas City Chiefs,11
Derek Carr,Oakland Raiders,1,13,25,169,0,0,2,8,0,Home,Detroit Lions,11
Derek Anderson,Carolina Panthers,1,0,0,0,0,0,2,2,0,Away,Washington Redskins,11
Shaun Hill,Minnesota Vikings,1,0,1,0,0,0,0,0,0,Away,Green Bay Packers,11
