Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Antonio Brown,Pittsburgh Steelers,1,18,16,189,2,0,0,0,Away,Denver Broncos,15
Emmanuel Sanders,Denver Broncos,1,16,10,181,1,1,24,0,Home,Pittsburgh Steelers,15
Amari Cooper,Oakland Raiders,1,9,6,120,2,0,0,0,Away,Green Bay Packers,15
Sammy Watkins,Buffalo Bills,1,10,5,111,2,0,0,0,Home,Washington Redskins,15
Jordan Matthews,Philadelphia Eagles,1,11,8,159,1,0,0,0,Away,Arizona Cardinals,15
DeSean Jackson,Washington Redskins,1,8,6,153,1,0,0,0,Away,Buffalo Bills,15
Ted Ginn Jr.,Carolina Panthers,1,14,6,85,2,0,0,0,Home,New York Giants,15
Tavon Austin,St. Louis Rams,1,3,3,41,1,4,32,1,Away,Tampa Bay Buccaneers,15
Kamar Aiken,Baltimore Ravens,1,12,8,128,1,0,0,0,Away,Kansas City Chiefs,15
Brandin Cooks,New Orleans Saints,1,13,10,124,1,0,0,0,Away,Detroit Lions,15
Demaryius Thomas,Denver Broncos,1,12,5,61,2,0,0,0,Home,Pittsburgh Steelers,15
Julio Jones,Atlanta Falcons,1,13,9,118,1,0,0,0,Home,Jacksonville Jaguars,15
Stefon Diggs,Minnesota Vikings,1,4,3,55,2,0,0,0,Away,Chicago Bears,15
Doug Baldwin,Seattle Seahawks,1,6,4,45,2,0,0,0,Away,Cleveland Browns,15
Golden Tate,Detroit Lions,1,6,6,45,2,0,0,0,Home,New Orleans Saints,15
Mike Evans,Tampa Bay Buccaneers,1,17,9,157,0,0,0,0,Home,St. Louis Rams,15
James Jones,Green Bay Packers,1,9,6,82,1,0,0,0,Home,Oakland Raiders,15
Odell Beckham Jr.,New York Giants,1,9,6,76,1,0,0,0,Away,Carolina Panthers,15
Anquan Boldin,San Francisco 49ers,1,10,8,74,1,0,0,0,Away,Cincinnati Bengals,15
Kenny Britt,St. Louis Rams,1,2,2,71,1,0,0,0,Away,Tampa Bay Buccaneers,15
Markus Wheaton,Pittsburgh Steelers,1,11,6,62,1,0,0,0,Away,Denver Broncos,15
Allen Robinson,Jacksonville Jaguars,1,5,3,57,1,0,0,0,Away,Atlanta Falcons,15
Eric Decker,New York Jets,1,10,6,55,1,0,0,0,Home,Dallas Cowboys,15
Tyler Lockett,Seattle Seahawks,1,7,5,55,1,0,0,0,Away,Cleveland Browns,15
Dorial Green-Beckham,Tennessee Titans,1,9,6,113,0,0,0,0,Home,New England Patriots,15
Philly Brown,Carolina Panthers,1,4,3,51,1,0,0,0,Home,New York Giants,15
Donte Moncrief,Indianapolis Colts,1,7,5,51,1,0,0,0,Away,Houston Texans,15
Dez Bryant,Dallas Cowboys,1,9,4,50,1,0,0,0,Away,New York Jets,15
Jermaine Kearse,Seattle Seahawks,1,8,7,110,0,0,0,0,Away,Cleveland Browns,15
Jeremy Maclin,Kansas City Chiefs,1,10,7,50,1,0,0,0,Home,Baltimore Ravens,15
Rueben Randle,New York Giants,1,5,4,47,1,0,0,0,Away,Carolina Panthers,15
Marques Colston,New Orleans Saints,1,4,2,39,1,0,0,0,Away,Detroit Lions,15
John Brown,Arizona Cardinals,1,9,3,38,1,0,0,0,Home,Philadelphia Eagles,15
Pierre Garcon,Washington Redskins,1,4,3,34,1,0,0,0,Away,Buffalo Bills,15
DeAndre Hopkins,Houston Texans,1,11,8,94,0,0,0,0,Home,Indianapolis Colts,15
Devin Funchess,Carolina Panthers,1,7,2,30,1,0,0,0,Home,New York Giants,15
Marvin Jones,Cincinnati Bengals,1,6,4,89,0,0,0,0,Home,San Francisco 49ers,15
Brandon LaFell,New England Patriots,1,5,4,88,0,1,0,0,Away,Tennessee Titans,15
Martavis Bryant,Pittsburgh Steelers,1,14,10,87,0,0,0,0,Away,Denver Broncos,15
DeVante Parker,Miami Dolphins,1,6,4,87,0,0,0,0,Home,San Diego Chargers,15
Jaelen Strong,Houston Texans,1,2,2,23,1,0,0,0,Home,Indianapolis Colts,15
Dontrelle Inman,San Diego Chargers,1,5,3,78,0,0,0,0,Away,Miami Dolphins,15
Willie Snead,New Orleans Saints,1,12,10,76,0,0,0,0,Away,Detroit Lions,15
Brandon Marshall,New York Jets,1,7,4,74,0,0,0,0,Home,Dallas Cowboys,15
Michael Crabtree,Oakland Raiders,1,11,6,70,0,0,0,0,Away,Green Bay Packers,15
Michael Floyd,Arizona Cardinals,1,8,5,70,0,0,0,0,Home,Philadelphia Eagles,15
