Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Bobby Wagner,Seattle Seahawks,1,5,2,0.0,1,0,0,1,Home,Cincinnati Bengals
Navorro Bowman,San Francisco 49ers,1,13,3,0.0,0,0,0,0,Home,New York Giants
Lavonte David,Tampa Bay Buccaneers,1,8,1,1.0,1,0,0,0,Away,Jacksonville Jaguars
Telvin Smith,Jacksonville Jaguars,1,13,1,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Michael Wilhoite,San Francisco 49ers,1,11,5,0.0,0,0,0,0,Home,New York Giants
Shaquil Barrett,Denver Broncos,1,5,2,1.0,0,0,1,0,Home,Oakland Raiders
Avery Williamson,Tennessee Titans,1,7,2,1.0,0,0,0,0,Away,Buffalo Bills
Jarvis Jones,Pittsburgh Steelers,1,4,1,1.0,0,0,1,0,Home,San Diego Chargers
James Laurinaitis,St. Louis Rams,1,3,5,0.0,1,1,0,0,Home,Green Bay Packers
Jamie Collins,New England Patriots,1,6,4,0.0,0,0,1,0,Home,Dallas Cowboys
Ryan Kerrigan,Washington Redskins,1,3,0,2.0,0,0,0,0,Home,Atlanta Falcons
Von Miller,Denver Broncos,1,2,0,1.0,0,0,1,1,Home,Oakland Raiders
Ramik Wilson,Kansas City Chiefs,1,2,2,0.0,0,0,0,1,Away,Chicago Bears
Vincent Rey,Cincinnati Bengals,1,6,7,0.0,1,0,0,0,Away,Seattle Seahawks
Kwon Alexander,Tampa Bay Buccaneers,1,3,2,1.0,2,0,0,0,Away,Jacksonville Jaguars
Deone Bucannon,Arizona Cardinals,1,9,2,0.0,0,0,0,0,Home,Detroit Lions
Clay Matthews,Green Bay Packers,1,3,2,1.5,0,0,0,0,Away,St. Louis Rams
Rolando McClain,Dallas Cowboys,1,4,4,1.0,0,0,0,0,Away,New England Patriots
D'Qwell Jackson,Indianapolis Colts,1,8,3,0.0,0,0,0,0,Home,Houston Texans
Daryl Smith,Baltimore Ravens,1,7,5,0.0,0,0,0,0,Away,Cleveland Browns
Danny Trevathan,Denver Broncos,1,7,3,0.0,1,0,0,0,Home,Oakland Raiders
Stephone Anthony,New Orleans Saints,1,9,0,0.0,0,0,0,0,Home,Philadelphia Eagles
Kevin Minter,Arizona Cardinals,1,7,2,0.0,1,0,0,0,Home,Detroit Lions
Julius Peppers,Green Bay Packers,1,2,0,1.0,0,0,1,0,Away,St. Louis Rams
Paul Worrilow,Atlanta Falcons,1,8,1,0.0,0,0,0,0,Away,Washington Redskins
Jeremiah Attaochu,San Diego Chargers,1,7,2,0.0,0,0,0,0,Away,Pittsburgh Steelers
Dannell Ellerbe,New Orleans Saints,1,7,0,0.0,1,0,0,0,Home,Philadelphia Eagles
Dont'a Hightower,New England Patriots,1,4,0,1.0,0,0,0,0,Home,Dallas Cowboys
Derrick Morgan,Tennessee Titans,1,1,2,1.5,0,0,0,0,Away,Buffalo Bills
Malcolm Smith,Oakland Raiders,1,3,0,1.0,1,0,0,0,Away,Denver Broncos
Sean Spence,Pittsburgh Steelers,1,8,0,0.0,0,0,0,0,Home,San Diego Chargers
Lawrence Timmons,Pittsburgh Steelers,1,5,4,0.0,1,0,0,0,Home,San Diego Chargers
Brandon Marshall,Denver Broncos,1,7,1,0.0,0,0,0,0,Home,Oakland Raiders
Rey Maualuga,Cincinnati Bengals,1,5,3,0.0,1,0,0,0,Away,Seattle Seahawks
Nathan Stupar,Atlanta Falcons,1,3,1,1.0,0,0,0,0,Away,Washington Redskins
Wesley Woodyard,Tennessee Titans,1,6,3,0.0,0,0,0,0,Away,Buffalo Bills
Sam Acho,Chicago Bears,1,6,0,0.0,1,0,0,0,Home,Kansas City Chiefs
Lamarr Houston,Chicago Bears,1,3,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Danny Lansanah,Tampa Bay Buccaneers,1,5,4,0.0,0,0,0,0,Away,Jacksonville Jaguars
Uani Unga,New York Giants,1,7,0,0.0,0,0,0,0,Away,San Francisco 49ers
Erik Walden,Indianapolis Colts,1,3,0,1.0,0,0,0,0,Home,Houston Texans
Karlos Dansby,Cleveland Browns,1,3,7,0.0,0,0,0,0,Home,Baltimore Ravens
Benardrick McKinney,Houston Texans,1,6,1,0.0,0,0,0,0,Away,Indianapolis Colts
Manti Te'o,San Diego Chargers,1,5,3,0.0,0,0,0,0,Away,Pittsburgh Steelers
Nigel Bradham,Buffalo Bills,1,4,2,0.0,1,0,0,0,Home,Tennessee Titans
Bud Dupree,Pittsburgh Steelers,1,2,0,1.0,0,0,0,0,Home,San Diego Chargers
Jordan Hicks,Philadelphia Eagles,1,2,2,0.0,1,0,0,1,Away,New Orleans Saints
Derrick Johnson,Kansas City Chiefs,1,6,0,0.0,0,0,0,0,Away,Chicago Bears
Christian Jones,Chicago Bears,1,4,2,0.0,1,0,0,0,Home,Kansas City Chiefs
K.J. Wright,Seattle Seahawks,1,6,0,0.0,0,0,0,0,Home,Cincinnati Bengals
