Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Jamie Collins,New England Patriots,1,8,3,2.5,0,0,1,0,Home,Buffalo Bills
Ryan Shazier,Pittsburgh Steelers,1,11,4,1.0,0,0,1,1,Away,San Francisco 49ers
Sean Lee,Dallas Cowboys,1,9,5,0.0,2,1,0,0,Home,Philadelphia Eagles
Chandler Jones,New England Patriots,1,5,1,3.0,0,0,0,0,Home,Buffalo Bills
Preston Brown,Buffalo Bills,1,7,5,0.0,0,0,1,1,Away,New England Patriots
Justin Houston,Kansas City Chiefs,1,5,1,2.0,1,0,0,0,Away,Denver Broncos
Jordan Hicks,Philadelphia Eagles,1,7,0,1.0,0,0,1,0,Away,Dallas Cowboys
Hau'oli Kikaha,New Orleans Saints,1,4,3,1.0,0,0,1,0,Away,Tampa Bay Buccaneers
Derrick Morgan,Tennessee Titans,1,5,1,1.0,0,0,1,0,Home,Cleveland Browns
K.J. Wright,Seattle Seahawks,1,6,3,0.0,0,0,1,1,Home,Green Bay Packers
Dont'a Hightower,New England Patriots,1,8,4,0.5,0,0,0,0,Home,Buffalo Bills
Curtis Lofton,Oakland Raiders,1,7,6,0.0,0,0,0,1,Away,Baltimore Ravens
Alec Ogletree,St. Louis Rams,1,8,8,0.0,0,0,0,0,Home,Washington Redskins
Karlos Dansby,Cleveland Browns,1,5,4,0.0,1,0,1,0,Away,Tennessee Titans
Justin Durant,Atlanta Falcons,1,9,1,0.0,1,0,0,0,Home,New York Giants
Jerry Hughes,Buffalo Bills,1,2,1,1.0,1,0,1,0,Away,New England Patriots
D'Qwell Jackson,Indianapolis Colts,1,6,3,0.0,0,0,1,0,Away,New York Jets
Jelani Jenkins,Miami Dolphins,1,9,3,0.0,0,0,0,0,Home,Jacksonville Jaguars
Donald Butler,San Diego Chargers,1,3,4,0.0,0,0,1,1,Home,Cincinnati Bengals
Kasim Edebali,New Orleans Saints,1,4,0,1.0,0,0,0,1,Away,Tampa Bay Buccaneers
Bobby Wagner,Seattle Seahawks,1,6,6,0.0,1,0,0,0,Home,Green Bay Packers
David Harris,New York Jets,1,6,1,0.0,0,0,1,0,Home,Indianapolis Colts
C.J. Mosley,Baltimore Ravens,1,8,1,0.0,1,0,0,0,Home,Oakland Raiders
Malcolm Smith,Oakland Raiders,1,7,5,0.0,0,0,0,0,Away,Baltimore Ravens
Jayrone Elliott,Green Bay Packers,1,1,0,0.0,1,1,0,1,Away,Seattle Seahawks
A.J. Klein,Carolina Panthers,1,2,2,0.0,1,1,0,0,Away,Houston Texans
Vincent Rey,Cincinnati Bengals,1,2,2,0.0,1,1,0,0,Away,San Diego Chargers
Wesley Woodyard,Tennessee Titans,1,2,0,1.0,0,0,1,0,Home,Cleveland Browns
Thomas Davis,Carolina Panthers,1,6,3,0.0,1,0,0,0,Away,Houston Texans
Telvin Smith,Jacksonville Jaguars,1,6,3,0.0,1,0,0,0,Away,Miami Dolphins
Manti Te'o,San Diego Chargers,1,5,5,0.0,1,0,0,0,Home,Cincinnati Bengals
Lawrence Timmons,Pittsburgh Steelers,1,6,3,0.0,1,0,0,0,Away,San Francisco 49ers
Lavonte David,Tampa Bay Buccaneers,1,4,4,0.0,2,0,0,0,Home,New Orleans Saints
Von Miller,Denver Broncos,1,4,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Bud Dupree,Pittsburgh Steelers,1,3,1,1.0,0,0,0,0,Away,San Francisco 49ers
Anthony Hitchens,Dallas Cowboys,1,2,3,1.0,0,0,0,0,Home,Philadelphia Eagles
Brandon Marshall,Denver Broncos,1,4,1,0.0,0,0,1,0,Home,Kansas City Chiefs
Daryl Smith,Baltimore Ravens,1,7,1,0.0,0,0,0,0,Home,Oakland Raiders
Kwon Alexander,Tampa Bay Buccaneers,1,4,4,0.0,1,0,0,0,Home,New Orleans Saints
Deone Bucannon,Arizona Cardinals,1,4,0,0.0,0,0,1,0,Home,Chicago Bears
Mychal Kendricks,Philadelphia Eagles,1,7,0,0.0,0,0,0,0,Away,Dallas Cowboys
Paul Posluszny,Jacksonville Jaguars,1,7,0,0.0,0,0,0,0,Away,Miami Dolphins
Danny Trevathan,Denver Broncos,1,7,0,0.0,0,0,0,0,Home,Kansas City Chiefs
Brian Cushing,Houston Texans,1,4,3,0.0,1,0,0,0,Home,Carolina Panthers
Jerrell Freeman,Indianapolis Colts,1,3,7,0.0,0,0,0,0,Away,New York Jets
James Laurinaitis,St. Louis Rams,1,4,5,0.0,0,0,0,0,Home,Washington Redskins
Craig Robertson,Cleveland Browns,1,4,3,0.0,1,0,0,0,Away,Tennessee Titans
Nathan Stupar,Atlanta Falcons,1,6,1,0.0,0,0,0,0,Home,New York Giants
Zach Brown,Tennessee Titans,1,5,2,0.0,0,0,0,0,Home,Cleveland Browns
Ryan Kerrigan,Washington Redskins,1,2,2,0.0,0,0,1,0,Away,St. Louis Rams
