Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jordan Reed,Washington Redskins,1,9,9,120,1,Home,Chicago Bears,14
Rob Gronkowski,New England Patriots,1,4,4,87,1,Home,Houston Texans,14
Zach Miller,Chicago Bears,1,6,5,85,1,Away,Washington Redskins,14
Gary Barnidge,Cleveland Browns,1,7,5,84,1,Away,San Francisco 49ers,14
Julius Thomas,Jacksonville Jaguars,1,7,5,54,1,Away,Indianapolis Colts,14
Mychal Rivera,Oakland Raiders,1,4,3,49,1,Home,Denver Broncos,14
Zach Ertz,Philadelphia Eagles,1,7,5,98,0,Away,Buffalo Bills,14
Will Tye,New York Giants,1,5,5,30,1,Home,Miami Dolphins,14
Antonio Gates,San Diego Chargers,1,8,6,76,0,Home,Kansas City Chiefs,14
Vernon Davis,Denver Broncos,1,9,7,74,0,Away,Oakland Raiders,14
Delanie Walker,Tennessee Titans,1,13,7,71,0,Home,New York Jets,14
Ben Watson,New Orleans Saints,1,11,7,70,0,Home,Tampa Bay Buccaneers,14
Heath Miller,Pittsburgh Steelers,1,10,10,66,0,Home,Cincinnati Bengals,14
Kyle Rudolph,Minnesota Vikings,1,6,6,67,0,Home,Arizona Cardinals,14
Ed Dickson,Carolina Panthers,1,1,1,4,1,Away,Atlanta Falcons,14
Richard Rodgers,Green Bay Packers,1,2,1,3,1,Away,Dallas Cowboys,14
Greg Olsen,Carolina Panthers,1,4,3,52,0,Away,Atlanta Falcons,14
Blake Bell,San Francisco 49ers,1,3,3,49,0,Home,Cleveland Browns,14
Clive Walford,Oakland Raiders,1,7,3,47,0,Home,Denver Broncos,14
Owen Daniels,Denver Broncos,1,4,3,43,0,Away,Oakland Raiders,14
Darren Fells,Arizona Cardinals,1,4,3,43,0,Away,Minnesota Vikings,14
Tyler Eifert,Cincinnati Bengals,1,2,2,42,0,Away,Pittsburgh Steelers,14
Rhett Ellison,Minnesota Vikings,1,1,1,41,0,Home,Arizona Cardinals,14
Jason Witten,Dallas Cowboys,1,9,5,40,0,Home,Green Bay Packers,14
MyCole Pruitt,Minnesota Vikings,1,2,2,36,0,Home,Arizona Cardinals,14
Jordan Cameron,Miami Dolphins,1,4,3,35,0,Away,New York Giants,14
Tyler Kroft,Cincinnati Bengals,1,3,2,31,0,Away,Pittsburgh Steelers,14
Austin Seferian-Jenkins,Tampa Bay Buccaneers,1,6,3,31,0,Away,New Orleans Saints,14
Eric Ebron,Detroit Lions,1,5,3,27,0,Home,St. Louis Rams,14
Ladarius Green,San Diego Chargers,1,6,2,26,0,Home,Kansas City Chiefs,14
Jacob Tamme,Atlanta Falcons,1,5,4,26,0,Home,Carolina Panthers,14
Clay Harbor,Jacksonville Jaguars,1,2,2,21,0,Away,Indianapolis Colts,14
Ryan Griffin,Houston Texans,1,6,1,20,0,Away,New England Patriots,14
Cooper Helfet,Seattle Seahawks,1,2,2,20,0,Home,Baltimore Ravens,14
Demetrius Harris,Kansas City Chiefs,1,2,2,18,0,Away,San Diego Chargers,14
Travis Kelce,Kansas City Chiefs,1,5,3,18,0,Away,San Diego Chargers,14
Cameron Brate,Tampa Bay Buccaneers,1,3,2,16,0,Away,New Orleans Saints,14
Phillip Supernaw,Tennessee Titans,1,2,1,16,0,Home,New York Jets,14
Marcedes Lewis,Jacksonville Jaguars,1,2,1,14,0,Away,Indianapolis Colts,14
Dion Sims,Miami Dolphins,1,5,3,14,0,Away,New York Giants,14
Jared Cook,St. Louis Rams,1,1,1,11,0,Away,Detroit Lions,14
Chris Gragg,Buffalo Bills,1,2,1,11,0,Home,Philadelphia Eagles,14
Scott Simonson,Carolina Panthers,1,1,1,10,0,Away,Atlanta Falcons,14
Charles Clay,Buffalo Bills,1,2,1,9,0,Home,Philadelphia Eagles,14
Ryan Hewitt,Cincinnati Bengals,1,1,1,9,0,Away,Pittsburgh Steelers,14
Luke Willson,Seattle Seahawks,1,2,1,8,0,Home,Baltimore Ravens,14
Derek Carrier,Washington Redskins,1,1,1,7,0,Home,Chicago Bears,14
Brandon Pettigrew,Detroit Lions,1,1,1,7,0,Home,St. Louis Rams,14
Coby Fleener,Indianapolis Colts,1,4,1,6,0,Home,Jacksonville Jaguars,14
Josh Hill,New Orleans Saints,1,2,1,6,0,Home,Tampa Bay Buccaneers,14
Brian Leonhardt,San Francisco 49ers,1,1,1,4,0,Home,Cleveland Browns,14
Justin Perillo,Green Bay Packers,1,1,1,3,0,Away,Dallas Cowboys,14
Brent Celek,Philadelphia Eagles,1,2,1,1,0,Away,Buffalo Bills,14
Jeff Cumberland,New York Jets,1,1,0,0,0,Away,Tennessee Titans,14
Anthony Fasano,Tennessee Titans,1,1,0,0,0,Home,New York Jets,14
Virgil Green,Denver Broncos,1,1,0,0,0,Away,Oakland Raiders,14
Lance Kendricks,St. Louis Rams,1,1,0,0,0,Away,Detroit Lions,14
Khari Lee,Chicago Bears,1,1,0,0,0,Away,Washington Redskins,14
Levine Toilolo,Atlanta Falcons,1,1,0,0,0,Home,Carolina Panthers,14
Maxx Williams,Baltimore Ravens,1,0,0,0,0,Away,Seattle Seahawks,14
Dwayne Allen,Indianapolis Colts,1,3,2,-3,0,Home,Jacksonville Jaguars,14
