Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Albert Wilson,Kansas City Chiefs,1,6,3,71,0,0,0,0,Away,Pittsburgh Steelers,7
Terrance Williams,Dallas Cowboys,1,7,4,70,0,0,0,0,Home,New York Giants,7
Rueben Randle,New York Giants,1,5,2,68,0,0,0,0,Away,Dallas Cowboys,7
Donteea Dye,Tampa Bay Buccaneers,1,1,1,7,1,0,0,0,Home,Washington Redskins,7
Brandon Marshall,New York Jets,1,7,4,67,0,0,0,0,Home,New England Patriots,7
Tavon Austin,St. Louis Rams,1,7,4,43,0,1,21,0,Away,Cleveland Browns,7
Jermaine Kearse,Seattle Seahawks,1,4,3,64,0,0,0,0,Home,San Francisco 49ers,7
Chris Hogan,Buffalo Bills,1,11,6,56,0,0,0,0,Home,Jacksonville Jaguars,7
Pierre Garcon,Washington Redskins,1,6,5,55,0,0,0,0,Away,Tampa Bay Buccaneers,7
Julian Edelman,New England Patriots,1,9,5,54,0,0,0,0,Away,New York Jets,7
Miles Austin,Philadelphia Eagles,1,6,4,52,0,0,0,0,Home,Carolina Panthers,7
DeAndre Hopkins,Houston Texans,1,12,6,50,0,0,0,0,Home,Miami Dolphins,7
Steve Johnson,San Diego Chargers,1,8,4,50,0,0,0,0,Away,Oakland Raiders,7
Andre Roberts,Washington Redskins,1,6,3,49,0,0,0,0,Away,Tampa Bay Buccaneers,7
Jamison Crowder,Washington Redskins,1,5,5,48,0,0,0,0,Away,Tampa Bay Buccaneers,7
Roddy White,Atlanta Falcons,1,4,3,48,0,0,0,0,Home,Tennessee Titans,7
Travis Benjamin,Cleveland Browns,1,8,4,47,0,0,0,0,Home,St. Louis Rams,7
Andre Johnson,Indianapolis Colts,1,4,4,44,0,0,0,0,Away,New Orleans Saints,7
Dwayne Harris,New York Giants,1,2,2,43,0,0,0,0,Away,Dallas Cowboys,7
Nick Williams,Atlanta Falcons,1,5,3,43,0,0,0,0,Home,Tennessee Titans,7
Kenny Britt,St. Louis Rams,1,2,1,41,0,0,0,0,Away,Cleveland Browns,7
Brice Butler,Dallas Cowboys,1,5,2,41,0,0,0,0,Home,New York Giants,7
Anquan Boldin,San Francisco 49ers,1,7,3,39,0,0,0,0,Away,Seattle Seahawks,7
Larry Fitzgerald,Arizona Cardinals,1,5,3,39,0,0,0,0,Away,Baltimore Ravens,7
Philly Brown,Carolina Panthers,1,5,3,38,0,0,0,0,Away,Philadelphia Eagles,7
Greg Jennings,Miami Dolphins,1,2,2,37,0,0,0,0,Away,Houston Texans,7
Mike Wallace,Minnesota Vikings,1,5,4,36,0,0,0,0,Home,Detroit Lions,7
Odell Beckham Jr.,New York Giants,1,6,4,35,0,0,0,0,Away,Dallas Cowboys,7
Lucky Whitehead,Dallas Cowboys,1,0,0,0,0,4,35,0,Home,New York Giants,7
Jarius Wright,Minnesota Vikings,1,6,3,31,0,0,0,0,Home,Detroit Lions,7
Adam Thielen,Minnesota Vikings,1,2,1,30,0,0,0,0,Home,Detroit Lions,7
Louis Murphy,Tampa Bay Buccaneers,1,1,1,29,0,0,0,0,Home,Washington Redskins,7
Dontrelle Inman,San Diego Chargers,1,2,2,26,0,0,0,0,Away,Oakland Raiders,7
Chris Givens,Baltimore Ravens,1,2,1,31,0,1,-6,0,Home,Arizona Cardinals,7
Brandon LaFell,New England Patriots,1,8,2,25,0,0,0,0,Away,New York Jets,7
Chris Owusu,New York Jets,1,4,2,25,0,0,0,0,Home,New England Patriots,7
Willie Snead,New Orleans Saints,1,7,3,25,0,0,0,0,Home,Indianapolis Colts,7
Brandon Coleman,New Orleans Saints,1,1,1,24,0,0,0,0,Home,Indianapolis Colts,7
Marlon Brown,Baltimore Ravens,1,5,3,22,0,0,0,0,Home,Arizona Cardinals,7
Brian Hartline,Cleveland Browns,1,3,3,22,0,0,0,0,Home,St. Louis Rams,7
Andrew Hawkins,Cleveland Browns,1,3,2,21,0,0,0,0,Home,St. Louis Rams,7
Charles Johnson,Minnesota Vikings,1,2,1,21,0,0,0,0,Home,Detroit Lions,7
Marques Colston,New Orleans Saints,1,3,1,20,0,0,0,0,Home,Indianapolis Colts,7
Devin Funchess,Carolina Panthers,1,2,1,20,0,0,0,0,Away,Philadelphia Eagles,7
Doug Baldwin,Seattle Seahawks,1,3,2,19,0,0,0,0,Home,San Francisco 49ers,7
Aaron Dobson,New England Patriots,1,3,2,18,0,0,0,0,Away,New York Jets,7
Justin Hunter,Tennessee Titans,1,4,2,17,0,0,0,0,Away,Atlanta Falcons,7
Keith Mumphery,Houston Texans,1,3,1,16,0,0,0,0,Home,Miami Dolphins,7
Markus Wheaton,Pittsburgh Steelers,1,4,2,16,0,0,0,0,Home,Kansas City Chiefs,7
Taylor Gabriel,Cleveland Browns,1,4,4,15,0,0,0,0,Home,St. Louis Rams,7
Jordan Matthews,Philadelphia Eagles,1,7,3,14,0,0,0,0,Home,Carolina Panthers,7
Golden Tate,Detroit Lions,1,6,2,14,0,0,0,0,Away,Minnesota Vikings,7
Jerricho Cotchery,Carolina Panthers,1,1,1,13,0,0,0,0,Away,Philadelphia Eagles,7
Vincent Jackson,Tampa Bay Buccaneers,1,2,1,13,0,0,0,0,Home,Washington Redskins,7
Jason Avant,Kansas City Chiefs,1,2,2,11,0,0,0,0,Away,Pittsburgh Steelers,7
Jeremy Ross,Baltimore Ravens,1,1,1,9,0,0,0,0,Home,Arizona Cardinals,7
Stedman Bailey,St. Louis Rams,1,1,1,8,0,0,0,0,Away,Cleveland Browns,7
Phillip Dorsett,Indianapolis Colts,1,2,1,8,0,0,0,0,Away,New Orleans Saints,7
Malcom Floyd,San Diego Chargers,1,3,1,7,0,0,0,0,Away,Oakland Raiders,7
Devin Smith,New York Jets,1,2,1,7,0,0,0,0,Home,New England Patriots,7
Kamar Aiken,Baltimore Ravens,1,3,1,6,0,0,0,0,Home,Arizona Cardinals,7
Seth Roberts,Oakland Raiders,1,2,1,6,0,0,0,0,Home,San Diego Chargers,7
Josh Huff,Philadelphia Eagles,1,5,2,5,0,0,0,0,Home,Carolina Panthers,7
Bryan Walters,Jacksonville Jaguars,1,1,1,5,0,0,0,0,Away,Buffalo Bills,7
Jaron Brown,Arizona Cardinals,1,1,1,3,0,0,0,0,Away,Baltimore Ravens,7
Quinton Patton,San Francisco 49ers,1,3,1,2,0,0,0,0,Away,Seattle Seahawks,7
Cole Beasley,Dallas Cowboys,1,2,0,0,0,0,0,0,Home,New York Giants,7
Dorial Green-Beckham,Tennessee Titans,1,1,0,0,0,0,0,0,Away,Atlanta Falcons,7
Andre Holmes,Oakland Raiders,1,1,0,0,0,0,0,0,Home,San Diego Chargers,7
Ricardo Lockette,Seattle Seahawks,1,1,0,0,0,0,0,0,Home,San Francisco 49ers,7
Lance Moore,Detroit Lions,1,1,0,0,0,0,0,0,Away,Minnesota Vikings,7
Brian Quick,St. Louis Rams,1,1,0,0,0,0,0,0,Away,Cleveland Browns,7
Torrey Smith,San Francisco 49ers,1,1,0,0,0,0,0,0,Away,Seattle Seahawks,7
Jaelen Strong,Houston Texans,1,1,0,0,0,0,0,0,Home,Miami Dolphins,7
Griff Whalen,Indianapolis Colts,1,0,0,0,0,0,0,0,Away,New Orleans Saints,7
