Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Davon House,Jacksonville Jaguars,1,3,5,0.0,4,2,0,0,Home,Baltimore Ravens
Reshad Jones,Miami Dolphins,1,7,2,1.0,1,1,0,0,Home,Philadelphia Eagles
Terence Newman,Minnesota Vikings,1,2,2,0.0,5,2,0,0,Home,Oakland Raiders
Dashon Goldson,Washington Redskins,1,5,0,0.0,1,1,0,0,Away,New Orleans Saints
Bacarri Rambo,Buffalo Bills,1,3,0,0.0,1,1,2,1,Home,New York Jets
Ha'Sean Clinton-Dix,Green Bay Packers,1,9,2,0.0,1,1,0,0,Away,Detroit Lions
Walter Thurmond,Philadelphia Eagles,1,5,1,1.0,0,0,1,0,Away,Miami Dolphins
Jeff Heath,Dallas Cowboys,1,2,0,0.0,2,2,0,0,Home,Tampa Bay Buccaneers
Tyrann Mathieu,Arizona Cardinals,1,5,1,0.0,3,1,0,0,Home,Seattle Seahawks
Will Allen,Pittsburgh Steelers,1,9,2,0.0,0,0,1,0,Away,Cleveland Browns
Kam Chancellor,Seattle Seahawks,1,7,12,0.0,0,0,0,0,Away,Arizona Cardinals
Mike Mitchell,Pittsburgh Steelers,1,5,0,0.0,2,1,0,0,Away,Cleveland Browns
Reggie Nelson,Cincinnati Bengals,1,3,4,0.0,2,1,0,0,Away,Houston Texans
Ron Parker,Kansas City Chiefs,1,4,1,0.0,2,1,0,0,Home,Denver Broncos
Eric Berry,Kansas City Chiefs,1,2,0,0.0,4,1,0,0,Home,Denver Broncos
Craig Dahl,New York Giants,1,5,2,1.0,1,0,0,0,Away,New England Patriots
Johnathan Joseph,Houston Texans,1,4,0,0.0,2,1,0,0,Home,Cincinnati Bengals
Bradley McDougald,Tampa Bay Buccaneers,1,5,0,0.0,1,1,0,0,Away,Dallas Cowboys
Sean Smith,Kansas City Chiefs,1,3,0,0.0,3,1,0,0,Home,Denver Broncos
Earl Thomas,Seattle Seahawks,1,5,0,0.0,1,1,0,0,Away,Arizona Cardinals
Lardarius Webb,Baltimore Ravens,1,5,0,0.0,1,1,0,0,Away,Jacksonville Jaguars
Bashaud Breeland,Washington Redskins,1,6,3,0.0,0,0,1,0,Away,New Orleans Saints
Barry Church,Dallas Cowboys,1,9,2,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Corey Graham,Buffalo Bills,1,3,2,0.0,1,1,0,0,Home,New York Jets
Malcolm Jenkins,Philadelphia Eagles,1,8,2,0.0,1,0,0,0,Away,Miami Dolphins
Duke Williams,Buffalo Bills,1,2,0,0.0,0,0,0,1,Home,New York Jets
Kurt Coleman,Carolina Panthers,1,2,3,0.0,1,1,0,0,Home,Tennessee Titans
Glover Quin,Detroit Lions,1,6,1,0.0,0,0,1,0,Home,Green Bay Packers
Patrick Chung,New England Patriots,1,6,6,0.0,0,0,0,0,Home,New York Giants
Quintin Demps,Houston Texans,1,2,4,0.0,0,0,1,1,Home,Cincinnati Bengals
Michael Griffin,Tennessee Titans,1,4,2,1.0,0,0,0,0,Away,Carolina Panthers
Marcus Peters,Kansas City Chiefs,1,2,0,0.0,2,1,0,0,Home,Denver Broncos
Jordan Poyer,Cleveland Browns,1,2,2,0.0,1,1,0,0,Home,Pittsburgh Steelers
Walt Aikens,Miami Dolphins,1,8,1,0.0,0,0,0,0,Home,Philadelphia Eagles
Jairus Byrd,New Orleans Saints,1,3,3,1.0,0,0,0,0,Home,Washington Redskins
Rodney McLeod,St. Louis Rams,1,5,1,0.0,0,0,1,0,Away,Chicago Bears
Isa Abdul-Quddus,Detroit Lions,1,8,0,0.0,0,0,0,0,Home,Green Bay Packers
Charles Gaines,Cleveland Browns,1,5,0,0.0,0,0,1,0,Home,Pittsburgh Steelers
William Gay,Pittsburgh Steelers,1,7,0,0.0,1,0,0,0,Away,Cleveland Browns
Nevin Lawson,Detroit Lions,1,7,0,0.0,1,0,0,0,Home,Green Bay Packers
Captain Munnerlyn,Minnesota Vikings,1,7,1,0.0,0,0,0,0,Home,Oakland Raiders
Dominique Rodgers-Cromartie,New York Giants,1,7,0,0.0,0,0,0,0,Away,New England Patriots
K'Waun Williams,Cleveland Browns,1,5,0,0.0,0,0,0,1,Home,Pittsburgh Steelers
Mark Barron,St. Louis Rams,1,6,1,0.0,0,0,0,0,Away,Chicago Bears
Justin Coleman,New England Patriots,1,3,1,0.0,1,0,0,1,Home,New York Giants
Andrew Sendejo,Minnesota Vikings,1,6,1,0.0,0,0,0,0,Home,Oakland Raiders
Daimion Stafford,Tennessee Titans,1,2,1,1.0,0,0,0,0,Away,Carolina Panthers
Jude Adjei-Barimah,Tampa Bay Buccaneers,1,6,0,0.0,0,0,0,0,Away,Dallas Cowboys
Morgan Burnett,Green Bay Packers,1,4,4,0.0,0,0,0,0,Away,Detroit Lions
John Cyprien,Jacksonville Jaguars,1,5,2,0.0,0,0,0,0,Home,Baltimore Ravens
