Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Lavonte David,Tampa Bay Buccaneers,1,6,0,0.0,2,2,0,0,Home,Philadelphia Eagles
D'Qwell Jackson,Indianapolis Colts,1,6,1,1.0,1,1,0,0,Home,Atlanta Falcons
Brandon Marshall,Denver Broncos,1,8,0,1.0,0,0,1,0,Home,Chicago Bears
Rolando McClain,Dallas Cowboys,1,3,0,0.0,1,1,0,0,Home,Miami Dolphins
Deone Bucannon,Arizona Cardinals,1,8,0,1.0,0,0,0,1,Away,Cincinnati Bengals
Danny Trevathan,Denver Broncos,1,7,1,0.0,1,1,0,0,Home,Chicago Bears
Courtney Upshaw,Baltimore Ravens,1,4,1,1.0,0,0,1,1,Away,St. Louis Rams
Tamba Hali,Kansas City Chiefs,1,5,0,2.0,0,0,0,0,Home,San Diego Chargers
Justin Houston,Kansas City Chiefs,1,1,0,0.0,1,1,0,0,Home,San Diego Chargers
Kelvin Sheppard,Miami Dolphins,1,11,4,0.0,0,0,0,0,Away,Dallas Cowboys
Paul Worrilow,Atlanta Falcons,1,4,2,0.0,1,1,0,1,Away,Indianapolis Colts
Jerrell Freeman,Indianapolis Colts,1,8,3,0.0,1,0,0,1,Home,Atlanta Falcons
C.J. Mosley,Baltimore Ravens,1,7,5,0.0,0,0,0,1,Away,St. Louis Rams
Ben Heeney,Oakland Raiders,1,5,2,1.0,1,0,0,0,Home,Detroit Lions
Josh Mauga,Kansas City Chiefs,1,6,1,1.0,0,0,0,0,Home,San Diego Chargers
Brian Orakpo,Tennessee Titans,1,2,1,1.0,1,0,1,0,Home,Jacksonville Jaguars
Derrick Johnson,Kansas City Chiefs,1,8,1,0.0,1,0,0,0,Home,San Diego Chargers
Luke Kuechly,Carolina Panthers,1,4,1,0.0,0,0,1,1,Away,Washington Redskins
Kwon Alexander,Tampa Bay Buccaneers,1,8,2,0.0,0,0,0,0,Home,Philadelphia Eagles
Neville Hewitt,Miami Dolphins,1,2,2,0.0,1,1,0,0,Away,Dallas Cowboys
Manti Te'o,San Diego Chargers,1,5,0,1.0,0,0,0,0,Away,Kansas City Chiefs
Wesley Woodyard,Tennessee Titans,1,4,2,1.0,0,0,0,0,Home,Jacksonville Jaguars
Thomas Davis,Carolina Panthers,1,3,1,0.0,0,0,1,1,Away,Washington Redskins
Kevin Minter,Arizona Cardinals,1,7,3,0.0,0,0,0,0,Away,Cincinnati Bengals
Denzel Perryman,San Diego Chargers,1,3,3,1.0,0,0,0,0,Away,Kansas City Chiefs
Malcolm Smith,Oakland Raiders,1,4,1,1.0,0,0,0,0,Home,Detroit Lions
Telvin Smith,Jacksonville Jaguars,1,8,1,0.0,0,0,0,0,Away,Tennessee Titans
Zach Brown,Tennessee Titans,1,2,0,0.0,1,1,0,0,Home,Jacksonville Jaguars
Justin Durant,Atlanta Falcons,1,7,2,0.0,0,0,0,0,Away,Indianapolis Colts
Khalil Mack,Oakland Raiders,1,8,0,0.0,0,0,0,0,Home,Detroit Lions
Avery Williamson,Tennessee Titans,1,3,2,1.0,0,0,0,0,Home,Jacksonville Jaguars
K.J. Wright,Seattle Seahawks,1,2,4,0.0,1,0,1,0,Away,San Francisco 49ers
Preston Brown,Buffalo Bills,1,5,5,0.0,0,0,0,0,Home,New England Patriots
Vontaze Burfict,Cincinnati Bengals,1,7,1,0.0,0,0,0,0,Home,Arizona Cardinals
David Harris,New York Jets,1,5,3,0.0,1,0,0,0,Home,Houston Texans
Mychal Kendricks,Philadelphia Eagles,1,4,1,0.0,0,0,1,0,Away,Tampa Bay Buccaneers
Nate Palmer,Green Bay Packers,1,3,1,1.0,0,0,0,0,Home,Minnesota Vikings
Willie Young,Chicago Bears,1,3,1,1.0,0,0,0,0,Away,Denver Broncos
Jonathan Freeny,New England Patriots,1,4,2,0.0,0,0,0,1,Away,Buffalo Bills
Christian Jones,Chicago Bears,1,6,2,0.0,0,0,0,0,Away,Denver Broncos
Emmanuel Lamur,Cincinnati Bengals,1,3,0,0.0,1,0,1,0,Home,Arizona Cardinals
Paul Posluszny,Jacksonville Jaguars,1,7,0,0.0,0,0,0,0,Away,Tennessee Titans
Perry Riley,Washington Redskins,1,5,4,0.0,0,0,0,0,Home,Carolina Panthers
Navorro Bowman,San Francisco 49ers,1,4,5,0.0,0,0,0,0,Home,Seattle Seahawks
Ahmad Brooks,San Francisco 49ers,1,2,1,1.0,0,0,0,0,Home,Seattle Seahawks
Will Compton,Washington Redskins,1,2,7,0.0,1,0,0,0,Home,Carolina Panthers
Ryan Kerrigan,Washington Redskins,1,2,1,1.0,0,0,0,0,Home,Carolina Panthers
Manny Lawson,Buffalo Bills,1,2,1,1.0,0,0,0,0,Home,New England Patriots
Bobby Wagner,Seattle Seahawks,1,3,5,0.0,1,0,0,0,Away,San Francisco 49ers
Erik Walden,Indianapolis Colts,1,3,1,0.0,0,0,1,0,Home,Atlanta Falcons
