Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Doug Baldwin,Seattle Seahawks,1,7,5,46,0,0,0,0,Home,Arizona Cardinals,17
John Brown,Arizona Cardinals,1,11,4,45,0,0,0,0,Away,Seattle Seahawks,17
Darius Jennings,Cleveland Browns,1,10,6,45,0,0,0,0,Away,Pittsburgh Steelers,17
Deonte Thompson,Chicago Bears,1,2,1,45,0,0,0,0,Away,Detroit Lions,17
Bruce Ellington,San Francisco 49ers,1,1,1,44,0,0,0,0,Away,St. Louis Rams,17
T.Y. Hilton,Indianapolis Colts,1,7,4,44,0,0,0,0,Away,Tennessee Titans,17
Tyler Lockett,Seattle Seahawks,1,4,2,36,0,2,7,0,Home,Arizona Cardinals,17
Terrelle Pryor,Cleveland Browns,1,6,1,42,0,0,0,0,Away,Pittsburgh Steelers,17
Greg Salas,Buffalo Bills,1,5,3,41,0,0,0,0,Away,New York Jets,17
Randall Cobb,Green Bay Packers,1,8,6,37,0,1,3,0,Away,Minnesota Vikings,17
Phillip Dorsett,Indianapolis Colts,1,9,4,28,0,1,11,0,Away,Tennessee Titans,17
Marvin Jones,Cincinnati Bengals,1,5,5,38,0,0,0,0,Away,Baltimore Ravens,17
Willie Snead,New Orleans Saints,1,4,3,35,0,0,0,0,Home,Atlanta Falcons,17
Justin Hardy,Atlanta Falcons,1,6,4,34,0,0,0,0,Away,New Orleans Saints,17
Golden Tate,Detroit Lions,1,6,4,34,0,0,0,0,Home,Chicago Bears,17
Quinton Patton,San Francisco 49ers,1,2,1,33,0,0,0,0,Away,St. Louis Rams,17
Donteea Dye,Tampa Bay Buccaneers,1,7,4,31,0,0,0,0,Home,Carolina Panthers,17
Javontee Herndon,San Diego Chargers,1,4,3,18,0,1,13,0,Home,Denver Broncos,17
Marqise Lee,Jacksonville Jaguars,1,6,3,30,0,0,0,0,Home,Houston Texans,17
Brenton Bersin,Carolina Panthers,1,2,2,25,0,0,0,0,Away,Tampa Bay Buccaneers,17
Dontrelle Inman,San Diego Chargers,1,6,3,25,0,0,0,0,Home,Denver Broncos,17
Hakeem Nicks,New York Giants,1,4,2,24,0,0,0,0,Away,Philadelphia Eagles,17
Albert Wilson,Kansas City Chiefs,1,6,3,24,0,0,0,0,Away,Oakland Raiders,17
Nelson Agholor,Philadelphia Eagles,1,3,2,23,0,0,0,0,Home,New York Giants,17
Brian Quick,St. Louis Rams,1,5,2,23,0,0,0,0,Home,San Francisco 49ers,17
Chris Conley,Kansas City Chiefs,1,3,2,22,0,0,0,0,Away,Oakland Raiders,17
Brandin Cooks,New Orleans Saints,1,6,5,22,0,0,0,0,Home,Atlanta Falcons,17
Mike Wallace,Minnesota Vikings,1,3,1,22,0,0,0,0,Home,Green Bay Packers,17
Jarius Wright,Minnesota Vikings,1,3,2,21,0,0,0,0,Home,Green Bay Packers,17
Amari Cooper,Oakland Raiders,1,5,2,20,0,0,0,0,Home,Kansas City Chiefs,17
Seth Roberts,Oakland Raiders,1,3,3,20,0,0,0,0,Home,Kansas City Chiefs,17
Harry Douglas,Tennessee Titans,1,2,2,19,0,0,0,0,Home,Indianapolis Colts,17
Cameron Meredith,Chicago Bears,1,4,2,19,0,0,0,0,Away,Detroit Lions,17
Danny Amendola,New England Patriots,1,4,2,17,0,0,0,0,Home,Miami Dolphins,17
Allen Hurns,Jacksonville Jaguars,1,5,3,17,0,0,0,0,Home,Houston Texans,17
Mohamed Sanu,Cincinnati Bengals,1,2,1,6,0,2,11,0,Away,Baltimore Ravens,17
Kevin Smith,Seattle Seahawks,1,3,1,17,0,0,0,0,Home,Arizona Cardinals,17
Michael Floyd,Arizona Cardinals,1,4,1,16,0,0,0,0,Away,Seattle Seahawks,17
Wes Welker,St. Louis Rams,1,3,2,16,0,0,0,0,Home,San Francisco 49ers,17
Jason Avant,Kansas City Chiefs,1,2,2,15,0,0,0,0,Away,Oakland Raiders,17
Kasen Williams,Seattle Seahawks,1,1,1,8,0,1,5,0,Home,Arizona Cardinals,17
Kenny Stills,Miami Dolphins,1,4,1,11,0,0,0,0,Away,New England Patriots,17
Devin Street,Dallas Cowboys,1,2,1,11,0,0,0,0,Away,Washington Redskins,17
Roddy White,Atlanta Falcons,1,4,1,10,0,0,0,0,Away,New Orleans Saints,17
Stefon Diggs,Minnesota Vikings,1,2,1,8,0,0,0,0,Home,Green Bay Packers,17
Tre McBride,Tennessee Titans,1,1,0,0,0,1,8,0,Home,Indianapolis Colts,17
Brandon LaFell,New England Patriots,1,4,2,7,0,0,0,0,Home,Miami Dolphins,17
Chris Harper,New England Patriots,1,1,1,6,0,0,0,0,Home,Miami Dolphins,17
Chris Hogan,Buffalo Bills,1,3,1,2,0,1,4,0,Away,New York Jets,17
Nate Washington,Houston Texans,1,3,1,6,0,0,0,0,Away,Jacksonville Jaguars,17
Quincy Enunwa,New York Jets,1,4,1,5,0,0,0,0,Home,Buffalo Bills,17
Brittan Golden,Arizona Cardinals,1,1,1,5,0,0,0,0,Away,Seattle Seahawks,17
Rashad Greene,Jacksonville Jaguars,1,2,1,5,0,0,0,0,Home,Houston Texans,17
Keshawn Martin,New England Patriots,1,2,1,4,0,0,0,0,Home,Miami Dolphins,17
Bennie Fowler,Denver Broncos,1,1,1,3,0,0,0,0,Away,San Diego Chargers,17
Jaron Brown,Arizona Cardinals,1,1,0,0,0,0,0,0,Away,Seattle Seahawks,17
Martavis Bryant,Pittsburgh Steelers,1,3,1,0,0,0,0,0,Home,Cleveland Browns,17
Riley Cooper,Philadelphia Eagles,1,1,0,0,0,0,0,0,Home,New York Giants,17
Malcom Floyd,San Diego Chargers,1,2,0,0,0,0,0,0,Home,Denver Broncos,17
Chris Givens,Baltimore Ravens,1,4,0,0,0,0,0,0,Home,Cincinnati Bengals,17
Josh Huff,Philadelphia Eagles,1,2,0,0,0,0,0,0,Home,New York Giants,17
Adam Humphries,Tampa Bay Buccaneers,1,2,0,0,0,0,0,0,Home,Carolina Panthers,17
T.J. Jones,Detroit Lions,1,1,0,0,0,0,0,0,Home,Chicago Bears,17
Cody Latimer,Denver Broncos,1,1,0,0,0,0,0,0,Away,San Diego Chargers,17
Bradley Marquez,St. Louis Rams,1,3,0,0,0,0,0,0,Home,San Francisco 49ers,17
Keith Mumphery,Houston Texans,1,3,0,0,0,0,0,0,Away,Jacksonville Jaguars,17
J.J. Nelson,Arizona Cardinals,1,3,0,0,0,0,0,0,Away,Seattle Seahawks,17
Russell Shepard,Tampa Bay Buccaneers,1,1,0,0,0,0,0,0,Home,Carolina Panthers,17
Kenbrell Thompkins,New York Jets,1,4,0,0,0,0,0,0,Home,Buffalo Bills,17
Myles White,New York Giants,1,3,0,0,0,0,0,0,Away,Philadelphia Eagles,17
Donte Moncrief,Indianapolis Colts,1,2,1,-2,0,0,0,0,Away,Tennessee Titans,17
