Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Khalil Mack,Oakland Raiders,1,6,1,5.0,0,0,1,0,Home,Denver Broncos
D'Qwell Jackson,Indianapolis Colts,1,7,0,1.0,4,0,0,0,Home,Jacksonville Jaguars
Lavonte David,Tampa Bay Buccaneers,1,10,3,0.0,2,0,0,0,Away,New Orleans Saints
Deone Bucannon,Arizona Cardinals,1,7,1,0.0,0,0,1,1,Away,Minnesota Vikings
Lamarr Houston,Chicago Bears,1,8,1,1.0,0,0,0,0,Away,Washington Redskins
Trent Cole,Indianapolis Colts,1,5,0,1.0,0,0,1,0,Home,Jacksonville Jaguars
Derrick Johnson,Kansas City Chiefs,1,5,1,0.0,1,1,0,0,Away,San Diego Chargers
Jeremiah Attaochu,San Diego Chargers,1,4,0,1.0,0,0,1,0,Home,Kansas City Chiefs
Vontaze Burfict,Cincinnati Bengals,1,11,0,0.0,0,0,0,0,Away,Pittsburgh Steelers
Bruce Carter,Tampa Bay Buccaneers,1,6,2,1.0,0,0,0,0,Away,New Orleans Saints
A.J. Klein,Carolina Panthers,1,3,2,1.0,0,0,1,0,Away,Atlanta Falcons
Von Miller,Denver Broncos,1,3,0,1.0,1,0,1,0,Away,Oakland Raiders
Thomas Davis,Carolina Panthers,1,4,3,0.5,0,0,1,0,Away,Atlanta Falcons
Ben Heeney,Oakland Raiders,1,6,2,0.0,0,0,1,0,Home,Denver Broncos
Luke Kuechly,Carolina Panthers,1,3,2,0.0,1,1,0,0,Away,Atlanta Falcons
Trent Murphy,Washington Redskins,1,1,0,1.0,0,0,1,1,Home,Chicago Bears
Clay Matthews,Green Bay Packers,1,5,1,1.0,0,0,0,0,Away,Dallas Cowboys
Telvin Smith,Jacksonville Jaguars,1,8,1,0.0,1,0,0,0,Away,Indianapolis Colts
Sean Lee,Dallas Cowboys,1,7,4,0.0,0,0,0,0,Home,Green Bay Packers
Ryan Kerrigan,Washington Redskins,1,4,1,1.0,0,0,0,0,Home,Chicago Bears
Malcolm Smith,Oakland Raiders,1,7,3,0.0,0,0,0,0,Home,Denver Broncos
Shaquil Barrett,Denver Broncos,1,4,0,1.0,0,0,0,0,Away,Oakland Raiders
Jamie Collins,New England Patriots,1,5,4,0.0,1,0,0,0,Home,Houston Texans
Dwight Freeney,Arizona Cardinals,1,1,0,1.0,0,0,1,0,Away,Minnesota Vikings
Chad Greenway,Minnesota Vikings,1,8,0,0.0,0,0,0,0,Home,Arizona Cardinals
Curtis Lofton,Oakland Raiders,1,8,0,0.0,0,0,0,0,Home,Denver Broncos
Rolando McClain,Dallas Cowboys,1,5,6,0.0,0,0,0,0,Home,Green Bay Packers
Whitney Mercilus,Houston Texans,1,3,2,1.0,0,0,0,0,Away,New England Patriots
Willie Young,Chicago Bears,1,4,0,1.0,0,0,0,0,Away,Washington Redskins
Josh Bynes,Detroit Lions,1,7,1,0.0,0,0,0,0,Home,St. Louis Rams
Brian Cushing,Houston Texans,1,6,3,0.0,0,0,0,0,Away,New England Patriots
Jayrone Elliott,Green Bay Packers,1,2,1,1.0,1,0,0,0,Away,Dallas Cowboys
Mychal Kendricks,Philadelphia Eagles,1,7,1,0.0,0,0,0,0,Away,Buffalo Bills
Jerod Mayo,New England Patriots,1,7,1,0.0,0,0,0,0,Home,Houston Texans
Jelani Jenkins,Miami Dolphins,1,6,2,0.0,0,0,0,0,Away,New York Giants
Eric Kendricks,Minnesota Vikings,1,6,2,0.0,0,0,0,0,Home,Arizona Cardinals
Christian Kirksey,Cleveland Browns,1,3,0,1.0,0,0,0,0,Away,San Francisco 49ers
Benardrick McKinney,Houston Texans,1,4,6,0.0,0,0,0,0,Away,New England Patriots
Stephen Tulloch,Detroit Lions,1,7,0,0.0,0,0,0,0,Home,St. Louis Rams
Ahmad Brooks,San Francisco 49ers,1,4,1,0.0,0,0,0,1,Home,Cleveland Browns
DeMario Davis,New York Jets,1,2,1,1.0,0,0,0,0,Away,Tennessee Titans
James Laurinaitis,St. Louis Rams,1,5,3,0.0,0,0,0,0,Away,Detroit Lions
K.J. Wright,Seattle Seahawks,1,5,3,0.0,0,0,0,0,Home,Baltimore Ravens
Mason Foster,Washington Redskins,1,6,0,0.0,0,0,0,0,Home,Chicago Bears
Melvin Ingram,San Diego Chargers,1,2,0,1.0,0,0,0,0,Home,Kansas City Chiefs
Rey Maualuga,Cincinnati Bengals,1,5,2,0.0,0,0,0,0,Away,Pittsburgh Steelers
C.J. Mosley,Baltimore Ravens,1,3,4,0.0,1,0,0,0,Away,Seattle Seahawks
Ryan Shazier,Pittsburgh Steelers,1,3,4,0.0,1,0,0,0,Home,Cincinnati Bengals
Lawrence Timmons,Pittsburgh Steelers,1,4,4,0.0,0,0,0,0,Home,Cincinnati Bengals
Bobby Wagner,Seattle Seahawks,1,2,4,0.0,0,0,0,1,Home,Baltimore Ravens
