Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Jerrell Freeman,Indianapolis Colts,1,6,2,2.0,0,1,0,0,Away,Tennessee Titans
Whitney Mercilus,Houston Texans,1,3,2,3.5,0,0,1,1,Away,Jacksonville Jaguars
David Harris,New York Jets,1,10,4,2.0,1,0,0,0,Home,Buffalo Bills
Lavonte David,Tampa Bay Buccaneers,1,4,8,1.0,0,0,1,2,Home,Carolina Panthers
Lawrence Timmons,Pittsburgh Steelers,1,7,3,1.5,0,0,1,0,Home,Cleveland Browns
Vontaze Burfict,Cincinnati Bengals,1,8,4,0.0,2,1,0,0,Away,Baltimore Ravens
Jonathan Casillas,New York Giants,1,7,0,0.0,1,1,0,0,Away,Philadelphia Eagles
C.J. Mosley,Baltimore Ravens,1,4,8,1.0,1,0,0,0,Home,Cincinnati Bengals
Bruce Carter,Tampa Bay Buccaneers,1,5,7,1.0,0,0,0,0,Home,Carolina Panthers
Gerald Hodges,San Francisco 49ers,1,12,1,0.0,0,0,0,0,Away,St. Louis Rams
Navorro Bowman,San Francisco 49ers,1,9,0,0.0,0,0,1,0,Away,St. Louis Rams
Arthur Moats,Pittsburgh Steelers,1,6,0,1.0,0,0,0,1,Home,Cleveland Browns
Jasper Brinkley,New York Giants,1,8,1,0.0,0,0,1,0,Away,Philadelphia Eagles
Will Compton,Washington Redskins,1,5,0,0.0,1,1,0,0,Home,Dallas Cowboys
Anthony Hitchens,Dallas Cowboys,1,6,2,0.0,1,0,1,0,Away,Washington Redskins
Craig Robertson,Cleveland Browns,1,3,0,0.0,1,1,0,1,Away,Pittsburgh Steelers
Manti Te'o,San Diego Chargers,1,7,2,0.0,0,0,1,0,Home,Denver Broncos
Tahir Whitehead,Detroit Lions,1,4,2,0.0,1,1,0,0,Home,Chicago Bears
Rey Maualuga,Cincinnati Bengals,1,3,3,0.0,1,1,0,0,Away,Baltimore Ravens
Frank Zombo,Kansas City Chiefs,1,3,1,1.0,0,0,1,0,Away,Oakland Raiders
Thomas Davis,Carolina Panthers,1,3,2,0.0,1,1,0,0,Away,Tampa Bay Buccaneers
Derrick Johnson,Kansas City Chiefs,1,8,2,0.0,1,0,0,0,Away,Oakland Raiders
Rolando McClain,Dallas Cowboys,1,6,6,0.0,1,0,0,0,Away,Washington Redskins
Karlos Dansby,Cleveland Browns,1,5,2,0.0,0,0,1,0,Away,Pittsburgh Steelers
Erin Henderson,New York Jets,1,7,4,0.0,0,0,0,0,Home,Buffalo Bills
Melvin Ingram,San Diego Chargers,1,3,0,1.0,2,0,0,0,Home,Denver Broncos
Manny Lawson,Buffalo Bills,1,2,0,0.0,2,1,0,0,Away,New York Jets
Danny Trevathan,Denver Broncos,1,8,2,0.0,0,0,0,0,Away,San Diego Chargers
Kiko Alonso,Philadelphia Eagles,1,8,1,0.0,0,0,0,0,Home,New York Giants
Anthony Barr,Minnesota Vikings,1,2,3,1.0,1,0,0,0,Home,Green Bay Packers
Deone Bucannon,Arizona Cardinals,1,8,1,0.0,0,0,0,0,Away,Seattle Seahawks
Brian Cushing,Houston Texans,1,3,3,0.0,1,0,1,0,Away,Jacksonville Jaguars
James Harrison,Pittsburgh Steelers,1,1,1,0.0,2,1,0,0,Home,Cleveland Browns
Christian Jones,Chicago Bears,1,4,1,1.0,0,0,0,0,Away,Detroit Lions
Khalil Mack,Oakland Raiders,1,7,3,0.0,0,0,0,0,Home,Kansas City Chiefs
Avery Williamson,Tennessee Titans,1,8,1,0.0,0,0,0,0,Home,Indianapolis Colts
Mychal Kendricks,Philadelphia Eagles,1,5,4,0.0,1,0,0,0,Home,New York Giants
John Timu,Chicago Bears,1,8,0,0.0,0,0,0,0,Away,Detroit Lions
Zach Brown,Tennessee Titans,1,7,1,0.0,0,0,0,0,Home,Indianapolis Colts
Jamie Collins,New England Patriots,1,5,1,0.0,2,0,0,0,Home,Miami Dolphins
Eric Kendricks,Minnesota Vikings,1,6,3,0.0,0,0,0,0,Home,Green Bay Packers
Luke Kuechly,Carolina Panthers,1,4,5,0.0,1,0,0,0,Away,Tampa Bay Buccaneers
A.J. Tarpley,Buffalo Bills,1,1,1,0.0,1,1,0,0,Away,New York Jets
Stephen Tulloch,Detroit Lions,1,7,1,0.0,0,0,0,0,Home,Chicago Bears
Paul Worrilow,Atlanta Falcons,1,5,3,0.0,1,0,0,0,Away,New Orleans Saints
Lamarr Houston,Chicago Bears,1,3,0,1.0,0,0,0,0,Away,Detroit Lions
Paul Posluszny,Jacksonville Jaguars,1,4,6,0.0,0,0,0,0,Home,Houston Texans
Jake Ryan,Green Bay Packers,1,6,2,0.0,0,0,0,0,Away,Minnesota Vikings
Ryan Shazier,Pittsburgh Steelers,1,3,4,0.5,0,0,0,0,Home,Cleveland Browns
Chad Greenway,Minnesota Vikings,1,6,1,0.0,0,0,0,0,Home,Green Bay Packers
