Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Kenny Stills,Miami Dolphins,1,4,2,8,0,0,0,0,Home,Jacksonville Jaguars,2
Jamison Crowder,Washington Redskins,1,1,1,7,0,0,0,0,Away,St. Louis Rams,2
Chris Givens,St. Louis Rams,1,1,1,7,0,0,0,0,Home,Washington Redskins,2
Rashad Greene,Jacksonville Jaguars,1,4,2,7,0,0,0,0,Away,Miami Dolphins,2
Andre Caldwell,Denver Broncos,1,2,1,6,0,0,0,0,Home,Kansas City Chiefs,2
Geremy Davis,New York Giants,1,1,1,5,0,0,0,0,Away,Atlanta Falcons,2
Rueben Randle,New York Giants,1,2,1,5,0,0,0,0,Away,Atlanta Falcons,2
Harry Douglas,Tennessee Titans,1,8,1,9,0,1,-6,0,Home,Cleveland Browns,2
DeVante Parker,Miami Dolphins,1,1,1,3,0,0,0,0,Home,Jacksonville Jaguars,2
Stedman Bailey,St. Louis Rams,1,4,1,0,0,0,0,0,Home,Washington Redskins,2
Andre Roberts,Washington Redskins,1,1,1,0,0,0,0,0,Away,St. Louis Rams,2
Taylor Gabriel,Cleveland Browns,1,1,1,-3,0,0,0,0,Away,Tennessee Titans,2
