Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Thomas Davis,Carolina Panthers,1,8,3,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Melvin Ingram,San Diego Chargers,1,3,2,1.5,0,0,1,1,Away,Cleveland Browns
Daryl Smith,Baltimore Ravens,1,9,4,1.0,0,0,0,0,Home,Pittsburgh Steelers
Lawrence Timmons,Pittsburgh Steelers,1,10,1,1.0,0,0,0,0,Away,Baltimore Ravens
Nathan Stupar,Atlanta Falcons,1,6,0,0.0,0,0,0,1,Away,Houston Texans
D'Qwell Jackson,Indianapolis Colts,1,10,7,0.0,0,0,0,0,Away,Jacksonville Jaguars
Pernell McPhee,Chicago Bears,1,7,1,0.0,1,1,0,0,Away,Oakland Raiders
Manti Te'o,San Diego Chargers,1,13,0,0.0,0,0,0,0,Away,Cleveland Browns
Vincent Rey,Cincinnati Bengals,1,10,5,0.0,0,0,0,0,Away,Kansas City Chiefs
Malcolm Smith,Oakland Raiders,1,9,1,0.0,0,0,1,0,Home,Chicago Bears
Anthony Barr,Minnesota Vikings,1,5,1,0.0,1,1,0,0,Home,Denver Broncos
Anthony Hitchens,Dallas Cowboys,1,8,3,0.5,0,0,0,0,Home,New Orleans Saints
James Laurinaitis,St. Louis Rams,1,4,1,1.0,0,0,1,0,Home,Arizona Cardinals
Jeremiah Attaochu,San Diego Chargers,1,3,0,2.0,0,0,0,0,Away,Cleveland Browns
Aldon Smith,Oakland Raiders,1,6,0,1.0,1,0,0,0,Home,Chicago Bears
James Harrison,Pittsburgh Steelers,1,5,3,1.0,0,0,0,0,Away,Baltimore Ravens
Sean Spence,Pittsburgh Steelers,1,5,3,1.0,0,0,0,0,Away,Baltimore Ravens
Stephone Anthony,New Orleans Saints,1,5,2,1.0,0,0,0,0,Away,Dallas Cowboys
Hau'oli Kikaha,New Orleans Saints,1,4,4,1.0,0,0,0,0,Away,Dallas Cowboys
Nick Perry,Green Bay Packers,1,2,0,2.0,0,0,0,0,Home,San Francisco 49ers
Elvis Dumervil,Baltimore Ravens,1,5,1,1.0,0,0,0,0,Home,Pittsburgh Steelers
Von Miller,Denver Broncos,1,3,1,1.0,0,0,0,1,Away,Minnesota Vikings
Alec Ogletree,St. Louis Rams,1,9,1,0.0,0,0,0,0,Home,Arizona Cardinals
Ahmad Brooks,San Francisco 49ers,1,5,0,1.0,0,0,0,0,Away,Green Bay Packers
Brian Cushing,Houston Texans,1,7,4,0.0,0,0,0,0,Home,Atlanta Falcons
Travis Lewis,Detroit Lions,1,5,0,1.0,0,0,0,0,Home,Seattle Seahawks
Khalil Mack,Oakland Raiders,1,4,0,1.0,1,0,0,0,Home,Chicago Bears
Telvin Smith,Jacksonville Jaguars,1,5,4,0.5,0,0,0,0,Home,Indianapolis Colts
Damien Wilson,Dallas Cowboys,1,5,4,0.5,0,0,0,0,Home,New Orleans Saints
Nigel Bradham,Buffalo Bills,1,7,1,0.0,1,0,0,0,Away,New York Giants
Preston Brown,Buffalo Bills,1,6,5,0.0,0,0,0,0,Away,New York Giants
Christian Kirksey,Cleveland Browns,1,4,1,1.0,0,0,0,0,Home,San Diego Chargers
Brandon Marshall,Denver Broncos,1,6,3,0.0,1,0,0,0,Away,Minnesota Vikings
Eric Kendricks,Minnesota Vikings,1,4,0,1.0,0,0,0,0,Home,Denver Broncos
Ryan Kerrigan,Washington Redskins,1,4,0,1.0,0,0,0,0,Away,Philadelphia Eagles
Navorro Bowman,San Francisco 49ers,1,7,1,0.0,0,0,0,0,Away,Green Bay Packers
Allen Bradford,Atlanta Falcons,1,4,1,0.0,0,0,1,0,Away,Houston Texans
Deone Bucannon,Arizona Cardinals,1,7,1,0.0,0,0,0,0,Away,St. Louis Rams
Koa Misi,Miami Dolphins,1,5,3,0.0,1,0,0,0,Away,New York Jets
Trent Murphy,Washington Redskins,1,1,1,1.0,0,0,0,1,Away,Philadelphia Eagles
Michael Wilhoite,San Francisco 49ers,1,6,3,0.0,0,0,0,0,Away,Green Bay Packers
David Harris,New York Jets,1,3,0,1.0,0,0,0,0,Home,Miami Dolphins
Darryl Tapp,Detroit Lions,1,2,2,1.0,0,0,0,0,Home,Seattle Seahawks
Karlos Dansby,Cleveland Browns,1,4,3,0.0,1,0,0,0,Home,San Diego Chargers
Jordan Hicks,Philadelphia Eagles,1,3,3,0.0,0,0,0,1,Home,Washington Redskins
A.J. Klein,Carolina Panthers,1,5,3,0.0,0,0,0,0,Home,Tampa Bay Buccaneers
Danny Lansanah,Tampa Bay Buccaneers,1,2,1,1.0,0,0,0,0,Away,Carolina Panthers
Dan Skuta,Jacksonville Jaguars,1,3,1,0.0,0,0,1,0,Home,Indianapolis Colts
Will Compton,Washington Redskins,1,5,2,0.0,0,0,0,0,Away,Philadelphia Eagles
Clay Matthews,Green Bay Packers,1,2,0,1.0,0,0,0,0,Home,San Francisco 49ers
