Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Andre Hal,Houston Texans,1,2,1,0.0,2,2,0,0,Home,Jacksonville Jaguars
Nolan Carroll,Philadelphia Eagles,1,6,1,0.0,2,1,0,0,Away,New York Giants
Reshad Jones,Miami Dolphins,1,5,3,0.0,1,1,0,0,Home,Tennessee Titans
Bashaud Breeland,Washington Redskins,1,3,1,0.0,2,1,1,2,Home,New York Jets
Aqib Talib,Denver Broncos,1,2,1,0.0,2,1,0,0,Home,Cleveland Browns
Mike Adams,Indianapolis Colts,1,1,2,0.0,1,1,0,0,Away,New England Patriots
A.J. Bouye,Houston Texans,1,7,0,0.0,2,1,0,0,Home,Jacksonville Jaguars
Kam Chancellor,Seattle Seahawks,1,6,4,0.0,1,1,0,0,Away,Carolina Panthers
Brandon Meriweather,New York Giants,1,6,0,0.0,2,1,0,0,Home,Philadelphia Eagles
Marcus Peters,Kansas City Chiefs,1,6,0,0.0,2,1,0,0,Home,Minnesota Vikings
Antwon Blake,Pittsburgh Steelers,1,10,2,0.0,1,0,0,0,Away,Arizona Cardinals
Pierre Desir,Cleveland Browns,1,10,2,0.0,1,0,0,0,Away,Denver Broncos
Earl Thomas,Seattle Seahawks,1,2,2,0.0,4,1,0,0,Away,Carolina Panthers
Ha'Sean Clinton-Dix,Green Bay Packers,1,7,1,0.0,1,0,1,0,Away,San Diego Chargers
Dashon Goldson,Washington Redskins,1,7,6,0.0,1,0,0,0,Home,New York Jets
Reggie Nelson,Cincinnati Bengals,1,8,4,0.0,1,0,0,0,Home,Buffalo Bills
Ron Parker,Kansas City Chiefs,1,4,0,0.0,2,1,0,0,Home,Minnesota Vikings
Da'Norris Searcy,Tennessee Titans,1,8,0,0.0,3,0,0,0,Away,Miami Dolphins
Landon Collins,New York Giants,1,4,1,0.0,1,1,0,0,Home,Philadelphia Eagles
Brent Grimes,Miami Dolphins,1,1,1,0.0,4,1,0,0,Home,Tennessee Titans
Micah Hyde,Green Bay Packers,1,9,1,0.0,1,0,0,0,Away,San Diego Chargers
Dwight Lowery,Indianapolis Colts,1,4,4,1.0,0,0,0,0,Away,New England Patriots
Mike Mitchell,Pittsburgh Steelers,1,2,0,0.0,1,1,0,1,Away,Arizona Cardinals
Sam Shields,Green Bay Packers,1,8,0,0.0,2,0,0,0,Away,San Diego Chargers
Darius Slay,Detroit Lions,1,6,0,0.0,4,0,0,0,Away,Chicago Bears
Malcolm Butler,New England Patriots,1,7,1,0.0,2,0,0,0,Home,Indianapolis Colts
Marcus Gilchrist,New York Jets,1,2,1,0.0,2,1,0,0,Away,Washington Redskins
Kyshoen Jarrett,Washington Redskins,1,6,1,0.0,0,0,1,0,Home,New York Jets
Kenneth Acker,San Francisco 49ers,1,2,0,0.0,2,1,0,0,Away,Baltimore Ravens
Michael Griffin,Tennessee Titans,1,2,2,0.0,1,1,0,0,Away,Miami Dolphins
Jayron Hosley,New York Giants,1,1,2,0.0,2,1,0,0,Home,Philadelphia Eagles
Damarious Randall,Green Bay Packers,1,7,0,0.0,2,0,0,0,Away,San Diego Chargers
David Bruton,Denver Broncos,1,1,1,0.0,2,1,0,0,Home,Cleveland Browns
Robert Golden,Pittsburgh Steelers,1,7,1,0.0,1,0,0,0,Away,Arizona Cardinals
Darrelle Revis,New York Jets,1,2,1,0.0,1,1,0,0,Away,Washington Redskins
Logan Ryan,New England Patriots,1,6,3,0.0,1,0,0,0,Home,Indianapolis Colts
Coty Sensabaugh,Tennessee Titans,1,2,1,0.0,1,1,0,0,Away,Miami Dolphins
Davon House,Jacksonville Jaguars,1,5,0,0.0,3,0,0,0,Away,Houston Texans
Devin McCourty,New England Patriots,1,7,2,0.0,0,0,0,0,Home,Indianapolis Colts
Andrew Sendejo,Minnesota Vikings,1,7,0,0.0,1,0,0,0,Away,Kansas City Chiefs
Josh Evans,Jacksonville Jaguars,1,7,1,0.0,0,0,0,0,Away,Houston Texans
Kyle Fuller,Chicago Bears,1,7,1,0.0,0,0,0,0,Home,Detroit Lions
Sherrick McManis,Chicago Bears,1,7,1,0.0,0,0,0,0,Home,Detroit Lions
T.J. Ward,Denver Broncos,1,6,1,0.0,1,0,0,0,Home,Cleveland Browns
Ricardo Allen,Atlanta Falcons,1,6,0,0.0,1,0,0,0,Home,New Orleans Saints
Brandon Browner,New Orleans Saints,1,4,2,0.0,0,0,0,1,Away,Atlanta Falcons
Craig Dahl,New York Giants,1,6,2,0.0,0,0,0,0,Home,Philadelphia Eagles
Stephon Gilmore,Buffalo Bills,1,5,0,0.0,2,0,0,0,Away,Cincinnati Bengals
Malcolm Jenkins,Philadelphia Eagles,1,4,0,0.0,0,0,1,0,Away,New York Giants
Dre Kirkpatrick,Cincinnati Bengals,1,6,0,0.0,1,0,0,0,Home,Buffalo Bills
