Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Tyrann Mathieu,Arizona Cardinals,1,5,0,0.0,2,2,0,0,Away,San Francisco 49ers
Dwight Lowery,Indianapolis Colts,1,1,1,0.0,2,2,0,0,Home,Tennessee Titans
Justin Bethel,Arizona Cardinals,1,2,0,0.0,1,1,1,0,Away,San Francisco 49ers
Prince Amukamara,New York Giants,1,6,2,0.0,3,1,0,0,Away,Washington Redskins
Ronald Darby,Buffalo Bills,1,4,1,0.0,4,1,0,0,Home,Miami Dolphins
Janoris Jenkins,St. Louis Rams,1,6,3,0.0,1,1,0,0,Away,Pittsburgh Steelers
Malcolm Jenkins,Philadelphia Eagles,1,7,1,0.0,0,0,2,0,Home,New York Jets
Kenneth Acker,San Francisco 49ers,1,6,1,0.0,1,1,0,0,Home,Arizona Cardinals
Sam Shields,Green Bay Packers,1,6,0,0.0,1,1,0,0,Away,Kansas City Chiefs
Charles Woodson,Oakland Raiders,1,4,2,0.0,2,1,0,0,Home,Cleveland Browns
Will Allen,Pittsburgh Steelers,1,4,3,0.0,1,1,0,0,Home,St. Louis Rams
Corey Graham,Buffalo Bills,1,10,2,0.0,0,0,0,0,Home,Miami Dolphins
Adam Jones,Cincinnati Bengals,1,4,2,0.0,1,1,0,0,Home,Baltimore Ravens
Rashean Mathis,Detroit Lions,1,5,1,0.0,2,0,1,0,Away,Denver Broncos
Josh Norman,Carolina Panthers,1,4,1,0.0,1,1,0,0,Away,New Orleans Saints
Perrish Cox,Tennessee Titans,1,4,0,0.0,1,1,0,0,Away,Indianapolis Colts
Quintin Demps,Houston Texans,1,4,0,0.0,1,1,0,0,Away,Tampa Bay Buccaneers
William Moore,Atlanta Falcons,1,4,0,0.0,1,1,0,0,Home,Dallas Cowboys
Reshad Jones,Miami Dolphins,1,8,1,0.0,1,0,0,0,Away,Buffalo Bills
Jimmy Smith,Baltimore Ravens,1,3,1,0.0,1,1,0,0,Away,Cincinnati Bengals
Walter Thurmond,Philadelphia Eagles,1,2,2,0.0,1,1,0,0,Home,New York Jets
Dashon Goldson,Washington Redskins,1,7,3,0.0,0,0,0,0,Home,New York Giants
Antrel Rolle,Chicago Bears,1,7,3,0.0,0,0,0,0,Home,Seattle Seahawks
Eric Rowe,Philadelphia Eagles,1,1,1,0.0,2,1,0,0,Home,New York Jets
Alan Ball,Chicago Bears,1,5,4,0.0,1,0,0,0,Home,Seattle Seahawks
Chris Conte,Tampa Bay Buccaneers,1,7,2,0.0,0,0,0,0,Home,Houston Texans
Will Hill,Baltimore Ravens,1,4,0,1.0,0,0,0,0,Away,Cincinnati Bengals
Jerraud Powers,Arizona Cardinals,1,1,0,0.0,2,1,0,0,Away,San Francisco 49ers
Bradley Roby,Denver Broncos,1,2,0,0.0,1,1,0,0,Home,Detroit Lions
Steve Williams,San Diego Chargers,1,2,0,0.0,1,1,0,0,Home,Minnesota Vikings
Mike Adams,Indianapolis Colts,1,7,1,0.0,0,0,0,0,Home,Tennessee Titans
David Bruton,Denver Broncos,1,1,1,0.0,1,1,0,0,Home,Detroit Lions
Johnathan Joseph,Houston Texans,1,2,1,0.0,5,0,0,0,Away,Tampa Bay Buccaneers
Sterling Moore,Tampa Bay Buccaneers,1,4,5,0.0,1,0,0,0,Home,Houston Texans
Glover Quin,Detroit Lions,1,1,1,0.0,1,1,0,0,Away,Denver Broncos
Harrison Smith,Minnesota Vikings,1,5,3,0.0,1,0,0,0,Away,San Diego Chargers
Charles Tillman,Carolina Panthers,1,6,3,0.0,0,0,0,0,Away,New Orleans Saints
T.J. Ward,Denver Broncos,1,4,5,0.0,1,0,0,0,Home,Detroit Lions
Ricardo Allen,Atlanta Falcons,1,7,0,0.0,0,0,0,0,Home,Dallas Cowboys
Malcolm Butler,New England Patriots,1,4,0,0.0,3,0,0,0,Away,Jacksonville Jaguars
Brandon Carr,Dallas Cowboys,1,6,2,0.0,0,0,0,0,Away,Atlanta Falcons
Landon Collins,New York Giants,1,4,2,0.0,2,0,0,0,Away,Washington Redskins
Byron Maxwell,Philadelphia Eagles,1,6,2,0.0,0,0,0,0,Home,New York Jets
Devin McCourty,New England Patriots,1,1,0,0.0,1,1,0,0,Away,Jacksonville Jaguars
Darian Stewart,Denver Broncos,1,6,2,0.0,0,0,0,0,Home,Detroit Lions
Eric Weddle,San Diego Chargers,1,6,2,0.0,0,0,0,0,Home,Minnesota Vikings
Mark Barron,St. Louis Rams,1,1,3,1.0,0,0,0,0,Away,Pittsburgh Steelers
Tramaine Brock,San Francisco 49ers,1,6,1,0.0,0,0,0,0,Home,Arizona Cardinals
Brandon Browner,New Orleans Saints,1,6,1,0.0,0,0,0,0,Home,Carolina Panthers
James Ihedigbo,Detroit Lions,1,4,3,0.0,1,0,0,0,Away,Denver Broncos
