Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Doug Martin,Tampa Bay Buccaneers,1,23,71,0,1,1,7,0,Home,Atlanta Falcons,8
LeGarrette Blount,New England Patriots,1,17,72,0,1,1,2,0,Away,Miami Dolphins,8
Justin Forsett,Baltimore Ravens,1,17,69,0,1,1,5,0,Away,San Diego Chargers,8
Alfred Blue,Houston Texans,1,14,39,0,5,5,33,0,Away,Tennessee Titans,8
Spencer Ware,Kansas City Chiefs,1,2,12,1,0,0,0,0,Away,Detroit Lions,8
Duke Johnson,Cleveland Browns,1,1,3,0,2,2,68,0,Away,Arizona Cardinals,8
Matt Forte,Chicago Bears,1,10,41,0,4,4,28,0,Away,Minnesota Vikings,8
Jeremy Hill,Cincinnati Bengals,1,15,60,0,1,1,8,0,Home,Pittsburgh Steelers,8
Melvin Gordon,San Diego Chargers,1,18,54,0,6,5,7,0,Home,Baltimore Ravens,8
Le'Veon Bell,Pittsburgh Steelers,1,10,45,0,2,2,13,0,Away,Cincinnati Bengals,8
Joique Bell,Detroit Lions,1,7,56,0,1,0,0,0,Home,Kansas City Chiefs,8
Tre Mason,St. Louis Rams,1,15,46,0,1,1,6,0,Away,San Francisco 49ers,8
Jonas Gray,Miami Dolphins,1,2,1,0,5,4,50,0,Home,New England Patriots,8
David Johnson,Arizona Cardinals,1,1,4,0,2,2,44,0,Home,Cleveland Browns,8
Theo Riddick,Detroit Lions,1,5,17,0,7,6,30,0,Home,Kansas City Chiefs,8
Jeremy Langford,Chicago Bears,1,12,46,0,1,0,0,0,Away,Minnesota Vikings,8
Charles Sims,Tampa Bay Buccaneers,1,6,22,0,4,3,24,0,Home,Atlanta Falcons,8
Danny Woodhead,San Diego Chargers,1,3,9,0,3,2,36,0,Home,Baltimore Ravens,8
Chris Ivory,New York Jets,1,15,17,0,5,3,24,0,Home,Oakland Raiders,8
Mike Tolbert,Carolina Panthers,1,0,0,0,1,1,40,0,Away,Indianapolis Colts,8
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,1,39,0,Away,San Diego Chargers,8
Dexter McCluster,Tennessee Titans,1,3,15,0,6,4,23,0,Home,Houston Texans,8
Giovani Bernard,Cincinnati Bengals,1,1,12,0,3,2,22,0,Home,Pittsburgh Steelers,8
Branden Oliver,San Diego Chargers,1,4,18,0,2,2,16,0,Home,Baltimore Ravens,8
Javorius Allen,Baltimore Ravens,1,4,1,0,4,3,30,0,Away,San Diego Chargers,8
Ahmad Bradshaw,Indianapolis Colts,1,7,31,0,1,0,0,0,Home,Carolina Panthers,8
Isaiah Crowell,Cleveland Browns,1,10,14,0,2,1,12,0,Away,Arizona Cardinals,8
Marcel Reece,Oakland Raiders,1,0,0,0,3,3,26,0,Away,New York Jets,8
Orleans Darkwa,New York Giants,1,4,23,0,0,0,0,0,Home,New Orleans Saints,8
Kendall Gaskins,San Francisco 49ers,1,5,6,0,3,2,17,0,Home,St. Louis Rams,8
Chris Polk,Houston Texans,1,8,18,0,2,1,4,0,Away,Tennessee Titans,8
Tevin Coleman,Atlanta Falcons,1,3,11,0,1,1,10,0,Away,Tampa Bay Buccaneers,8
Christine Michael,Dallas Cowboys,1,5,20,0,2,0,0,0,Away,Seattle Seahawks,8
Mike Davis,San Francisco 49ers,1,10,4,0,3,2,14,0,Home,St. Louis Rams,8
Jerick McKinnon,Minnesota Vikings,1,2,18,0,0,0,0,0,Home,Chicago Bears,8
Zac Stacy,New York Jets,1,3,11,0,1,1,7,0,Home,Oakland Raiders,8
James Starks,Green Bay Packers,1,5,9,0,2,2,9,0,Home,Denver Broncos,8
Khiry Robinson,New Orleans Saints,1,4,4,0,2,2,13,0,Away,New York Giants,8
Jonathan Grimes,Houston Texans,1,0,0,0,3,2,12,0,Away,Tennessee Titans,8
Matt Asiata,Minnesota Vikings,1,1,5,0,3,3,6,0,Home,Chicago Bears,8
Thomas Rawls,Seattle Seahawks,1,4,10,0,0,0,0,0,Home,Dallas Cowboys,8
Knile Davis,Kansas City Chiefs,1,4,9,0,0,0,0,0,Away,Detroit Lions,8
Fred Jackson,Seattle Seahawks,1,0,0,0,1,1,9,0,Home,Dallas Cowboys,8
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,1,8,0,Away,Tampa Bay Buccaneers,8
Terron Ward,Atlanta Falcons,1,0,0,0,1,1,8,0,Away,Tampa Bay Buccaneers,8
Andre Williams,New York Giants,1,5,7,0,0,0,0,0,Home,New Orleans Saints,8
Ameer Abdullah,Detroit Lions,1,1,3,0,2,0,0,0,Home,Kansas City Chiefs,8
Robert Turbin,Cleveland Browns,1,3,3,0,0,0,0,0,Away,Arizona Cardinals,8
James White,New England Patriots,1,3,3,0,0,0,0,0,Away,Miami Dolphins,8
Fozzy Whittaker,Carolina Panthers,1,1,3,0,1,0,0,0,Away,Indianapolis Colts,8
Alonzo Harris,Green Bay Packers,1,2,2,0,0,0,0,0,Home,Denver Broncos,8
Reggie Bush,San Francisco 49ers,1,0,0,0,1,0,0,0,Home,St. Louis Rams,8
Andre Ellington,Arizona Cardinals,1,3,0,0,1,0,0,0,Home,Cleveland Browns,8
Roy Helu,Oakland Raiders,1,0,0,0,1,0,0,0,Away,New York Jets,8
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,0,0,0,Away,Cincinnati Bengals,8
Bruce Miller,San Francisco 49ers,1,0,0,0,1,0,0,0,Home,St. Louis Rams,8
Bishop Sankey,Tennessee Titans,1,0,0,0,0,0,0,0,Home,Houston Texans,8
Rod Smith,Dallas Cowboys,1,0,0,0,1,0,0,0,Away,Seattle Seahawks,8
Juwan Thompson,Denver Broncos,1,1,-1,0,0,0,0,0,Away,Green Bay Packers,8
