Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Todd Gurley,St. Louis Rams,1,20,133,1,3,3,13,0,Away,San Francisco 49ers,8
Charcandrick West,Kansas City Chiefs,1,20,97,1,6,4,25,0,Away,Detroit Lions,8
Ronnie Hillman,Denver Broncos,1,19,60,2,2,1,-5,0,Away,Green Bay Packers,8
Dion Lewis,New England Patriots,1,5,19,0,9,6,93,1,Away,Miami Dolphins,8
C.J. Anderson,Denver Broncos,1,14,101,1,1,1,5,0,Away,Green Bay Packers,8
Jonathan Stewart,Carolina Panthers,1,24,82,1,2,1,1,0,Away,Indianapolis Colts,8
Devonta Freeman,Atlanta Falcons,1,21,88,0,8,6,43,0,Away,Tampa Bay Buccaneers,8
Taiwan Jones,Oakland Raiders,1,2,5,0,1,1,59,1,Away,New York Jets,8
Shane Vereen,New York Giants,1,2,3,0,9,8,60,1,Home,New Orleans Saints,8
Mark Ingram,New Orleans Saints,1,16,80,0,5,4,39,0,Away,New York Giants,8
Latavius Murray,Oakland Raiders,1,20,113,0,2,1,6,0,Away,New York Jets,8
Darren McFadden,Dallas Cowboys,1,20,64,0,8,6,49,0,Away,Seattle Seahawks,8
DeAngelo Williams,Pittsburgh Steelers,1,9,71,0,4,4,39,0,Away,Cincinnati Bengals,8
Chris Johnson,Arizona Cardinals,1,30,109,0,1,0,0,0,Home,Cleveland Browns,8
Adrian Peterson,Minnesota Vikings,1,20,103,0,2,2,6,0,Home,Chicago Bears,8
Eddie Lacy,Green Bay Packers,1,11,38,1,2,1,9,0,Home,Denver Broncos,8
C.J. Spiller,New Orleans Saints,1,4,21,0,4,2,15,1,Away,New York Giants,8
Lamar Miller,Miami Dolphins,1,9,15,1,5,5,19,0,Home,New England Patriots,8
Frank Gore,Indianapolis Colts,1,22,70,0,3,3,22,0,Home,Carolina Panthers,8
De'Anthony Thomas,Kansas City Chiefs,1,1,10,1,3,3,22,0,Away,Detroit Lions,8
Rashad Jennings,New York Giants,1,10,54,0,3,2,31,0,Home,New Orleans Saints,8
Antonio Andrews,Tennessee Titans,1,16,64,0,3,3,18,0,Home,Houston Texans,8
Marshawn Lynch,Seattle Seahawks,1,21,71,0,2,2,11,0,Home,Dallas Cowboys,8
