Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Greg Olsen,Carolina Panthers,1,11,7,131,1,Home,Seattle Seahawks,6
Ben Watson,New Orleans Saints,1,12,10,127,1,Away,Atlanta Falcons,6
Gary Barnidge,Cleveland Browns,1,9,3,39,2,Away,Denver Broncos,6
Jimmy Graham,Seattle Seahawks,1,12,8,140,0,Away,Carolina Panthers,6
Julius Thomas,Jacksonville Jaguars,1,13,7,78,1,Away,Houston Texans,6
Rob Gronkowski,New England Patriots,1,5,3,50,1,Home,Indianapolis Colts,6
Delanie Walker,Tennessee Titans,1,10,8,97,0,Away,Miami Dolphins,6
Antonio Gates,San Diego Chargers,1,16,9,95,0,Home,Green Bay Packers,6
Ladarius Green,San Diego Chargers,1,4,3,35,1,Home,Green Bay Packers,6
Dion Sims,Miami Dolphins,1,4,4,33,1,Home,Tennessee Titans,6
Jordan Cameron,Miami Dolphins,1,8,3,30,1,Home,Tennessee Titans,6
Tyler Eifert,Cincinnati Bengals,1,4,4,30,1,Home,Buffalo Bills,6
Travis Kelce,Kansas City Chiefs,1,7,5,88,0,Home,Minnesota Vikings,6
Tim Wright,Detroit Lions,1,6,3,17,1,Away,Chicago Bears,6
Kyle Rudolph,Minnesota Vikings,1,5,2,9,1,Away,Kansas City Chiefs,6
Charles Clay,Buffalo Bills,1,13,9,62,0,Away,Cincinnati Bengals,6
Martellus Bennett,Chicago Bears,1,11,6,59,0,Home,Detroit Lions,6
Chris Gragg,Buffalo Bills,1,5,5,54,0,Away,Cincinnati Bengals,6
Zach Ertz,Philadelphia Eagles,1,7,4,43,0,Away,New York Giants,6
Derek Carrier,Washington Redskins,1,4,4,39,0,Home,New York Jets,6
Scott Chandler,New England Patriots,1,3,2,39,0,Home,Indianapolis Colts,6
Josh Hill,New Orleans Saints,1,5,3,38,0,Away,Atlanta Falcons,6
Richard Rodgers,Green Bay Packers,1,5,2,34,0,Away,San Diego Chargers,6
Jacob Tamme,Atlanta Falcons,1,5,3,32,0,Home,New Orleans Saints,6
Crockett Gillmore,Baltimore Ravens,1,6,3,30,0,Home,San Francisco 49ers,6
Larry Donnell,New York Giants,1,5,3,29,0,Home,Philadelphia Eagles,6
Owen Daniels,Denver Broncos,1,3,2,24,0,Home,Cleveland Browns,6
Ed Dickson,Carolina Panthers,1,4,3,24,0,Home,Seattle Seahawks,6
Maxx Williams,Baltimore Ravens,1,4,4,24,0,Home,San Francisco 49ers,6
Dwayne Allen,Indianapolis Colts,1,3,3,23,0,Away,New England Patriots,6
James O'Shaughnessy,Kansas City Chiefs,1,3,2,23,0,Home,Minnesota Vikings,6
Will Tye,New York Giants,1,3,2,22,0,Home,Philadelphia Eagles,6
Justin Perillo,Green Bay Packers,1,2,1,21,0,Away,San Diego Chargers,6
Coby Fleener,Indianapolis Colts,1,6,3,20,0,Away,New England Patriots,6
Levine Toilolo,Atlanta Falcons,1,3,2,18,0,Home,New Orleans Saints,6
Ryan Hewitt,Cincinnati Bengals,1,2,1,16,0,Home,Buffalo Bills,6
Luke Willson,Seattle Seahawks,1,1,1,16,0,Away,Carolina Panthers,6
Demetrius Harris,Kansas City Chiefs,1,2,2,15,0,Home,Minnesota Vikings,6
Troy Niklas,Arizona Cardinals,1,1,1,13,0,Home,Pittsburgh Steelers,6
Rhett Ellison,Minnesota Vikings,1,2,1,11,0,Away,Kansas City Chiefs,6
Vance McDonald,San Francisco 49ers,1,1,1,10,0,Away,Baltimore Ravens,6
Darren Fells,Arizona Cardinals,1,2,1,9,0,Home,Pittsburgh Steelers,6
C.J. Fiedorowicz,Houston Texans,1,2,1,8,0,Home,Jacksonville Jaguars,6
Marcedes Lewis,Jacksonville Jaguars,1,2,1,8,0,Away,Houston Texans,6
Jack Doyle,Indianapolis Colts,1,2,2,7,0,Away,New England Patriots,6
Heath Miller,Pittsburgh Steelers,1,1,1,5,0,Away,Arizona Cardinals,6
Anthony Fasano,Tennessee Titans,1,3,2,1,0,Away,Miami Dolphins,6
Garrett Celek,San Francisco 49ers,1,2,0,0,0,Away,Baltimore Ravens,6
Kellen Davis,New York Jets,1,1,0,0,0,Away,Washington Redskins,6
Vernon Davis,San Francisco 49ers,1,1,0,0,0,Away,Baltimore Ravens,6
Jermaine Gresham,Arizona Cardinals,1,1,0,0,0,Home,Pittsburgh Steelers,6
Michael Hoomanawanui,New Orleans Saints,1,1,0,0,0,Away,Atlanta Falcons,6
Malcolm Johnson,Cleveland Browns,1,1,1,0,0,Away,Denver Broncos,6
