Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Andre Johnson,Indianapolis Colts,1,7,6,77,2,0,0,0,Home,Houston Texans,5
Allen Robinson,Jacksonville Jaguars,1,9,7,72,2,0,0,0,Home,Tampa Bay Buccaneers,5
Odell Beckham Jr.,New York Giants,1,11,7,121,1,1,3,0,Away,San Francisco 49ers,5
Julian Edelman,New England Patriots,1,5,4,120,1,0,0,0,Home,Dallas Cowboys,5
Allen Hurns,Jacksonville Jaguars,1,6,5,116,1,0,0,0,Home,Tampa Bay Buccaneers,5
Jaelen Strong,Houston Texans,1,2,2,53,2,0,0,0,Away,Indianapolis Colts,5
DeAndre Hopkins,Houston Texans,1,14,11,169,0,0,0,0,Away,Indianapolis Colts,5
Anquan Boldin,San Francisco 49ers,1,12,8,107,1,0,0,0,Home,New York Giants,5
Brandin Cooks,New Orleans Saints,1,9,5,107,1,0,0,0,Home,Philadelphia Eagles,5
Marquess Wilson,Chicago Bears,1,8,6,85,1,0,0,0,Home,Kansas City Chiefs,5
Willie Snead,New Orleans Saints,1,11,6,141,0,0,0,0,Home,Philadelphia Eagles,5
Josh Huff,Philadelphia Eagles,1,5,4,78,1,0,0,0,Away,New Orleans Saints,5
James Jones,Green Bay Packers,1,3,2,77,1,0,0,0,Away,St. Louis Rams,5
John Brown,Arizona Cardinals,1,4,4,73,1,0,0,0,Home,Detroit Lions,5
Markus Wheaton,Pittsburgh Steelers,1,3,1,72,1,0,0,0,Home,San Diego Chargers,5
Ty Montgomery,Green Bay Packers,1,5,4,59,1,0,0,0,Away,St. Louis Rams,5
Larry Fitzgerald,Arizona Cardinals,1,7,5,58,1,0,0,0,Home,Detroit Lions,5
Lance Moore,Detroit Lions,1,8,6,55,1,0,0,0,Away,Arizona Cardinals,5
Chris Hogan,Buffalo Bills,1,3,3,52,1,0,0,0,Home,Tennessee Titans,5
Emmanuel Sanders,Denver Broncos,1,12,9,111,0,0,0,0,Home,Oakland Raiders,5
Jermaine Kearse,Seattle Seahawks,1,3,2,38,1,0,0,0,Home,Cincinnati Bengals,5
Tavon Austin,St. Louis Rams,1,5,2,6,1,3,22,0,Home,Green Bay Packers,5
T.Y. Hilton,Indianapolis Colts,1,9,5,88,0,0,0,0,Home,Houston Texans,5
Jamison Crowder,Washington Redskins,1,8,8,87,0,1,0,0,Home,Atlanta Falcons,5
Jeremy Maclin,Kansas City Chiefs,1,12,8,85,0,0,0,0,Away,Chicago Bears,5
Travis Benjamin,Cleveland Browns,1,12,6,83,0,0,0,0,Home,Baltimore Ravens,5
Golden Tate,Detroit Lions,1,18,8,74,0,1,8,0,Away,Arizona Cardinals,5
Kamar Aiken,Baltimore Ravens,1,9,4,78,0,0,0,0,Away,Cleveland Browns,5
A.J. Green,Cincinnati Bengals,1,8,6,78,0,0,0,0,Away,Seattle Seahawks,5
Taylor Gabriel,Cleveland Browns,1,5,4,75,0,0,0,0,Home,Baltimore Ravens,5
Stedman Bailey,St. Louis Rams,1,5,3,73,0,0,0,0,Home,Green Bay Packers,5
Dwayne Harris,New York Giants,1,8,6,72,0,0,0,0,Away,San Francisco 49ers,5
Doug Baldwin,Seattle Seahawks,1,3,3,70,0,0,0,0,Home,Cincinnati Bengals,5
Mohamed Sanu,Cincinnati Bengals,1,5,5,69,0,0,0,0,Away,Seattle Seahawks,5
Calvin Johnson,Detroit Lions,1,7,5,67,0,0,0,0,Away,Arizona Cardinals,5
Julio Jones,Atlanta Falcons,1,10,5,67,0,0,0,0,Away,Washington Redskins,5
Bryan Walters,Jacksonville Jaguars,1,4,4,64,0,0,0,0,Home,Tampa Bay Buccaneers,5
Marvin Jones,Cincinnati Bengals,1,8,5,61,0,0,0,0,Away,Seattle Seahawks,5
Keenan Allen,San Diego Chargers,1,10,6,57,0,0,0,0,Away,Pittsburgh Steelers,5
Corey Fuller,Detroit Lions,1,4,2,56,0,0,0,0,Away,Arizona Cardinals,5
Demaryius Thomas,Denver Broncos,1,8,5,55,0,0,0,0,Home,Oakland Raiders,5
Michael Crabtree,Oakland Raiders,1,9,4,54,0,0,0,0,Away,Denver Broncos,5
Cameron Meredith,Chicago Bears,1,4,4,52,0,0,0,0,Home,Kansas City Chiefs,5
Pierre Garcon,Washington Redskins,1,8,3,51,0,0,0,0,Home,Atlanta Falcons,5
Amari Cooper,Oakland Raiders,1,4,4,47,0,1,2,0,Away,Denver Broncos,5
Andrew Hawkins,Cleveland Browns,1,9,7,49,0,0,0,0,Home,Baltimore Ravens,5
Malcom Floyd,San Diego Chargers,1,4,3,48,0,0,0,0,Away,Pittsburgh Steelers,5
Bennie Fowler,Denver Broncos,1,2,2,46,0,0,0,0,Home,Oakland Raiders,5
Antonio Brown,Pittsburgh Steelers,1,6,3,45,0,0,0,0,Home,San Diego Chargers,5
Jordan Matthews,Philadelphia Eagles,1,7,5,44,0,0,0,0,Away,New Orleans Saints,5
Rueben Randle,New York Giants,1,6,5,42,0,0,0,0,Away,San Francisco 49ers,5
Torrey Smith,San Francisco 49ers,1,2,2,42,0,0,0,0,Home,New York Giants,5
Mike Evans,Tampa Bay Buccaneers,1,5,3,41,0,0,0,0,Away,Jacksonville Jaguars,5
Cole Beasley,Dallas Cowboys,1,6,4,40,0,0,0,0,Away,New England Patriots,5
