Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Devonta Freeman,Atlanta Falcons,1,13,100,1,10,8,56,1,Home,New Orleans Saints,6
Chris Ivory,New York Jets,1,20,146,1,3,3,50,0,Away,Washington Redskins,6
James Starks,Green Bay Packers,1,10,112,1,2,1,5,1,Away,San Diego Chargers,6
LeGarrette Blount,New England Patriots,1,16,93,1,1,1,11,1,Home,Indianapolis Colts,6
Jonathan Stewart,Carolina Panthers,1,20,78,2,1,1,8,0,Home,Seattle Seahawks,6
DeMarco Murray,Philadelphia Eagles,1,22,109,1,4,3,14,0,Away,New York Giants,6
Lamar Miller,Miami Dolphins,1,19,113,1,3,2,5,0,Home,Tennessee Titans,6
Mark Ingram,New Orleans Saints,1,20,46,2,3,3,10,0,Away,Atlanta Falcons,6
Arian Foster,Houston Texans,1,18,53,0,6,5,59,1,Home,Jacksonville Jaguars,6
LeSean McCoy,Buffalo Bills,1,17,90,1,4,2,4,0,Away,Cincinnati Bengals,6
Matt Forte,Chicago Bears,1,24,69,1,5,3,20,0,Home,Detroit Lions,6
Giovani Bernard,Cincinnati Bengals,1,8,50,1,2,1,23,0,Home,Buffalo Bills,6
Jeremy Hill,Cincinnati Bengals,1,16,56,0,1,1,13,1,Home,Buffalo Bills,6
Ronnie Hillman,Denver Broncos,1,20,111,0,5,3,4,0,Home,Cleveland Browns,6
Marshawn Lynch,Seattle Seahawks,1,17,54,1,3,1,0,0,Away,Carolina Panthers,6
Dexter McCluster,Tennessee Titans,1,5,23,0,4,3,19,1,Away,Miami Dolphins,6
Justin Forsett,Baltimore Ravens,1,17,62,0,8,7,39,0,Home,San Francisco 49ers,6
Frank Gore,Indianapolis Colts,1,13,78,0,3,2,16,0,Away,New England Patriots,6
Bruce Miller,San Francisco 49ers,1,0,0,0,3,3,89,0,Away,Baltimore Ravens,6
Le'Veon Bell,Pittsburgh Steelers,1,24,88,0,0,0,0,0,Away,Arizona Cardinals,6
Jeremy Langford,Chicago Bears,1,5,10,1,2,1,17,0,Home,Detroit Lions,6
