Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jordan Reed,Washington Redskins,1,7,7,84,2,Away,Buffalo Bills,15
Delanie Walker,Tennessee Titans,1,5,2,64,2,Home,New England Patriots,15
Greg Olsen,Carolina Panthers,1,8,6,79,1,Home,New York Giants,15
Zach Ertz,Philadelphia Eagles,1,13,8,78,1,Away,Arizona Cardinals,15
Rob Gronkowski,New England Patriots,1,11,5,54,1,Away,Tennessee Titans,15
Ben Watson,New Orleans Saints,1,12,6,49,1,Away,Detroit Lions,15
Will Tye,New York Giants,1,8,5,43,1,Away,Carolina Panthers,15
Tyler Kroft,Cincinnati Bengals,1,3,3,31,1,Home,San Francisco 49ers,15
Gary Barnidge,Cleveland Browns,1,4,3,29,1,Home,Seattle Seahawks,15
Austin Seferian-Jenkins,Tampa Bay Buccaneers,1,6,3,29,1,Home,St. Louis Rams,15
Antonio Gates,San Diego Chargers,1,9,6,88,0,Away,Miami Dolphins,15
Luke Stocker,Tampa Bay Buccaneers,1,3,3,25,1,Home,St. Louis Rams,15
Eric Ebron,Detroit Lions,1,5,4,79,0,Home,New Orleans Saints,15
Julius Thomas,Jacksonville Jaguars,1,9,6,79,0,Away,Atlanta Falcons,15
Travis Kelce,Kansas City Chiefs,1,7,6,73,0,Home,Baltimore Ravens,15
Jared Cook,St. Louis Rams,1,6,4,64,0,Away,Tampa Bay Buccaneers,15
Zach Miller,Chicago Bears,1,6,6,57,0,Home,Minnesota Vikings,15
Darren Fells,Arizona Cardinals,1,3,3,54,0,Home,Philadelphia Eagles,15
Jason Witten,Dallas Cowboys,1,5,5,49,0,Away,New York Jets,15
Blake Bell,San Francisco 49ers,1,8,4,43,0,Away,Cincinnati Bengals,15
Nick O'Leary,Buffalo Bills,1,1,1,37,0,Home,Washington Redskins,15
Brent Celek,Philadelphia Eagles,1,2,2,31,0,Away,Arizona Cardinals,15
Maxx Williams,Baltimore Ravens,1,6,5,31,0,Away,Kansas City Chiefs,15
Ryan Griffin,Houston Texans,1,2,2,30,0,Home,Indianapolis Colts,15
Lance Kendricks,St. Louis Rams,1,3,3,27,0,Away,Tampa Bay Buccaneers,15
Marcedes Lewis,Jacksonville Jaguars,1,3,1,26,0,Away,Atlanta Falcons,15
Anthony Fasano,Tennessee Titans,1,4,3,21,0,Home,New England Patriots,15
Kyle Rudolph,Minnesota Vikings,1,2,2,21,0,Away,Chicago Bears,15
Cameron Brate,Tampa Bay Buccaneers,1,5,3,20,0,Home,St. Louis Rams,15
Mychal Rivera,Oakland Raiders,1,6,3,20,0,Away,Green Bay Packers,15
James Hanna,Dallas Cowboys,1,1,1,17,0,Away,New York Jets,15
Luke Willson,Seattle Seahawks,1,2,2,17,0,Away,Cleveland Browns,15
Chris Gragg,Buffalo Bills,1,1,1,16,0,Home,Washington Redskins,15
Owen Daniels,Denver Broncos,1,5,2,14,0,Home,Pittsburgh Steelers,15
Ladarius Green,San Diego Chargers,1,3,2,13,0,Away,Miami Dolphins,15
Coby Fleener,Indianapolis Colts,1,3,1,12,0,Away,Houston Texans,15
Heath Miller,Pittsburgh Steelers,1,5,3,12,0,Away,Denver Broncos,15
Vance McDonald,San Francisco 49ers,1,4,1,10,0,Away,Cincinnati Bengals,15
Clive Walford,Oakland Raiders,1,7,2,10,0,Away,Green Bay Packers,15
Kellen Davis,New York Jets,1,2,1,9,0,Home,Dallas Cowboys,15
Ryan Hewitt,Cincinnati Bengals,1,2,1,9,0,Home,San Francisco 49ers,15
Robert Housler,Chicago Bears,1,1,1,9,0,Home,Minnesota Vikings,15
Dion Sims,Miami Dolphins,1,1,1,9,0,Home,San Diego Chargers,15
Jerome Cunningham,New York Giants,1,3,1,7,0,Away,Carolina Panthers,15
Richard Rodgers,Green Bay Packers,1,4,1,7,0,Home,Oakland Raiders,15
Michael Williams,New England Patriots,1,1,1,7,0,Away,Tennessee Titans,15
Dwayne Allen,Indianapolis Colts,1,2,1,5,0,Away,Houston Texans,15
Jordan Cameron,Miami Dolphins,1,1,1,5,0,Home,San Diego Chargers,15
Vernon Davis,Denver Broncos,1,3,1,5,0,Home,Pittsburgh Steelers,15
Cooper Helfet,Seattle Seahawks,1,2,1,5,0,Away,Cleveland Browns,15
Justin Perillo,Green Bay Packers,1,1,1,5,0,Home,Oakland Raiders,15
Craig Stevens,Tennessee Titans,1,1,1,5,0,Home,New England Patriots,15
Jim Dray,Cleveland Browns,1,3,0,0,0,Home,Seattle Seahawks,15
C.J. Fiedorowicz,Houston Texans,1,3,0,0,0,Home,Indianapolis Colts,15
Michael Hoomanawanui,New Orleans Saints,1,0,0,0,0,Away,Detroit Lions,15
Tony Moeaki,Atlanta Falcons,1,1,0,0,0,Home,Jacksonville Jaguars,15
Jacob Tamme,Atlanta Falcons,1,1,0,0,0,Home,Jacksonville Jaguars,15
Levine Toilolo,Atlanta Falcons,1,1,0,0,0,Home,Jacksonville Jaguars,15
Tim Wright,Detroit Lions,1,1,0,0,0,Home,New Orleans Saints,15
