Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Julio Jones,Atlanta Falcons,1,11,9,178,1,0,0,0,Away,Carolina Panthers,16
Brandon Marshall,New York Jets,1,10,8,115,2,0,0,0,Away,New England Patriots,16
Allen Hurns,Jacksonville Jaguars,1,10,8,106,2,0,0,0,Home,New Orleans Saints,16
Allen Robinson,Jacksonville Jaguars,1,9,6,151,1,0,0,0,Home,New Orleans Saints,16
Brandin Cooks,New Orleans Saints,1,7,5,123,1,4,10,0,Away,Jacksonville Jaguars,16
Doug Baldwin,Seattle Seahawks,1,10,8,118,1,0,0,0,Away,St. Louis Rams,16
DeAndre Hopkins,Houston Texans,1,11,7,117,1,0,0,0,Home,Tennessee Titans,16
Jordan Matthews,Philadelphia Eagles,1,8,6,104,1,0,0,0,Away,Washington Redskins,16
Dontrelle Inman,San Diego Chargers,1,13,8,82,1,0,0,0,Home,Oakland Raiders,16
Pierre Garcon,Washington Redskins,1,12,7,80,1,0,0,0,Home,Philadelphia Eagles,16
Rueben Randle,New York Giants,1,5,2,80,1,0,0,0,Home,Minnesota Vikings,16
Calvin Johnson,Detroit Lions,1,10,6,77,1,0,0,0,Away,San Francisco 49ers,16
Emmanuel Sanders,Denver Broncos,1,5,4,67,1,0,0,0,Away,Cincinnati Bengals,16
A.J. Green,Cincinnati Bengals,1,9,5,57,1,0,0,0,Home,Denver Broncos,16
Michael Floyd,Arizona Cardinals,1,8,6,111,0,0,0,0,Away,Green Bay Packers,16
Jarvis Landry,Miami Dolphins,1,11,7,111,0,0,0,0,Away,Indianapolis Colts,16
Kenny Britt,St. Louis Rams,1,4,3,49,1,0,0,0,Home,Seattle Seahawks,16
Jeremy Maclin,Kansas City Chiefs,1,7,5,49,1,0,0,0,Away,Cleveland Browns,16
Eric Decker,New York Jets,1,6,3,47,1,0,0,0,Away,New England Patriots,16
Nate Washington,Houston Texans,1,5,3,42,1,0,0,0,Home,Tennessee Titans,16
Michael Crabtree,Oakland Raiders,1,8,6,39,1,0,0,0,Away,San Diego Chargers,16
Mohamed Sanu,Cincinnati Bengals,1,3,3,29,0,2,10,1,Home,Denver Broncos,16
Jermaine Kearse,Seattle Seahawks,1,5,3,38,1,0,0,0,Away,St. Louis Rams,16
Marqise Lee,Jacksonville Jaguars,1,4,3,26,1,1,9,0,Home,New Orleans Saints,16
Myles White,New York Giants,1,4,2,34,1,0,0,0,Home,Minnesota Vikings,16
DeVante Parker,Miami Dolphins,1,10,4,93,0,0,0,0,Away,Indianapolis Colts,16
Larry Fitzgerald,Arizona Cardinals,1,5,4,29,1,0,0,0,Away,Green Bay Packers,16
T.J. Jones,Detroit Lions,1,1,1,29,1,0,0,0,Away,San Francisco 49ers,16
John Brown,Arizona Cardinals,1,4,3,25,1,0,0,0,Away,Green Bay Packers,16
Sammy Watkins,Buffalo Bills,1,6,5,84,0,0,0,0,Away,Dallas Cowboys,16
Torrey Smith,San Francisco 49ers,1,3,2,23,1,0,0,0,Home,Detroit Lions,16
Harry Douglas,Tennessee Titans,1,12,6,79,0,0,0,0,Away,Houston Texans,16
Chris Matthews,Baltimore Ravens,1,5,3,19,1,0,0,0,Away,Pittsburgh Steelers,16
Willie Snead,New Orleans Saints,1,6,4,75,0,0,0,0,Away,Jacksonville Jaguars,16
Brice Butler,Dallas Cowboys,1,9,4,74,0,0,0,0,Home,Buffalo Bills,16
Keshawn Martin,New England Patriots,1,11,7,68,0,1,6,0,Home,New York Jets,16
Quincy Enunwa,New York Jets,1,4,2,69,0,0,0,0,Away,New England Patriots,16
Tre McBride,Tennessee Titans,1,3,2,8,1,0,0,0,Away,Houston Texans,16
Roddy White,Atlanta Falcons,1,6,5,67,0,0,0,0,Away,Carolina Panthers,16
Kamar Aiken,Baltimore Ravens,1,8,8,66,0,0,0,0,Away,Pittsburgh Steelers,16
T.Y. Hilton,Indianapolis Colts,1,7,4,64,0,0,0,0,Home,Miami Dolphins,16
Terrance Williams,Dallas Cowboys,1,10,4,62,0,0,0,0,Home,Buffalo Bills,16
Antonio Brown,Pittsburgh Steelers,1,11,7,61,0,0,0,0,Home,Baltimore Ravens,16
Mike Evans,Tampa Bay Buccaneers,1,8,4,61,0,0,0,0,Away,Chicago Bears,16
Golden Tate,Detroit Lions,1,5,4,59,0,0,0,0,Away,San Francisco 49ers,16
Demaryius Thomas,Denver Broncos,1,12,7,59,0,0,0,0,Away,Cincinnati Bengals,16
Jarius Wright,Minnesota Vikings,1,3,3,57,0,0,0,0,Away,New York Giants,16
Bruce Ellington,San Francisco 49ers,1,4,3,55,0,0,0,0,Home,Detroit Lions,16
James Jones,Green Bay Packers,1,11,5,46,0,0,0,0,Home,Arizona Cardinals,16
Brandon Coleman,New Orleans Saints,1,4,4,45,0,0,0,0,Away,Jacksonville Jaguars,16
Chris Givens,Baltimore Ravens,1,4,2,45,0,0,0,0,Away,Pittsburgh Steelers,16
