Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Luke Kuechly,Carolina Panthers,1,2,5,0.0,2,2,0,0,Home,Dallas Cowboys
Anthony Barr,Minnesota Vikings,1,7,1,1.0,1,0,2,0,Home,Atlanta Falcons
Karlos Dansby,Cleveland Browns,1,3,1,0.0,1,1,0,0,Away,Baltimore Ravens
Jonathan Freeny,New England Patriots,1,7,5,1.0,0,0,0,0,Home,Denver Broncos
D'Qwell Jackson,Indianapolis Colts,1,6,5,1.0,1,0,0,0,Away,Tampa Bay Buccaneers
Bobby Wagner,Seattle Seahawks,1,7,5,0.0,1,0,1,0,Away,Pittsburgh Steelers
Avery Williamson,Tennessee Titans,1,7,4,1.0,0,0,0,0,Away,Oakland Raiders
Lamarr Houston,Chicago Bears,1,6,1,1.0,0,0,0,1,Home,Green Bay Packers
Khalil Mack,Oakland Raiders,1,3,3,2.0,0,0,0,0,Home,Tennessee Titans
Ryan Kerrigan,Washington Redskins,1,3,0,2.0,1,0,0,0,Away,New York Giants
Erik Walden,Indianapolis Colts,1,4,0,2.0,0,0,0,0,Away,Tampa Bay Buccaneers
Chandler Jones,New England Patriots,1,2,0,0.0,1,1,1,0,Home,Denver Broncos
Paul Posluszny,Jacksonville Jaguars,1,11,0,0.0,0,0,0,0,Away,San Diego Chargers
Malcolm Smith,Oakland Raiders,1,8,2,0.0,2,0,0,0,Home,Tennessee Titans
Manti Te'o,San Diego Chargers,1,4,2,0.0,1,1,0,0,Home,Jacksonville Jaguars
Tamba Hali,Kansas City Chiefs,1,3,1,1.0,0,0,1,0,Away,Buffalo Bills
Rolando McClain,Dallas Cowboys,1,7,5,0.0,1,0,0,0,Away,Carolina Panthers
Perry Riley,Washington Redskins,1,3,3,0.0,1,1,0,0,Away,New York Giants
Kwon Alexander,Tampa Bay Buccaneers,1,7,3,0.0,1,0,0,0,Home,Indianapolis Colts
Thomas Davis,Carolina Panthers,1,4,1,1.0,1,0,0,0,Home,Dallas Cowboys
Elvis Dumervil,Baltimore Ravens,1,3,1,1.5,0,0,0,0,Home,Cleveland Browns
Stephone Anthony,New Orleans Saints,1,8,2,0.0,0,0,0,0,Home,Houston Texans
Derrick Johnson,Kansas City Chiefs,1,7,2,0.0,1,0,0,0,Away,Buffalo Bills
Sean Lee,Dallas Cowboys,1,5,6,0.0,1,0,0,0,Away,Carolina Panthers
Josh Mauga,Kansas City Chiefs,1,9,0,0.0,0,0,0,0,Away,Buffalo Bills
Navorro Bowman,San Francisco 49ers,1,7,1,0.0,1,0,0,0,Away,Arizona Cardinals
Philip Wheeler,Atlanta Falcons,1,6,5,0.0,0,0,0,0,Away,Minnesota Vikings
Kevin Minter,Arizona Cardinals,1,5,2,0.5,0,0,0,0,Home,San Francisco 49ers
Stephen Tulloch,Detroit Lions,1,3,2,1.0,0,0,0,0,Away,Philadelphia Eagles
James Laurinaitis,St. Louis Rams,1,6,3,0.0,0,0,0,0,Home,Cincinnati Bengals
Von Miller,Denver Broncos,1,3,1,1.0,0,0,0,0,Away,New England Patriots
Kelvin Sheppard,Miami Dolphins,1,4,5,0.0,1,0,0,0,Home,New York Jets
Jerrell Freeman,Indianapolis Colts,1,6,2,0.0,0,0,0,0,Away,Tampa Bay Buccaneers
Nate Irving,Indianapolis Colts,1,2,0,1.0,1,0,0,0,Away,Tampa Bay Buccaneers
Lorenzo Mauldin,New York Jets,1,1,0,1.0,0,0,0,1,Away,Miami Dolphins
Darryl Tapp,Detroit Lions,1,3,0,1.0,0,0,0,0,Away,Philadelphia Eagles
Tahir Whitehead,Detroit Lions,1,4,2,0.0,2,0,0,0,Away,Philadelphia Eagles
Akeem Ayers,St. Louis Rams,1,5,3,0.0,0,0,0,0,Home,Cincinnati Bengals
Vontaze Burfict,Cincinnati Bengals,1,6,1,0.0,0,0,0,0,Away,St. Louis Rams
Trent Cole,Indianapolis Colts,1,2,1,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Lavonte David,Tampa Bay Buccaneers,1,4,3,0.0,1,0,0,0,Home,Indianapolis Colts
C.J. Mosley,Baltimore Ravens,1,6,1,0.0,0,0,0,0,Home,Cleveland Browns
Denzel Perryman,San Diego Chargers,1,6,1,0.0,0,0,0,0,Home,Jacksonville Jaguars
Telvin Smith,Jacksonville Jaguars,1,6,1,0.0,0,0,0,0,Away,San Diego Chargers
Lawrence Timmons,Pittsburgh Steelers,1,6,1,0.0,0,0,0,0,Home,Seattle Seahawks
Vince Williams,Pittsburgh Steelers,1,6,1,0.0,0,0,0,0,Home,Seattle Seahawks
Paul Worrilow,Atlanta Falcons,1,5,3,0.0,0,0,0,0,Away,Minnesota Vikings
Willie Young,Chicago Bears,1,2,1,1.0,0,0,0,0,Home,Green Bay Packers
Will Compton,Washington Redskins,1,4,4,0.0,0,0,0,0,Away,New York Giants
Ramon Humber,New Orleans Saints,1,3,6,0.0,0,0,0,0,Home,Houston Texans
