Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Malcolm Jenkins,Philadelphia Eagles,1,6,1,0.0,1,1,0,0,Home,New England Patriots
Marcus Peters,Kansas City Chiefs,1,6,0,0.0,2,1,1,0,Home,Oakland Raiders
Tyvon Branch,Kansas City Chiefs,1,3,1,0.0,1,1,0,0,Home,Oakland Raiders
Reshad Jones,Miami Dolphins,1,7,3,0.0,1,1,0,0,Away,Baltimore Ravens
Isa Abdul-Quddus,Detroit Lions,1,9,2,0.0,1,0,1,0,Away,Green Bay Packers
Mike Adams,Indianapolis Colts,1,10,1,0.0,0,0,1,0,Home,Pittsburgh Steelers
Jimmie Ward,San Francisco 49ers,1,1,1,0.0,1,1,0,0,Home,Chicago Bears
Bacarri Rambo,Buffalo Bills,1,4,2,1.0,3,0,0,0,Away,Houston Texans
Charles Woodson,Oakland Raiders,1,4,1,0.0,0,0,1,2,Away,Kansas City Chiefs
Rontez Miles,New York Jets,1,4,2,0.0,1,1,0,0,Home,New York Giants
Reggie Nelson,Cincinnati Bengals,1,5,0,0.0,1,1,0,0,Home,Cleveland Browns
Glover Quin,Detroit Lions,1,4,2,0.0,1,1,0,0,Away,Green Bay Packers
David Bruton,Denver Broncos,1,9,3,0.0,0,0,0,0,Home,San Diego Chargers
Davon House,Jacksonville Jaguars,1,4,1,0.0,1,1,0,0,Home,Tennessee Titans
Ricardo Allen,Atlanta Falcons,1,8,0,0.0,0,0,0,1,Home,Tampa Bay Buccaneers
Dashon Goldson,Washington Redskins,1,4,2,0.0,0,0,1,1,Away,Dallas Cowboys
Jaquiski Tartt,San Francisco 49ers,1,5,2,1.0,0,0,0,0,Home,Chicago Bears
Jason Verrett,San Diego Chargers,1,4,0,0.0,1,1,0,0,Away,Denver Broncos
Mark Barron,St. Louis Rams,1,5,1,0.0,1,0,1,0,Away,Arizona Cardinals
Ha'Sean Clinton-Dix,Green Bay Packers,1,4,3,1.0,0,0,0,0,Home,Detroit Lions
Rashad Johnson,Arizona Cardinals,1,3,1,0.0,1,1,0,0,Home,St. Louis Rams
Kenny Vaccaro,New Orleans Saints,1,6,3,0.0,0,0,0,1,Away,Carolina Panthers
Patrick Chung,New England Patriots,1,4,2,0.0,1,0,1,0,Away,Philadelphia Eagles
Barry Church,Dallas Cowboys,1,7,4,0.0,0,0,0,0,Home,Washington Redskins
John Cyprien,Jacksonville Jaguars,1,7,4,0.0,0,0,0,0,Home,Tennessee Titans
Patrick Peterson,Arizona Cardinals,1,5,0,0.0,1,0,1,0,Home,St. Louis Rams
Marcus Roberson,St. Louis Rams,1,6,0,0.0,3,0,0,0,Away,Arizona Cardinals
Walter Thurmond,Philadelphia Eagles,1,6,4,0.0,1,0,0,0,Home,New England Patriots
Desmond Trufant,Atlanta Falcons,1,2,2,0.0,1,1,0,0,Home,Tampa Bay Buccaneers
Sergio Brown,Jacksonville Jaguars,1,4,1,1.0,0,0,0,0,Home,Tennessee Titans
Kurt Coleman,Carolina Panthers,1,2,1,0.0,1,1,0,0,Home,New Orleans Saints
Landon Collins,New York Giants,1,7,1,0.0,1,0,0,0,Away,New York Jets
Patrick Robinson,San Diego Chargers,1,7,1,0.0,1,0,0,0,Away,Denver Broncos
Daniel Sorensen,Kansas City Chiefs,1,4,1,1.0,0,0,0,0,Home,Oakland Raiders
Robert Blanton,Minnesota Vikings,1,7,2,0.0,0,0,0,0,Away,Seattle Seahawks
Delvin Breaux,New Orleans Saints,1,1,0,0.0,2,1,0,0,Away,Carolina Panthers
Antone Exum,Minnesota Vikings,1,5,0,0.0,0,0,1,0,Away,Seattle Seahawks
Michael Griffin,Tennessee Titans,1,7,2,0.0,0,0,0,0,Away,Jacksonville Jaguars
Lamarcus Joyner,St. Louis Rams,1,5,2,0.0,2,0,0,0,Away,Arizona Cardinals
Kendrick Lewis,Baltimore Ravens,1,5,0,0.0,0,0,1,0,Home,Miami Dolphins
Byron Maxwell,Philadelphia Eagles,1,1,2,0.0,1,1,0,0,Home,New England Patriots
Bobby McCain,Miami Dolphins,1,7,0,0.0,1,0,0,0,Away,Baltimore Ravens
Nickell Robey,Buffalo Bills,1,5,0,0.0,3,0,0,0,Away,Houston Texans
Eric Weddle,San Diego Chargers,1,4,2,0.0,3,0,0,0,Away,Denver Broncos
Earl Thomas,Seattle Seahawks,1,1,1,0.0,1,1,0,0,Home,Minnesota Vikings
Brandon Boykin,Pittsburgh Steelers,1,0,0,0.0,2,1,0,0,Away,Indianapolis Colts
Josh Bush,Denver Broncos,1,4,0,0.0,0,0,1,0,Home,San Diego Chargers
Janoris Jenkins,St. Louis Rams,1,6,0,0.0,1,0,0,0,Away,Arizona Cardinals
Sterling Moore,Tampa Bay Buccaneers,1,5,0,0.0,2,0,0,0,Away,Atlanta Falcons
Ron Parker,Kansas City Chiefs,1,7,0,0.0,0,0,0,0,Home,Oakland Raiders
