Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
James Harrison,Pittsburgh Steelers,1,6,1,3.0,0,0,1,0,Away,Indianapolis Colts
Derrick Johnson,Kansas City Chiefs,1,13,1,1.0,0,0,1,0,Home,Oakland Raiders
Telvin Smith,Jacksonville Jaguars,1,7,2,2.0,0,0,1,0,Home,Tennessee Titans
Stephone Anthony,New Orleans Saints,1,4,6,0.0,0,0,1,1,Away,Carolina Panthers
Von Miller,Denver Broncos,1,4,0,2.0,1,0,1,1,Home,San Diego Chargers
Kwon Alexander,Tampa Bay Buccaneers,1,6,4,1.0,1,0,1,0,Away,Atlanta Falcons
Lavonte David,Tampa Bay Buccaneers,1,6,5,0.0,1,1,0,0,Away,Atlanta Falcons
Khalil Mack,Oakland Raiders,1,5,3,2.0,0,0,0,0,Away,Kansas City Chiefs
Thomas Davis,Carolina Panthers,1,7,0,1.0,0,0,1,0,Home,New Orleans Saints
Danny Trevathan,Denver Broncos,1,2,0,0.0,1,1,0,0,Home,San Diego Chargers
Navorro Bowman,San Francisco 49ers,1,13,1,0.0,0,0,0,0,Home,Chicago Bears
Sean Lee,Dallas Cowboys,1,6,7,1.0,0,0,0,0,Home,Washington Redskins
D'Qwell Jackson,Indianapolis Colts,1,11,0,0.0,2,0,0,0,Home,Pittsburgh Steelers
Daryl Smith,Baltimore Ravens,1,9,0,1.0,0,0,0,0,Home,Miami Dolphins
Frank Zombo,Kansas City Chiefs,1,4,1,2.0,0,0,0,0,Home,Oakland Raiders
Paul Posluszny,Jacksonville Jaguars,1,10,3,0.0,0,0,0,0,Home,Tennessee Titans
Paul Worrilow,Atlanta Falcons,1,6,4,0.0,0,0,1,0,Home,Tampa Bay Buccaneers
Mason Foster,Washington Redskins,1,4,3,0.0,0,0,1,1,Away,Dallas Cowboys
Melvin Ingram,San Diego Chargers,1,6,1,1.0,0,0,0,0,Away,Denver Broncos
Julius Peppers,Green Bay Packers,1,3,0,1.0,0,0,1,0,Home,Detroit Lions
Denzel Perryman,San Diego Chargers,1,10,0,0.0,0,0,0,0,Away,Denver Broncos
Jake Ryan,Green Bay Packers,1,6,4,0.0,0,0,0,1,Home,Detroit Lions
Jamie Collins,New England Patriots,1,3,5,0.0,1,0,1,0,Away,Philadelphia Eagles
K.J. Wright,Seattle Seahawks,1,9,1,0.0,0,0,0,0,Home,Minnesota Vikings
James Anderson,New Orleans Saints,1,7,4,0.0,0,0,0,0,Away,Carolina Panthers
Jerry Hughes,Buffalo Bills,1,4,2,1.0,0,0,0,0,Away,Houston Texans
Josh Mauga,Kansas City Chiefs,1,3,0,0.0,1,1,0,0,Home,Oakland Raiders
Wesley Woodyard,Tennessee Titans,1,0,2,0.0,0,0,0,1,Away,Jacksonville Jaguars
Willie Young,Chicago Bears,1,2,1,1.5,0,0,0,0,Away,San Francisco 49ers
Shaquil Barrett,Denver Broncos,1,3,0,1.0,1,0,0,0,Home,San Diego Chargers
Jasper Brinkley,New York Giants,1,5,0,0.0,0,0,1,0,Away,New York Jets
Jerod Mayo,New England Patriots,1,2,2,1.0,1,0,0,0,Away,Philadelphia Eagles
Vince Williams,Pittsburgh Steelers,1,5,2,0.0,0,0,0,1,Away,Indianapolis Colts
Manny Lawson,Buffalo Bills,1,7,1,0.0,0,0,0,0,Away,Houston Texans
Rolando McClain,Dallas Cowboys,1,5,5,0.0,0,0,0,0,Home,Washington Redskins
Arthur Moats,Pittsburgh Steelers,1,2,1,1.0,1,0,0,0,Away,Indianapolis Colts
Craig Robertson,Cleveland Browns,1,6,3,0.0,0,0,0,0,Away,Cincinnati Bengals
Lawrence Timmons,Pittsburgh Steelers,1,7,1,0.0,0,0,0,0,Away,Indianapolis Colts
Preston Brown,Buffalo Bills,1,5,4,0.0,0,0,0,0,Away,Houston Texans
Vontaze Burfict,Cincinnati Bengals,1,6,2,0.0,0,0,0,0,Home,Cleveland Browns
Jonathan Casillas,New York Giants,1,7,0,0.0,0,0,0,0,Away,New York Jets
Jarvis Jones,Pittsburgh Steelers,1,1,0,0.0,1,1,0,0,Away,Indianapolis Colts
Malcolm Smith,Oakland Raiders,1,4,0,0.0,0,0,1,0,Away,Kansas City Chiefs
Bobby Wagner,Seattle Seahawks,1,7,0,0.0,0,0,0,0,Home,Minnesota Vikings
David Harris,New York Jets,1,4,5,0.0,0,0,0,0,Home,New York Giants
Nate Irving,Indianapolis Colts,1,2,1,0.0,1,0,1,0,Home,Pittsburgh Steelers
Kelvin Sheppard,Miami Dolphins,1,5,3,0.0,0,0,0,0,Away,Baltimore Ravens
Akeem Ayers,St. Louis Rams,1,6,0,0.0,0,0,0,0,Away,Arizona Cardinals
Will Compton,Washington Redskins,1,4,4,0.0,0,0,0,0,Away,Dallas Cowboys
Jelani Jenkins,Miami Dolphins,1,3,4,0.0,1,0,0,0,Away,Baltimore Ravens
