Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Antonio Brown,Pittsburgh Steelers,1,23,17,284,0,2,22,0,Away,Oakland Raiders,9
Cole Beasley,Dallas Cowboys,1,11,9,112,2,0,0,0,Away,Philadelphia Eagles,9
Michael Crabtree,Oakland Raiders,1,12,7,108,2,0,0,0,Home,Pittsburgh Steelers,9
Sammy Watkins,Buffalo Bills,1,8,8,168,1,0,0,0,Away,Miami Dolphins,9
Jordan Matthews,Philadelphia Eagles,1,12,9,133,1,0,0,0,Home,Dallas Cowboys,9
Allen Hurns,Jacksonville Jaguars,1,8,5,122,1,0,0,0,Home,New York Jets,9
Dez Bryant,Dallas Cowboys,1,8,5,104,1,0,0,0,Away,Philadelphia Eagles,9
Randall Cobb,Green Bay Packers,1,12,4,99,1,0,0,0,Home,Carolina Panthers,9
Mike Evans,Tampa Bay Buccaneers,1,19,8,152,0,0,0,0,Away,New York Giants,9
Alshon Jeffery,Chicago Bears,1,16,10,151,0,0,0,0,Home,San Diego Chargers,9
Emmanuel Sanders,Denver Broncos,1,11,6,90,1,0,0,0,Home,Indianapolis Colts,9
Amari Cooper,Oakland Raiders,1,13,7,88,1,0,0,0,Home,Pittsburgh Steelers,9
Eric Decker,New York Jets,1,9,6,79,1,0,0,0,Away,Jacksonville Jaguars,9
Julio Jones,Atlanta Falcons,1,17,10,137,0,0,0,0,Home,San Francisco 49ers,9
Brandin Cooks,New Orleans Saints,1,6,4,73,1,0,0,0,Away,Tennessee Titans,9
Devin Funchess,Carolina Panthers,1,4,3,71,1,0,0,0,Away,Green Bay Packers,9
Allen Robinson,Jacksonville Jaguars,1,11,6,121,0,0,0,0,Home,New York Jets,9
Julian Edelman,New England Patriots,1,8,5,55,1,0,0,0,Away,Washington Redskins,9
Bryan Walters,Jacksonville Jaguars,1,7,5,54,1,0,0,0,Home,New York Jets,9
Mohamed Sanu,Cincinnati Bengals,1,3,3,25,0,1,25,1,Away,Cleveland Browns,9
Odell Beckham Jr.,New York Giants,1,17,9,105,0,0,0,0,Home,Tampa Bay Buccaneers,9
Brandon Marshall,New York Jets,1,8,4,44,1,0,0,0,Away,Jacksonville Jaguars,9
Brandon LaFell,New England Patriots,1,9,5,102,0,0,0,0,Away,Washington Redskins,9
Rueben Randle,New York Giants,1,5,5,40,1,0,0,0,Home,Tampa Bay Buccaneers,9
Philly Brown,Carolina Panthers,1,4,2,50,1,1,-12,0,Away,Green Bay Packers,9
Willie Snead,New Orleans Saints,1,10,6,95,0,0,0,0,Away,Tennessee Titans,9
Davante Adams,Green Bay Packers,1,11,7,93,0,0,0,0,Home,Carolina Panthers,9
Martavis Bryant,Pittsburgh Steelers,1,7,3,31,1,0,0,0,Away,Oakland Raiders,9
Kenny Britt,St. Louis Rams,1,5,3,87,0,0,0,0,Home,Minnesota Vikings,9
Jarvis Landry,Miami Dolphins,1,13,11,69,0,4,18,0,Home,Buffalo Bills,9
Jerricho Cotchery,Carolina Panthers,1,6,3,82,0,0,0,0,Away,Green Bay Packers,9
T.Y. Hilton,Indianapolis Colts,1,6,5,82,0,0,0,0,Away,Denver Broncos,9
Tavon Austin,St. Louis Rams,1,7,4,15,0,8,66,0,Home,Minnesota Vikings,9
Marvin Jones,Cincinnati Bengals,1,6,5,78,0,0,0,0,Away,Cleveland Browns,9
Dorial Green-Beckham,Tennessee Titans,1,10,5,77,0,0,0,0,Home,New Orleans Saints,9
Justin Hunter,Tennessee Titans,1,4,3,17,1,0,0,0,Home,New Orleans Saints,9
Kenny Stills,Miami Dolphins,1,5,3,74,0,0,0,0,Home,Buffalo Bills,9
Harry Douglas,Tennessee Titans,1,5,5,73,0,0,0,0,Home,New Orleans Saints,9
Seth Roberts,Oakland Raiders,1,4,3,73,0,0,0,0,Home,Pittsburgh Steelers,9
Griff Whalen,Indianapolis Colts,1,6,5,73,0,0,0,0,Away,Denver Broncos,9
Pierre Garcon,Washington Redskins,1,8,4,70,0,0,0,0,Home,New England Patriots,9
Quinton Patton,San Francisco 49ers,1,5,3,70,0,0,0,0,Away,Atlanta Falcons,9
Steve Johnson,San Diego Chargers,1,10,7,68,0,0,0,0,Away,Chicago Bears,9
Brandon Coleman,New Orleans Saints,1,3,2,58,0,0,0,0,Away,Tennessee Titans,9
James Jones,Green Bay Packers,1,6,2,57,0,0,0,0,Home,Carolina Panthers,9
Adam Humphries,Tampa Bay Buccaneers,1,5,5,55,0,0,0,0,Away,New York Giants,9
Rishard Matthews,Miami Dolphins,1,4,4,54,0,0,0,0,Home,Buffalo Bills,9
A.J. Green,Cincinnati Bengals,1,6,4,53,0,0,0,0,Away,Cleveland Browns,9
Jamison Crowder,Washington Redskins,1,8,6,50,0,0,0,0,Home,New England Patriots,9
Demaryius Thomas,Denver Broncos,1,7,5,50,0,0,0,0,Home,Indianapolis Colts,9
Kenbrell Thompkins,New York Jets,1,4,4,45,0,0,0,0,Away,Jacksonville Jaguars,9
Torrey Smith,San Francisco 49ers,1,4,2,44,0,0,0,0,Away,Atlanta Falcons,9
Stefon Diggs,Minnesota Vikings,1,5,3,42,0,0,0,0,Away,St. Louis Rams,9
Marques Colston,New Orleans Saints,1,3,3,37,0,0,0,0,Away,Tennessee Titans,9
Danny Amendola,New England Patriots,1,5,4,24,0,1,8,0,Away,Washington Redskins,9
