,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
45,Antonio Brown,WR,26.53,0.0,26.53,26.53,26.530000000000005,26.53
30,Julio Jones,WR,23.6,0.0,23.6,23.6,23.600000000000005,23.6
105,Odell Beckham,WR,20.38,0.0,20.38,20.38,20.380000000000006,20.38
28,A.J. Green,WR,18.57,0.0,18.57,18.57,18.57,18.57
87,DeAndre Hopkins,WR,17.54,0.0,17.54,17.54,17.540000000000003,17.54
66,Alshon Jeffery,WR,17.25,0.0,17.25,17.25,17.250000000000004,17.25
33,Brandon Marshall,WR,16.68,0.0,16.68,16.68,16.679999999999996,16.68
16,Dez Bryant,WR,16.62,0.0,16.62,16.62,16.62,16.62
106,Brandin Cooks,WR,16.19,0.0,16.19,16.19,16.190000000000005,16.19
108,Allen Robinson,WR,16.16,0.0,16.16,16.16,16.160000000000004,16.16
37,Larry Fitzgerald,WR,15.94,0.0,15.94,15.94,15.940000000000005,15.94
102,Jarvis Landry,WR,15.75,0.0,15.75,15.75,15.750000000000002,15.75
99,Mike Evans,WR,15.36,0.0,15.36,15.36,15.359999999999996,15.36
146,Amari Cooper,WR,15.08,0.0,15.08,15.08,15.079999999999998,15.08
100,Kelvin Benjamin,WR,15.05,0.0,15.05,15.05,15.050000000000004,15.05
107,Jordan Matthews,WR,14.98,0.0,14.98,14.98,14.979999999999997,14.98
3,Jordy Nelson,WR,14.81,0.0,14.81,14.81,14.809999999999997,14.81
22,Demaryius Thomas,WR,14.79,0.0,14.79,14.79,14.790000000000001,14.79
21,Golden Tate,WR,14.64,0.0,14.64,14.64,14.640000000000004,14.64
58,Marvin Jones,WR,14.57,0.0,14.57,14.57,14.569999999999999,14.57
18,Eric Decker,WR,14.52,0.0,14.52,14.52,14.519999999999998,14.52
98,Sammy Watkins,WR,14.28,0.0,14.28,14.28,14.280000000000005,14.28
53,Doug Baldwin,WR,14.19,0.0,14.19,14.19,14.19,14.19
124,Willie Snead,WR,14.09,0.0,14.09,14.09,14.090000000000002,14.09
55,Travis Benjamin,WR,13.95,0.0,13.95,13.95,13.95,13.95
15,Julian Edelman,WR,13.82,0.0,13.82,13.82,13.82,13.82
13,Jeremy Maclin,WR,13.78,0.0,13.78,13.78,13.780000000000003,13.78
27,Randall Cobb,WR,13.6,0.0,13.6,13.6,13.600000000000001,13.6
10,Michael Crabtree,WR,13.39,0.0,13.39,13.39,13.39,13.39
163,Tyrell Williams,WR,13.18,0.0,13.18,13.18,13.18,13.18
168,Sterling Shepard,WR,13.05,0.0,13.05,13.05,13.05,13.05
56,Michael Floyd,WR,13.02,0.0,13.02,13.02,13.020000000000001,13.02
57,T.Y. Hilton,WR,12.69,0.0,12.69,12.69,12.69,12.69
110,Donte Moncrief,WR,12.61,0.0,12.61,12.61,12.61,12.61
34,Steve Smith,WR,12.52,0.0,12.52,12.52,12.52,12.52
171,Corey Coleman,WR,12.47,0.0,12.47,12.47,12.47,12.47
128,Allen Hurns,WR,12.31,0.0,12.31,12.31,12.309999999999999,12.31
4,DeSean Jackson,WR,12.07,0.0,12.07,12.07,12.070000000000002,12.07
20,Emmanuel Sanders,WR,11.6,0.0,11.6,11.6,11.600000000000001,11.6
38,Vincent Jackson,WR,11.52,0.0,11.52,11.52,11.52,11.52
54,Terrelle Pryor,WR,11.41,0.0,11.41,11.41,11.410000000000002,11.41
120,John Brown,WR,11.37,0.0,11.37,11.37,11.370000000000003,11.37
141,Tyler Lockett,WR,11.06,0.0,11.06,11.06,11.060000000000002,11.06
187,Michael Thomas,WR,10.8,0.0,10.8,10.8,10.8,10.8
134,Jamison Crowder,WR,10.78,0.0,10.78,10.78,10.780000000000001,10.78
169,Tajae Sharpe,WR,10.65,0.0,10.65,10.65,10.65,10.65
61,Rishard Matthews,WR,10.34,0.0,10.34,10.34,10.34,10.34
89,Kenny Stills,WR,10.19,0.0,10.19,10.19,10.190000000000001,10.19
150,Stefon Diggs,WR,10.02,0.0,10.02,10.02,10.019999999999998,10.02
143,Devin Funchess,WR,9.73,0.0,9.73,9.73,9.729999999999999,9.73
67,Mohamed Sanu,WR,9.7,0.0,9.7,9.7,9.699999999999998,9.7
51,Kamar Aiken,WR,9.67,0.0,9.67,9.67,9.669999999999998,9.67
31,Torrey Smith,WR,9.47,0.0,9.47,9.47,9.47,9.47
6,Pierre Garcon,WR,9.42,0.0,9.42,9.42,9.42,9.42
173,Will Fuller,WR,9.18,0.0,9.18,9.18,9.179999999999998,9.18
81,Markus Wheaton,WR,9.15,0.0,9.15,9.15,9.15,9.15
82,Tavon Austin,WR,8.82,0.0,8.82,8.82,8.82,8.82
133,DeVante Parker,WR,8.74,0.0,8.74,8.74,8.739999999999998,8.74
138,Phillip Dorsett,WR,8.65,0.0,8.65,8.65,8.65,8.65
160,Eli Rogers,WR,8.16,0.0,8.16,8.16,8.159999999999998,8.16
43,Mike Wallace,WR,8.13,0.0,8.13,8.13,8.13,8.13
77,Terrance Williams,WR,8.1,0.0,8.1,8.1,8.100000000000001,8.1
36,Anquan Boldin,WR,7.92,0.0,7.92,7.92,7.920000000000001,7.92
24,Jeremy Kerley,WR,7.87,0.0,7.87,7.87,7.869999999999999,7.87
118,Quincy Enunwa,WR,7.87,0.0,7.87,7.87,7.869999999999999,7.87
59,Jermaine Kearse,WR,7.81,0.0,7.81,7.81,7.810000000000001,7.81
91,Charles Johnson,WR,7.78,0.0,7.78,7.78,7.780000000000001,7.78
41,Ted Ginn,WR,7.67,0.0,7.67,7.67,7.669999999999999,7.67
179,Tyler Boyd,WR,7.58,0.0,7.58,7.58,7.58,7.58
52,Dontrelle Inman,WR,7.29,0.0,7.29,7.29,7.290000000000001,7.29
149,Nelson Agholor,WR,7.23,0.0,7.23,7.23,7.23,7.23
19,Brandon LaFell,WR,7.19,0.0,7.19,7.19,7.19,7.19
64,Kendall Wright,WR,7.09,0.0,7.09,7.09,7.09,7.09
104,Davante Adams,WR,6.99,0.0,6.99,6.99,6.990000000000001,6.99
49,Chris Hogan,WR,6.96,0.0,6.96,6.96,6.96,6.96
88,Robert Woods,WR,6.94,0.0,6.94,6.94,6.9399999999999995,6.94
79,Quinton Patton,WR,6.93,0.0,6.93,6.93,6.93,6.93
148,Breshad Perriman,WR,6.89,0.0,6.89,6.89,6.890000000000001,6.89
135,Justin Hardy,WR,6.73,0.0,6.73,6.73,6.73,6.73
93,Adam Thielen,WR,6.71,0.0,6.71,6.71,6.71,6.71
71,Cole Beasley,WR,6.52,0.0,6.52,6.52,6.520000000000001,6.52
44,Victor Cruz,WR,6.48,0.0,6.48,6.48,6.4799999999999995,6.48
9,Kenny Britt,WR,6.35,0.0,6.35,6.35,6.3500000000000005,6.35
131,Seth Roberts,WR,6.23,0.0,6.23,6.23,6.2299999999999995,6.23
83,Marquise Goodwin,WR,6.08,0.0,6.08,6.08,6.08,6.08
172,Josh Doctson,WR,5.89,0.0,5.89,5.89,5.890000000000001,5.89
147,Dorial Green-Beckham,WR,5.41,0.0,5.41,5.41,5.41,5.41
5,Eddie Royal,WR,5.2,0.0,5.2,5.2,5.2,5.2
178,Pharoh Cooper,WR,5.18,0.0,5.18,5.18,5.18,5.18
151,Chris Conley,WR,5.17,0.0,5.17,5.17,5.17,5.17
153,J.J. Nelson,WR,5.11,0.0,5.11,5.11,5.11,5.11
139,Rashad Greene,WR,5.02,0.0,5.02,5.02,5.0200000000000005,5.02
35,Andre Johnson,WR,4.99,0.0,4.99,4.99,4.99,4.99
125,Albert Wilson,WR,4.83,0.0,4.83,4.83,4.83,4.83
174,Braxton Miller,WR,4.59,0.0,4.59,4.59,4.590000000000001,4.59
