,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Chris Borland,SF,1,9,4,0.0,3,2,0,0
Alec Ogletree,STL,1,10,3,0.0,2,1,0,0
Luke Kuechly,CAR,1,9,2,0.0,2,0,0,1
Brandon Marshall,DEN,1,13,2,0.0,0,0,0,0
James Laurinaitis,STL,1,7,4,1.0,0,0,0,0
Avery Williamson,TEN,1,2,6,2.0,0,0,0,0
Thomas Davis,CAR,1,7,5,0.0,0,0,1,0
Jameel McClain,NYG,1,11,3,0.0,0,0,0,0
Julius Peppers,GB,1,0,1,0.0,1,1,0,0
Kavell Conner,SD,1,6,3,1.0,0,0,0,0
Michael Wilhoite,SF,1,4,3,0.0,1,1,0,0
Paul Worrilow,ATL,1,6,3,1.0,0,0,0,0
Tamba Hali,KC,1,7,0,1.0,0,0,0,0
Alex Okafor,ARI,1,3,0,2.0,0,0,0,0
Vincent Rey,CIN,1,10,2,0.0,0,0,0,0
Lavonte David,TB,1,8,5,0.0,0,0,0,0
Chad Greenway,MIN,1,9,2,0.0,0,0,0,0
Josh Bynes,DET,1,3,1,0.0,1,1,0,0
Jamie Collins,NE,1,5,3,0.0,0,0,1,0
Curtis Lofton,NO,1,8,3,0.0,0,0,0,0
Clay Matthews,GB,1,4,1,1.0,1,0,0,0
Brian Cushing,HOU,1,4,2,0.0,1,0,1,0
Emmanuel Lamur,CIN,1,8,2,0.0,0,0,0,0
DeAndre Levy,DET,1,8,2,0.0,0,0,0,0
Von Miller,DEN,1,5,0,1.0,0,0,0,0
Mike Mohamed,HOU,1,1,0,0.0,3,1,0,0
Akeem Dent,HOU,1,4,1,1.0,0,0,0,0
Mark Herzlich,NYG,1,6,3,0.0,1,0,0,0
Khalil Mack,OAK,1,4,1,1.0,0,0,0,0
Trent Murphy,WAS,1,1,1,1.0,0,0,1,0
Parys Haralson,NO,1,4,0,1.0,0,0,0,0
Danny Lansanah,TB,1,2,0,0.0,1,1,0,0
Deone Bucannon,ARI,1,7,1,0.0,0,0,0,0
D'Qwell Jackson,IND,1,4,7,0.0,0,0,0,0
Sio Moore,OAK,1,6,3,0.0,0,0,0,0
Craig Robertson,CLE,1,4,7,0.0,0,0,0,0
Miles Burris,OAK,1,4,4,0.0,1,0,0,0
Christian Kirksey,CLE,1,3,6,0.0,1,0,0,0
Jerrell Freeman,IND,1,4,5,0.0,0,0,0,0
Bjoern Werner,IND,1,6,1,0.0,0,0,0,0
Jeremiah Attaochu,SD,1,2,0,1.0,0,0,0,0
Donald Butler,SD,1,3,0,0.0,1,0,0,1
Larry Foote,ARI,1,6,0,0.0,0,0,0,0
Jerry Hughes,BUF,1,3,0,0.0,0,0,1,0
Keenan Robinson,WAS,1,5,2,0.0,0,0,0,0
David Hawthorne,NO,1,4,3,0.0,0,0,0,0
Dont'a Hightower,NE,1,3,3,0.0,1,0,0,0
Barkevious Mingo,CLE,1,4,3,0.0,0,0,0,0
Shaun Phillips,TEN,1,1,1,1.0,0,0,0,0
Vince Williams,PIT,1,4,3,0.0,0,0,0,0
