,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Justin Forsett,BAL,1,22,182,2,2,2,8,0
Eddie Lacy,GB,1,25,125,1,2,2,13,1
C.J. Anderson,DEN,1,27,167,1,4,4,28,0
Matt Forte,CHI,1,23,89,2,6,5,23,0
Latavius Murray,OAK,1,4,112,2,0,0,0,0
Isaiah Crowell,CLE,1,12,88,2,0,0,0,0
LeGarrette Blount,NE,1,12,78,2,0,0,0,0
LeSean McCoy,PHI,1,21,130,1,1,1,1,0
Alfred Morris,WAS,1,21,125,1,1,1,5,0
Jamaal Charles,KC,1,19,80,0,7,4,42,1
Ryan Mathews,SD,1,12,105,1,2,2,8,0
Jeremy Hill,CIN,1,18,87,1,1,1,9,0
DeMarco Murray,DAL,1,24,121,0,3,2,22,0
Anthony Dixon,BUF,1,12,54,1,1,1,8,0
Rashad Jennings,NYG,1,19,52,0,10,8,68,0
Steven Jackson,ATL,1,13,34,1,3,2,17,0
Andre Williams,NYG,1,10,35,1,2,1,12,0
Fred Jackson,BUF,1,10,32,1,4,3,13,0
Trent Richardson,IND,1,13,42,1,1,0,0,0
Darren Sproles,PHI,1,6,25,1,4,3,14,0
Dan Herron,IND,1,12,65,0,5,5,31,0
Tre Mason,STL,1,16,62,0,2,1,26,0
Jacquizz Rodgers,ATL,1,3,16,0,3,3,11,1
Marshawn Lynch,SEA,1,15,39,0,4,3,43,0
Daniel Thomas,MIA,1,3,19,1,0,0,0,0
Dexter McCluster,TEN,1,1,2,0,3,3,15,1
Carlos Hyde,SF,1,7,16,1,0,0,0,0
Shonn Greene,TEN,1,6,15,1,0,0,0,0
Denard Robinson,JAC,1,14,25,0,5,4,47,0
Terrance West,CLE,1,14,62,0,1,1,9,0
Giovani Bernard,CIN,1,17,45,0,3,2,22,0
Lamar Miller,MIA,1,12,59,0,1,1,8,0
Alfred Blue,HOU,1,16,46,0,4,3,20,0
Andre Ellington,ARI,1,10,24,0,8,5,39,0
Jerick McKinnon,MIN,1,15,54,0,3,3,9,0
Chris Johnson,NYJ,1,7,40,0,4,3,22,0
Shane Vereen,NE,1,8,12,0,9,8,48,0
Pierre Thomas,NO,1,5,19,0,8,6,37,0
Theo Riddick,DET,1,2,12,0,6,3,40,0
Bishop Sankey,TEN,1,10,37,0,3,2,14,0
Toby Gerhart,JAC,1,4,31,0,4,3,19,0
Jonathan Grimes,HOU,1,2,16,0,4,3,32,0
Joique Bell,DET,1,19,48,0,2,1,-2,0
Joe Banyard,MIN,1,5,26,0,3,3,19,0
Marcel Reece,OAK,1,8,37,0,5,1,8,0
Mark Ingram,NO,1,11,27,0,2,2,15,0
Bruce Miller,SF,1,0,0,0,3,3,40,0
Branden Oliver,SD,1,6,17,0,4,4,23,0
Chris Ivory,NYJ,1,7,31,0,3,3,7,0
Frank Gore,SF,1,13,36,0,0,0,0,0
