,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Michael Griffin,TEN,1,10,4,1.0,1,1,0,0
Cortez Allen,PIT,1,7,0,0.0,3,1,0,0
Rashean Mathis,DET,1,3,0,0.0,1,1,0,0
Morgan Burnett,GB,1,9,3,0.0,0,0,1,0
E.J. Gaines,STL,1,4,0,0.0,2,1,0,1
Jerraud Powers,ARI,1,7,0,0.0,1,1,0,0
Brice McCain,PIT,1,0,0,0.0,1,1,0,0
Alterraun Verner,TB,1,3,2,0.0,3,1,0,0
Kemal Ishmael,ATL,1,9,5,0.0,0,0,0,0
T.J. McDonald,STL,1,10,1,0.0,1,0,0,0
Harrison Smith,MIN,1,5,1,0.0,1,1,0,0
Kendrick Lewis,HOU,1,1,2,0.0,1,1,1,0
K'Waun Williams,CLE,1,6,0,1.0,1,0,0,0
Johnthan Banks,TB,1,4,1,0.0,1,1,0,0
Vontae Davis,IND,1,3,1,0.0,2,1,0,0
Quintin Demps,NYG,1,4,1,0.0,1,1,0,0
Dawan Landry,NYJ,1,9,1,0.0,1,0,0,0
Perrish Cox,SF,1,3,0,0.0,2,1,0,0
John Cyprien,JAC,1,9,2,0.0,0,0,0,0
Trumaine McBride,NYG,1,7,0,0.0,0,0,1,0
Mark Barron,TB,1,6,3,0.0,2,0,0,0
Stephon Gilmore,BUF,1,3,1,0.0,1,1,0,0
Antrel Rolle,NYG,1,8,3,0.0,0,0,0,0
Johnathan Joseph,HOU,1,7,2,0.0,1,0,0,0
Brandon Meriweather,WAS,1,3,4,1.0,0,0,0,0
Kyle Arrington,NE,1,4,3,0.0,0,0,1,0
Antoine Cason,CAR,1,3,3,0.0,1,0,1,0
Thomas DeCoud,CAR,1,1,3,0.0,1,1,0,0
Isaiah Frey,CHI,1,1,5,0.0,0,0,1,1
Casey Hayward,GB,1,4,1,0.0,2,0,0,1
James Ihedigbo,DET,1,5,1,0.0,0,0,1,0
Kareem Jackson,HOU,1,8,1,0.0,0,0,0,0
Nickell Robey,BUF,1,4,1,0.0,2,0,0,1
Sergio Brown,IND,1,3,0,1.0,1,0,0,0
Brandon Carr,DAL,1,6,2,0.0,1,0,0,0
Brandon Flowers,SD,1,1,0,0.0,2,1,0,0
Patrick Robinson,NO,1,1,0,0.0,2,1,0,0
Sean Smith,KC,1,6,0,0.0,2,0,0,0
Darian Stewart,BAL,1,4,0,0.0,1,0,1,0
Lardarius Webb,BAL,1,6,0,0.0,2,0,0,0
Jahleel Addae,SD,1,5,1,0.0,0,0,0,1
Jason McCourty,TEN,1,6,1,0.0,1,0,0,0
Terence Newman,CIN,1,7,1,0.0,0,0,0,0
Darrelle Revis,NE,1,4,1,0.0,0,0,1,0
Tramon Williams,GB,1,6,1,0.0,1,0,0,0
Phillip Adams,NYJ,1,1,0,0.0,1,1,0,0
Roman Harper,CAR,1,1,0,0.0,1,1,0,0
George Iloka,CIN,1,5,4,0.0,0,0,0,0
Ron Parker,KC,1,5,2,0.0,1,0,0,0
Orlando Scandrick,DAL,1,0,0,0.0,2,1,0,0
