,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Lavonte David,TB,1,6,6,1.0,1,0,1,0
David Hawthorne,NO,1,5,0,3.0,0,0,0,0
Chandler Jones,NE,1,4,3,1.5,0,0,1,0
Jason Trusnik,MIA,1,5,5,0.0,2,1,0,0
Craig Robertson,CLE,1,6,4,0.0,1,1,0,0
Bobby Wagner,SEA,1,9,1,1.0,0,0,0,0
Junior Galette,NO,1,2,0,2.0,0,0,1,0
Terrell Suggs,BAL,1,2,2,2.5,0,0,0,0
Danny Lansanah,TB,1,3,5,1.5,1,0,0,0
Clay Matthews,GB,1,4,0,2.0,0,0,0,0
Bruce Carter,DAL,1,5,1,0.0,1,1,0,0
Kelvin Sheppard,MIA,1,7,3,0.0,0,0,1,0
Dont'a Hightower,NE,1,4,4,0.5,0,0,1,0
Luke Kuechly,CAR,1,4,2,0.0,1,1,0,0
Melvin Ingram,SD,1,3,1,1.0,0,0,1,0
Christian Jones,CHI,1,8,5,0.0,0,0,0,0
Gerald Hodges,MIN,1,7,2,0.0,2,0,0,0
Christian Kirksey,CLE,1,6,2,0.0,0,0,1,0
Perry Riley,WAS,1,6,4,0.0,2,0,0,0
Sam Barrington,GB,1,9,1,0.0,0,0,0,0
DeAndre Levy,DET,1,8,3,0.0,0,0,0,0
C.J. Mosley,BAL,1,4,3,1.0,0,0,0,0
Tahir Whitehead,DET,1,9,1,0.0,0,0,0,0
Larry Foote,ARI,1,3,0,1.0,0,0,0,1
Paul Worrilow,ATL,1,5,6,0.0,1,0,0,0
K.J. Wright,SEA,1,5,0,1.0,0,0,0,0
Jerrell Freeman,IND,1,6,3,0.0,1,0,0,0
Pernell McPhee,BAL,1,2,1,1.5,0,0,0,0
D'Qwell Jackson,IND,1,6,4,0.0,0,0,0,0
Mike Mohamed,HOU,1,4,4,0.0,2,0,0,0
Nigel Bradham,BUF,1,4,3,0.0,2,0,0,0
Derrick Morgan,TEN,1,2,3,1.0,0,0,0,0
Julius Peppers,GB,1,3,1,0.0,1,0,1,0
Jon Bostic,CHI,1,6,2,0.0,0,0,0,0
Ahmad Brooks,SF,1,3,0,1.0,0,0,0,0
Will Compton,WAS,1,5,4,0.0,0,0,0,0
Andrew Gachkar,SD,1,6,2,0.0,0,0,0,0
Tamba Hali,KC,1,3,0,1.0,0,0,0,0
Justin Houston,KC,1,3,0,1.0,0,0,0,0
Barkevious Mingo,CLE,1,6,2,0.0,0,0,0,0
Daryl Smith,BAL,1,3,4,0.0,2,0,0,0
J.T. Thomas,JAC,1,2,4,0.0,0,0,1,0
Bjoern Werner,IND,1,4,2,0.0,0,0,0,1
DeMario Davis,NYJ,1,6,1,0.0,0,0,0,0
James Laurinaitis,STL,1,5,1,0.0,1,0,0,0
Khalil Mack,OAK,1,5,1,0.0,1,0,0,0
Casey Matthews,PHI,1,5,3,0.0,0,0,0,0
Alec Ogletree,STL,1,4,1,0.0,2,0,0,0
Ryan Kerrigan,WAS,1,2,0,1.0,0,0,0,0
Paul Kruger,CLE,1,2,0,1.0,0,0,0,0
