,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Roman Harper,CAR,1,6,0,0.0,1,1,0,0
Dwayne Gratz,JAC,1,3,1,0.0,3,1,0,0
Craig Dahl,SF,1,10,0,0.0,1,1,0,0
Mike Harris,NYG,1,10,0,0.0,1,1,0,0
Brice McCain,PIT,1,3,0,0.0,2,2,0,0
Earl Thomas,SEA,1,11,1,0.0,0,0,1,0
Tre Boston,CAR,1,2,0,0.0,1,1,0,0
Kurt Coleman,KC,1,2,0,0.0,2,2,0,0
Bradley McDougald,TB,1,4,0,0.0,3,1,0,0
Antwon Blake,PIT,1,6,1,0.0,0,0,1,1
Chris Culliver,SF,1,3,0,0.0,3,1,0,0
Nate Allen,PHI,1,4,1,0.0,1,1,0,0
Jahleel Addae,SD,1,6,2,0.0,0,0,1,0
Malcolm Jenkins,PHI,1,7,1,0.0,2,0,0,0
Reshad Jones,MIA,1,6,1,0.0,0,0,1,0
Marcus Roberson,STL,1,3,1,0.0,1,1,0,0
Jamarca Sanford,NO,1,9,1,0.0,0,0,0,0
Bashaud Breeland,WAS,1,8,2,0.0,0,0,0,0
Morgan Burnett,GB,1,5,2,0.0,1,0,0,1
John Cyprien,JAC,1,7,4,0.0,0,0,0,0
Ryan Mundy,CHI,1,7,4,0.0,0,0,0,0
Reggie Nelson,CIN,1,3,0,0.0,1,1,0,0
Ron Brooks,BUF,1,8,1,0.0,0,0,0,0
D.J. Hayden,OAK,1,4,3,0.0,3,0,0,0
Leonard Johnson,TB,1,2,1,0.0,1,1,0,0
Keenan Lewis,NO,1,2,0,0.0,1,1,0,0
Antrel Rolle,NYG,1,8,0,0.0,0,0,0,0
Keith Tandy,TB,1,2,0,0.0,1,1,0,0
Jimmy Wilson,MIA,1,7,0,0.0,1,0,0,0
Vontae Davis,IND,1,2,1,0.0,0,0,1,1
Glover Quin,DET,1,7,1,0.0,0,0,0,0
Aqib Talib,DEN,1,3,1,1.0,0,0,0,0
J.J. Wilcox,DAL,1,5,1,0.0,0,0,0,1
Josh Bush,DEN,1,1,0,0.0,1,1,0,0
Antonio Cromartie,ARI,1,7,0,0.0,0,0,0,0
Michael Griffin,TEN,1,5,2,0.0,1,0,0,0
Kemal Ishmael,ATL,1,7,0,0.0,0,0,0,0
Lamarcus Joyner,STL,1,2,2,1.0,0,0,0,0
T.J. McDonald,STL,1,3,4,0.0,0,0,0,1
Keith McGill,OAK,1,5,0,0.0,0,0,0,1
Brandian Ross,OAK,1,4,4,0.0,1,0,0,0
Andrew Sendejo,MIN,1,5,4,0.0,0,0,0,0
Coty Sensabaugh,TEN,1,3,2,0.0,3,0,0,0
Lardarius Webb,BAL,1,1,0,0.0,1,1,0,0
Cary Williams,PHI,1,5,0,0.0,2,0,0,0
Will Allen,PIT,1,6,1,0.0,0,0,0,0
Kam Chancellor,SEA,1,4,3,0.0,1,0,0,0
Barry Church,DAL,1,5,3,0.0,0,0,0,0
Kyle Fuller,CHI,1,0,1,0.0,1,1,0,0
Joe Haden,CLE,1,3,1,0.0,3,0,0,0
