,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Jaiquawn Jarrett,NYJ,1,7,3,1.0,2,2,0,1
Bradley Fletcher,PHI,1,4,0,0.0,5,1,0,0
Patrick Peterson,ARI,1,2,0,0.0,2,2,0,0
Buster Skrine,CLE,1,2,1,0.0,3,2,0,0
Casey Hayward,GB,1,3,0,0.0,1,1,0,0
Quintin Demps,NYG,1,4,1,0.0,1,1,1,0
T.J. McDonald,STL,1,9,0,1.0,0,0,0,0
Ron Parker,KC,1,6,2,0.0,3,0,1,0
Chris Culliver,SF,1,5,1,0.0,2,1,0,0
Antoine Bethea,SF,1,4,4,0.0,1,1,0,0
James Ihedigbo,DET,1,4,2,0.0,2,1,0,0
Ryan Mundy,CHI,1,9,2,0.0,0,0,0,1
T.J. Ward,DEN,1,4,3,0.0,1,1,0,0
D.J. Hayden,OAK,1,3,0,0.0,3,1,0,0
Bradley Roby,DEN,1,4,0,0.0,2,1,0,0
Morgan Burnett,GB,1,5,1,1.0,1,0,0,0
Earl Thomas,SEA,1,3,3,0.0,1,1,0,0
Nate Allen,PHI,1,3,0,0.0,2,1,0,0
Robert Alford,ATL,1,8,1,0.0,1,0,0,0
Johnthan Banks,TB,1,7,1,0.0,2,0,0,0
Larry Asante,OAK,1,8,2,0.0,0,0,0,0
Mark Barron,STL,1,5,0,1.0,0,0,0,0
Brandon Carr,DAL,1,5,0,1.0,0,0,0,0
Dwight Lowery,ATL,1,3,0,0.0,1,1,0,0
Brent Grimes,MIA,1,1,1,0.0,2,1,0,0
George Iloka,CIN,1,7,1,0.0,1,0,0,0
Kemal Ishmael,ATL,1,2,1,0.0,1,1,0,0
Charles Woodson,OAK,1,7,3,0.0,0,0,0,0
Tarell Brown,OAK,1,8,0,0.0,0,0,0,0
Thomas DeCoud,CAR,1,8,0,0.0,0,0,0,0
Danny Gorrer,BAL,1,2,0,0.0,1,1,0,0
Micah Hyde,GB,1,1,0,0.0,2,1,0,0
Adam Jones,CIN,1,6,2,0.0,1,0,0,0
Demetrius McCray,JAC,1,6,0,0.0,2,0,0,0
Jeron Johnson,SEA,1,5,3,0.0,1,0,0,0
Reggie Nelson,CIN,1,3,5,0.0,2,0,0,0
Desmond Trufant,ATL,1,6,1,0.0,1,0,0,0
Zackary Bowman,NYG,1,0,0,0.0,2,1,0,0
Louis Delmas,MIA,1,6,0,0.0,1,0,0,0
Josh Evans,JAC,1,5,0,0.0,0,0,0,1
William Gay,PIT,1,5,2,0.0,1,0,0,0
Chris Harris,DEN,1,4,0,0.0,1,0,0,1
Leodis McKelvin,BUF,1,6,0,0.0,1,0,0,0
Sam Shields,GB,1,6,0,0.0,1,0,0,0
Cary Williams,PHI,1,1,0,0.0,1,1,0,0
Rafael Bush,NO,1,6,1,0.0,0,0,0,0
E.J. Gaines,STL,1,3,1,0.0,3,0,0,0
Stephon Gilmore,BUF,1,2,1,0.0,1,0,1,0
Joe Haden,CLE,1,2,1,0.0,2,0,0,1
Brandian Ross,OAK,1,5,3,0.0,0,0,0,0
