,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Jonathan Newsome,IND,1,5,2,2.0,0,0,1,0
Jacquian Williams,NYG,1,14,4,0.0,1,0,0,0
Chris Borland,SF,1,15,3,0.0,0,0,0,0
Mychal Kendricks,PHI,1,5,7,1.0,0,0,1,0
Whitney Mercilus,HOU,1,5,4,2.0,0,0,0,0
Junior Galette,NO,1,3,1,2.0,0,0,1,0
James Harrison,PIT,1,4,3,2.0,0,0,0,0
Sio Moore,OAK,1,8,3,1.0,0,0,0,0
Lawrence Timmons,PIT,1,7,4,1.0,0,0,0,0
K.J. Wright,SEA,1,10,3,0.0,1,0,0,0
J.T. Thomas,JAC,1,2,6,0.0,2,1,0,0
Justin Houston,KC,1,3,1,2.0,0,0,0,0
James Laurinaitis,STL,1,5,1,1.0,0,0,0,1
DeMeco Ryans,PHI,1,5,1,0.0,1,1,0,0
Jamie Collins,NE,1,10,1,0.0,0,0,0,0
Chad Greenway,MIN,1,4,4,1.0,0,0,0,0
Arthur Moats,PIT,1,2,1,1.0,0,0,1,0
Josh Mauga,KC,1,8,2,0.0,0,0,0,0
Jason Worilds,PIT,1,3,0,0.0,1,1,0,0
Akeem Ayers,NE,1,4,0,1.0,0,0,0,0
Anthony Barr,MIN,1,4,0,1.0,0,0,0,0
Barkevious Mingo,CLE,1,2,2,1.0,1,0,0,0
Daryl Smith,BAL,1,7,2,0.0,0,0,0,0
C.J. Mosley,BAL,1,6,3,0.0,0,0,0,0
Trent Murphy,WAS,1,3,1,1.0,0,0,0,0
Perry Riley,WAS,1,6,3,0.0,0,0,0,0
Donald Butler,SD,1,6,2,0.0,0,0,0,0
Elvis Dumervil,BAL,1,3,0,1.0,0,0,0,0
Keenan Robinson,WAS,1,6,2,0.0,0,0,0,0
Anthony Hitchens,DAL,1,5,3,0.0,0,0,0,0
Emmanuel Lamur,CIN,1,2,5,0.0,2,0,0,0
Telvin Smith,JAC,1,5,3,0.0,0,0,0,0
Lavonte David,TB,1,3,6,0.0,0,0,0,0
Dont'a Hightower,NE,1,6,0,0.0,0,0,0,0
Paul Kruger,CLE,1,2,0,1.0,0,0,0,0
Curtis Lofton,NO,1,1,6,0.0,0,0,0,1
Miles Burris,OAK,1,4,3,0.0,0,0,0,0
Khalil Mack,OAK,1,4,3,0.0,0,0,0,0
Jameel McClain,NYG,1,4,3,0.0,0,0,0,0
Mike Mohamed,HOU,1,2,7,0.0,0,0,0,0
Deone Bucannon,ARI,1,4,0,0.0,1,0,0,0
Mason Foster,TB,1,3,4,0.0,0,0,0,0
Jerrell Freeman,IND,1,3,4,0.0,0,0,0,0
Andrew Gachkar,SD,1,5,0,0.0,0,0,0,0
Tamba Hali,KC,1,5,0,0.0,0,0,0,0
Luke Kuechly,CAR,1,2,6,0.0,0,0,0,0
Rolando McClain,DAL,1,4,2,0.0,0,0,0,0
Michael Wilhoite,SF,1,3,2,0.0,1,0,0,0
Karlos Dansby,CLE,1,4,1,0.0,0,0,0,0
Thomas Davis,CAR,1,3,3,0.0,0,0,0,0
