,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Janoris Jenkins,STL,1,3,1,0.0,1,1,1,0
Will Hill,BAL,1,2,2,0.0,2,1,0,0
James Ihedigbo,DET,1,9,0,0.0,2,1,0,0
Kemal Ishmael,ATL,1,7,4,0.0,1,1,0,0
Johnathan Joseph,HOU,1,2,1,0.0,1,1,0,0
Barry Church,DAL,1,8,0,0.0,1,1,0,0
Micah Hyde,GB,1,4,0,1.0,1,1,0,0
Ryan Mundy,CHI,1,6,2,0.0,1,1,0,0
Marcus Gilchrist,SD,1,5,2,0.0,1,1,0,0
Larry Asante,OAK,1,8,1,0.0,0,0,1,0
Michael Griffin,TEN,1,11,1,0.0,0,0,0,0
Darryl Morris,HOU,1,7,3,0.0,3,0,0,0
Charles Woodson,OAK,1,7,1,1.0,0,0,0,0
Joe Haden,CLE,1,5,0,0.0,1,1,0,0
Pierre Warren,NO,1,5,2,0.0,0,0,1,1
Chris Conte,CHI,1,4,0,0.0,1,1,0,0
LaRon Landry,IND,1,3,2,1.5,0,0,0,0
Desmond Trufant,ATL,1,3,0,0.0,2,1,0,0
Anthony Levine,BAL,1,8,1,0.0,1,0,0,0
T.J. Ward,DEN,1,2,1,0.0,2,1,0,0
Robert Blanton,MIN,1,8,2,0.0,0,0,0,0
Brandon Boykin,PHI,1,2,0,0.0,2,1,0,0
Morgan Burnett,GB,1,8,2,0.0,0,0,0,0
Ha'Sean Clinton-Dix,GB,1,7,2,0.0,1,0,0,0
Vontae Davis,IND,1,2,0,0.0,2,1,0,0
Chris Harris,DEN,1,5,0,0.0,1,0,1,0
Demontre Hurst,CHI,1,5,2,0.0,0,0,1,0
Brandon Meriweather,WAS,1,5,2,0.0,0,0,1,0
Daimion Stafford,TEN,1,2,0,0.0,2,1,0,0
Darrin Walls,NYJ,1,7,0,0.0,2,0,0,0
Louis Delmas,MIA,1,8,1,0.0,0,0,0,0
Harrison Smith,MIN,1,5,5,0.0,1,0,0,0
Eric Weddle,SD,1,6,3,0.0,1,0,0,0
Greg Ducre,WAS,1,2,0,0.0,1,1,0,0
Brandon Flowers,SD,1,1,0,0.0,2,1,0,0
Brandon Ghee,TEN,1,2,0,0.0,1,1,0,0
Danny Gorrer,BAL,1,8,0,0.0,0,0,0,0
Byron Maxwell,SEA,1,1,0,0.0,2,1,0,0
Glover Quin,DET,1,8,0,0.0,0,0,0,0
Nickell Robey,BUF,1,3,0,1.0,1,0,0,0
Kam Chancellor,SEA,1,7,1,0.0,0,0,0,0
Rashad Johnson,ARI,1,6,3,0.0,0,0,0,0
Dezmen Southward,ATL,1,1,1,0.0,1,1,0,0
Malcolm Jenkins,PHI,1,5,0,0.0,2,0,0,0
Jeremy Lane,SEA,1,3,0,0.0,1,0,1,0
Logan Ryan,NE,1,1,0,0.0,1,1,0,0
Duke Williams,BUF,1,1,0,0.0,1,1,0,0
Husain Abdullah,KC,1,4,1,0.0,2,0,0,0
Kurt Coleman,KC,1,3,1,0.0,0,0,1,0
Kendrick Lewis,HOU,1,4,5,0.0,0,0,0,0
