,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Bruce Carter,DAL,1,9,3,0.0,1,1,0,0
Jelani Jenkins,MIA,1,11,4,1.5,0,0,1,0
D'Qwell Jackson,IND,1,10,0,1.0,0,0,1,0
Danny Lansanah,TB,1,4,0,0.0,1,1,0,0
DeMario Davis,NYJ,1,7,5,0.5,1,0,0,1
Alec Ogletree,STL,1,10,0,0.0,0,0,1,0
Brian Cushing,HOU,1,8,9,0.0,0,0,0,0
Lavonte David,TB,1,7,1,0.0,0,0,1,1
Anthony Hitchens,DAL,1,10,3,0.0,1,0,0,0
Jameel McClain,NYG,1,9,2,0.5,0,0,0,0
Jon Bostic,CHI,1,6,7,0.0,2,0,0,0
Tamba Hali,KC,1,4,1,1.0,0,0,1,0
David Harris,NYJ,1,4,1,1.0,0,0,1,0
DeAndre Levy,DET,1,9,1,0.0,2,0,0,0
Julius Peppers,GB,1,2,0,1.0,0,0,1,1
Luke Kuechly,CAR,1,7,7,0.0,0,0,0,0
Jason Trusnik,MIA,1,7,2,0.0,0,0,0,1
Junior Galette,NO,1,4,3,1.0,0,0,0,0
Michael Wilhoite,SF,1,5,1,0.0,1,0,1,0
Von Miller,DEN,1,3,4,1.0,0,0,0,0
Paul Posluszny,JAC,1,7,4,0.0,0,0,0,0
Courtney Upshaw,BAL,1,3,2,1.0,1,0,0,0
K.J. Wright,SEA,1,6,2,0.0,0,0,0,1
Anthony Barr,MIN,1,2,3,1.0,1,0,0,0
Nigel Bradham,BUF,1,4,9,0.0,0,0,0,0
Jarvis Jones,PIT,1,1,1,1.0,0,0,1,0
James Laurinaitis,STL,1,8,1,0.0,0,0,0,0
Brandon Marshall,DEN,1,5,7,0.0,0,0,0,0
D.J. Williams,CHI,1,8,1,0.0,0,0,0,0
Paul Worrilow,ATL,1,5,1,0.0,0,0,1,0
Justin Houston,KC,1,3,0,1.0,1,0,0,0
Jamari Lattimore,GB,1,7,2,0.0,0,0,0,0
Preston Brown,BUF,1,4,7,0.0,0,0,0,0
Geno Hayes,JAC,1,7,1,0.0,0,0,0,0
Nate Irving,DEN,1,2,11,0.0,0,0,0,0
Curtis Lofton,NO,1,7,1,0.0,0,0,0,0
Manti Te'o,SD,1,5,5,0.0,0,0,0,0
Bobby Wagner,SEA,1,4,7,0.0,0,0,0,0
Erik Walden,IND,1,3,1,1.0,0,0,0,0
Jarret Johnson,SD,1,6,2,0.0,0,0,0,0
Jerod Mayo,NE,1,3,8,0.0,0,0,0,0
Kyle Wilber,DAL,1,5,4,0.0,0,0,0,0
Wesley Woodyard,TEN,1,5,4,0.0,0,0,0,0
Donald Butler,SD,1,4,5,0.0,0,0,0,0
Gerald Hodges,MIN,1,6,1,0.0,0,0,0,0
Willie Young,CHI,1,1,3,1.0,0,0,0,0
Dane Fletcher,TB,1,2,2,0.5,1,0,0,0
A.J. Hawk,GB,1,5,2,0.0,0,0,0,0
Arthur Moats,PIT,1,2,0,1.0,0,0,0,0
Stephen Tulloch,DET,1,2,0,1.0,0,0,0,0
