,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Jeremy Maclin,PHI,1,16,12,187,2,0,0,0
Emmanuel Sanders,DEN,1,9,9,120,3,1,6,0
Antonio Brown,PIT,1,13,10,133,2,1,5,0
Larry Fitzgerald,ARI,1,10,7,160,1,0,0,0
Brandin Cooks,NO,1,7,6,94,1,1,4,1
Sammy Watkins,BUF,1,6,3,157,1,0,0,0
T.Y. Hilton,IND,1,10,6,155,1,0,0,0
Golden Tate,DET,1,15,7,151,1,0,0,0
Martavis Bryant,PIT,1,7,5,83,2,0,0,0
Randall Cobb,GB,1,7,5,126,1,0,0,0
Brandon LaFell,NE,1,11,11,124,1,0,0,0
John Brown,ARI,1,10,5,119,1,0,0,0
Donte Moncrief,IND,1,12,7,113,1,0,0,0
Mohamed Sanu,CIN,1,9,5,125,0,2,27,0
Andrew Hawkins,CLE,1,9,7,88,1,0,0,0
Allen Robinson,JAC,1,10,5,82,1,0,0,0
DeSean Jackson,WAS,1,7,6,136,0,0,0,0
Keenan Allen,SD,1,13,9,73,1,0,0,0
Andre Holmes,OAK,1,7,5,69,1,0,0,0
Alshon Jeffery,CHI,1,8,5,59,1,0,0,0
Markus Wheaton,PIT,1,5,5,56,1,0,0,0
Robert Woods,BUF,1,3,3,50,1,0,0,0
Demaryius Thomas,DEN,1,12,8,105,0,0,0,0
Greg Jennings,MIN,1,6,3,38,1,0,0,0
Cordarrelle Patterson,MIN,1,12,6,86,0,1,10,0
DeAndre Hopkins,HOU,1,11,5,95,0,0,0,0
Kelvin Benjamin,CAR,1,7,4,94,0,0,0,0
Justin Hunter,TEN,1,10,4,31,1,0,0,0
Dez Bryant,DAL,1,7,3,30,1,0,0,0
Riley Cooper,PHI,1,9,5,88,0,0,0,0
Mike Evans,TB,1,7,4,78,0,0,0,0
Davante Adams,GB,1,9,7,75,0,0,0,0
Terrance Williams,DAL,1,7,6,69,0,0,0,0
Nate Washington,TEN,1,4,4,68,0,0,0,0
Roddy White,ATL,1,6,5,66,0,0,0,0
Dwayne Bowe,KC,1,6,6,64,0,0,0,0
Rishard Matthews,MIA,1,2,1,3,1,0,0,0
James Jones,OAK,1,11,6,62,0,0,0,0
Doug Baldwin,SEA,1,8,6,61,0,0,0,0
Taylor Gabriel,CLE,1,3,2,60,0,0,0,0
Mike Wallace,MIA,1,7,2,59,0,0,0,0
Malcom Floyd,SD,1,7,4,58,0,0,0,0
Julio Jones,ATL,1,6,4,58,0,0,0,0
Kenny Stills,NO,1,4,4,57,0,0,0,0
Andre Johnson,HOU,1,12,7,55,0,0,0,0
Kendall Wright,TEN,1,5,3,53,0,0,0,0
Kenny Britt,STL,1,5,2,52,0,0,0,0
Percy Harvin,NYJ,1,9,3,22,0,4,28,0
Marques Colston,NO,1,5,4,49,0,0,0,0
Allen Hurns,JAC,1,4,3,49,0,0,0,0
