,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Cameron Wake,MIA,1,3,0,2.0,0,0,2,0
Justin Smith,SF,1,4,2,2.0,0,0,0,0
Ryan Davis,JAC,1,2,0,2.0,0,0,0,1
Gerald McCoy,TB,1,8,0,1.0,0,0,0,0
Everson Griffen,MIN,1,3,0,2.0,0,0,0,0
Chris Clemons,JAC,1,3,1,1.0,0,0,1,0
Wallace Gilberry,CIN,1,3,1,1.5,1,0,0,0
Greg Hardy,CAR,1,3,1,1.0,0,0,1,0
Jason Hatcher,WAS,1,4,1,1.0,1,0,0,0
J.J. Watt,HOU,1,2,1,1.0,1,0,0,1
Andre Branch,JAC,1,2,0,1.0,0,0,1,0
Thomas Johnson,MIN,1,2,0,1.0,0,0,1,0
Linval Joseph,MIN,1,5,0,1.0,0,0,0,0
George Johnson,DET,1,2,1,1.5,0,0,0,0
Corey Liuget,SD,1,4,1,1.0,0,0,0,0
Sen'Derrick Marks,JAC,1,4,1,1.0,0,0,0,0
Michael Bennett,SEA,1,1,0,1.0,0,0,1,0
Fletcher Cox,PHI,1,6,0,0.0,0,0,0,1
Cameron Heyward,PIT,1,3,1,1.0,0,0,0,0
DeMarcus Ware,DEN,1,1,1,1.5,0,0,0,0
Jabaal Sheard,CLE,1,3,0,1.0,0,0,0,0
Olivier Vernon,MIA,1,3,0,1.0,0,0,0,0
Carlos Dunlap,CIN,1,2,1,1.0,0,0,0,0
Kyle Williams,BUF,1,0,1,0.0,1,1,0,0
Cliff Avril,SEA,1,2,0,1.0,0,0,0,0
Jason Babin,NYJ,1,2,0,1.0,0,0,0,0
Allen Bailey,KC,1,2,0,1.0,0,0,0,0
Sammie Lee Hill,TEN,1,2,0,1.0,0,0,0,0
Sealver Siliga,NE,1,6,0,0.0,0,0,0,0
Mario Williams,BUF,1,2,0,1.0,0,0,0,0
Dontari Poe,KC,1,5,1,0.0,0,0,0,0
O'Brien Schofield,SEA,1,1,1,1.0,0,0,0,0
Robert Ayers,NYG,1,1,0,1.0,0,0,0,0
Dwan Edwards,CAR,1,1,0,1.0,0,0,0,0
Karl Klug,TEN,1,1,0,1.0,0,0,0,0
Rob Ninkovich,NE,1,5,0,0.0,0,0,0,0
Tyrunn Walker,NO,1,1,0,1.0,0,0,0,0
Vance Walker,KC,1,1,0,1.0,0,0,0,0
Kroy Biermann,ATL,1,3,3,0.0,0,0,0,0
Mike Daniels,GB,1,3,3,0.0,0,0,0,0
Johnathan Hankins,NYG,1,4,1,0.0,0,0,0,0
Michael Johnson,TB,1,3,3,0.0,0,0,0,0
Datone Jones,GB,1,4,1,0.0,0,0,0,0
Jay Ratliff,CHI,1,4,1,0.0,0,0,0,0
Quinton Coples,NYJ,1,1,0,0.0,0,0,1,0
Aaron Donald,STL,1,4,0,0.0,0,0,0,0
Arthur Jones,IND,1,4,0,0.0,0,0,0,0
Justin Tuck,OAK,1,3,2,0.0,0,0,0,0
Muhammad Wilkerson,NYJ,1,1,2,0.0,2,0,0,0
Jared Crick,HOU,1,3,1,0.0,0,0,0,0
