,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Darren Sproles,PHI,1,4,26,1,7,7,152,0
DeMarco Murray,DAL,1,29,167,1,2,1,6,0
Giovani Bernard,CIN,1,27,90,1,6,5,79,0
Knile Davis,KC,1,22,79,2,9,6,26,0
Ahmad Bradshaw,IND,1,13,70,0,5,5,26,2
Arian Foster,HOU,1,28,138,1,3,2,12,0
Alfred Morris,WAS,1,22,85,2,0,0,0,0
Bobby Rainey,TB,1,22,144,0,3,3,30,0
Mark Ingram,NO,1,11,83,1,4,3,21,0
LeSean McCoy,PHI,1,20,79,1,5,4,23,0
Stevan Ridley,NE,1,25,101,1,0,0,0,0
Jeremy Hill,CIN,1,15,74,1,2,2,22,0
Terrance West,CLE,1,19,68,1,2,2,22,0
Matt Asiata,MIN,1,13,36,0,7,5,48,1
Frank Gore,SF,1,13,63,1,2,2,12,0
Zac Stacy,STL,1,19,71,1,0,0,0,0
Darren McFadden,OAK,1,12,37,1,3,2,31,0
Marshawn Lynch,SEA,1,6,36,0,4,4,27,1
Jonathan Stewart,CAR,1,15,37,1,1,1,22,0
Rashad Jennings,NYG,1,18,64,0,4,4,45,0
Le'Veon Bell,PIT,1,11,59,0,5,5,48,0
Chris Ivory,NYJ,1,13,43,1,1,1,3,0
Bernard Pierce,BAL,1,22,96,0,2,1,7,0
Robert Turbin,SEA,1,2,7,0,2,2,35,1
Andre Ellington,ARI,1,15,91,0,3,1,10,0
Silas Redd,WAS,1,8,41,1,0,0,0,0
Joique Bell,DET,1,10,36,0,11,6,61,0
Trent Richardson,IND,1,21,79,0,1,1,16,0
Jonathan Dwyer,ARI,1,9,31,1,0,0,0,0
Montee Ball,DEN,1,12,60,0,3,3,29,0
Darrel Young,WAS,1,0,0,0,2,2,27,1
C.J. Spiller,BUF,1,12,69,0,1,1,9,0
Justin Forsett,BAL,1,8,56,0,4,4,16,0
Jed Collins,DET,1,0,0,0,2,2,3,1
Eddie Lacy,GB,1,13,43,0,3,2,18,0
Danny Woodhead,SD,1,8,32,0,5,4,28,0
Isaiah Crowell,CLE,1,11,54,0,1,1,3,0
Ryan Mathews,SD,1,11,31,0,2,2,26,0
Steven Jackson,ATL,1,11,46,0,1,1,7,0
Lamar Miller,MIA,1,11,46,0,5,2,7,0
Fred Jackson,BUF,1,12,24,0,4,2,27,0
Bilal Powell,NYJ,1,4,16,0,2,2,32,0
Alfred Blue,HOU,1,11,40,0,0,0,0,0
Shonn Greene,TEN,1,5,40,0,0,0,0,0
Shane Vereen,NE,1,6,40,0,2,1,0,0
Dexter McCluster,TEN,1,4,30,0,1,1,9,0
Matt Forte,CHI,1,12,21,0,8,5,15,0
Roy Helu,WAS,1,8,25,0,2,2,11,0
Tommy Bohanon,NYJ,1,1,3,0,2,2,30,0
Reggie Bush,DET,1,6,26,0,3,2,6,0
