,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Alec Ogletree,STL,1,6,1,0.0,3,1,1,0
Chris Borland,SF,1,11,6,0.0,0,0,0,1
Elvis Dumervil,BAL,1,3,2,2.5,0,0,0,0
Clay Matthews,GB,1,9,2,1.0,0,0,0,0
Julius Peppers,GB,1,2,2,1.0,2,0,1,1
Ramon Humber,NO,1,7,5,1.0,0,0,0,0
Brandon Marshall,DEN,1,11,2,0.0,1,0,0,0
DeMario Davis,NYJ,1,11,1,0.0,1,0,0,0
Bruce Carter,DAL,1,5,2,0.0,1,1,0,0
Lavonte David,TB,1,10,4,0.0,0,0,0,0
Mychal Kendricks,PHI,1,8,0,1.0,0,0,0,0
Jerry Hughes,BUF,1,3,1,2.0,0,0,0,0
Jameel McClain,NYG,1,5,7,0.0,0,0,1,0
Jelani Jenkins,MIA,1,7,0,1.0,0,0,0,0
DeAndre Levy,DET,1,9,2,0.0,1,0,0,0
Craig Robertson,CLE,1,3,3,0.0,1,1,0,0
Nigel Bradham,BUF,1,7,0,0.0,0,0,1,0
Thomas Davis,CAR,1,5,2,1.0,0,0,0,0
Terrell Suggs,BAL,1,2,4,1.5,0,0,0,0
Lawrence Timmons,PIT,1,7,6,0.0,0,0,0,0
Ahmad Brooks,SF,1,2,1,1.0,0,0,1,0
Casey Matthews,PHI,1,6,1,0.0,0,0,1,0
Jason Worilds,PIT,1,2,3,1.5,0,0,0,0
Trent Cole,PHI,1,4,2,1.0,0,0,0,0
Anthony Hitchens,DAL,1,9,0,0.0,0,0,0,0
Curtis Lofton,NO,1,6,4,0.0,1,0,0,0
Paul Worrilow,ATL,1,8,2,0.0,0,0,0,0
Deone Bucannon,ARI,1,4,1,1.0,0,0,0,0
Sam Barrington,GB,1,4,0,1.0,0,0,0,0
Parys Haralson,NO,1,4,0,1.0,0,0,0,0
Nico Johnson,CIN,1,6,4,0.0,0,0,0,0
Emmanuel Lamur,CIN,1,5,6,0.0,0,0,0,0
Kareem Martin,ARI,1,1,0,1.0,0,0,1,0
J.T. Thomas,JAC,1,5,0,0.0,0,0,1,0
Avery Williamson,TEN,1,6,4,0.0,0,0,0,0
Mason Foster,TB,1,6,3,0.0,0,0,0,0
Derrick Morgan,TEN,1,2,1,1.0,1,0,0,0
Preston Brown,BUF,1,6,2,0.0,0,0,0,0
Luke Kuechly,CAR,1,6,2,0.0,0,0,0,0
Sio Moore,OAK,1,5,2,0.0,1,0,0,0
Alex Okafor,ARI,1,3,0,1.0,0,0,0,0
Jacquian Williams,NYG,1,5,4,0.0,0,0,0,0
Larry Foote,ARI,1,6,1,0.0,0,0,0,0
Lance Briggs,CHI,1,3,0,0.0,0,0,1,0
James-Michael Johnson,KC,1,6,0,0.0,0,0,0,0
Cameron Lawrence,DAL,1,2,0,1.0,0,0,0,0
Koa Misi,MIA,1,4,2,0.0,1,0,0,0
Wesley Woodyard,TEN,1,3,6,0.0,0,0,0,0
Albert McClellan,BAL,1,2,1,0.0,0,0,1,0
Von Miller,DEN,1,4,3,0.0,0,0,0,0
