,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Brandon Meriweather,WAS,1,7,0,2.0,0,0,2,1
William Gay,PIT,1,6,2,0.0,1,1,0,0
Antonio Cromartie,ARI,1,5,0,0.0,3,2,0,0
Louis Delmas,MIA,1,0,2,0.0,1,1,0,1
Brent Grimes,MIA,1,2,1,0.0,1,1,0,0
Rashad Johnson,ARI,1,10,1,0.0,4,0,0,0
Ron Parker,KC,1,4,0,1.0,1,1,0,0
Bashaud Breeland,WAS,1,6,0,0.0,4,0,1,0
Eric Weddle,SD,1,9,2,0.0,0,0,1,0
J.J. Wilcox,DAL,1,7,0,0.0,1,1,0,0
Joe Haden,CLE,1,8,1,0.0,2,0,0,1
Tony Jefferson,ARI,1,11,1,0.0,1,0,0,0
Troy Polamalu,PIT,1,5,1,1.0,0,0,1,0
Michael Griffin,TEN,1,8,0,1.0,0,0,0,0
Mike Adams,IND,1,8,3,0.0,0,0,0,1
Josh Norman,CAR,1,3,3,0.0,2,1,0,0
Reshad Jones,MIA,1,6,2,1.0,0,0,0,0
Darrelle Revis,NE,1,4,0,0.0,2,1,0,0
Corey White,NO,1,4,0,0.0,2,1,0,0
Stephon Gilmore,BUF,1,4,1,0.0,1,1,0,0
John Cyprien,JAC,1,10,0,0.0,0,0,0,0
Captain Munnerlyn,MIN,1,4,0,0.0,1,1,0,0
Donte Whitner,CLE,1,6,2,0.0,0,0,1,0
Chris Harris,DEN,1,3,1,0.0,1,1,0,0
Lamarcus Joyner,STL,1,9,1,0.0,0,0,0,0
D.J. Swearinger,HOU,1,2,1,0.0,2,1,0,0
Alterraun Verner,TB,1,7,1,0.0,2,0,0,0
Darius Butler,IND,1,5,2,0.0,0,0,1,0
Kenny Vaccaro,NO,1,8,2,0.0,0,0,0,0
Blidi Wreh-Wilson,TEN,1,7,0,0.0,2,0,0,0
Nate Allen,PHI,1,3,1,0.0,0,0,1,1
Marcus Burley,SEA,1,2,1,0.0,1,1,0,0
Aqib Talib,DEN,1,6,1,0.0,2,0,0,0
Antwon Blake,PIT,1,1,2,0.0,1,1,0,0
Rafael Bush,NO,1,6,2,0.0,1,0,0,0
Tashaun Gipson,CLE,1,2,0,0.0,1,1,0,0
Davon House,GB,1,7,0,0.0,1,0,0,0
Rahim Moore,DEN,1,1,0,0.0,2,1,0,0
Glover Quin,DET,1,8,0,0.0,0,0,0,0
Da'Norris Searcy,BUF,1,1,2,0.0,1,1,0,0
Greg Toler,IND,1,8,0,0.0,0,0,0,0
E.J. Gaines,STL,1,7,1,0.0,0,0,0,0
Dashon Goldson,TB,1,7,1,0.0,0,0,0,0
James Ihedigbo,DET,1,7,0,0.0,0,0,0,0
Dwight Lowery,ATL,1,5,0,0.0,2,0,0,0
Cassius Vaughn,DET,1,1,0,0.0,1,1,0,0
Aaron Williams,BUF,1,1,0,0.0,1,1,0,0
Kyle Wilson,NYJ,1,3,0,1.0,0,0,0,0
Chris Conte,CHI,1,5,3,0.0,0,0,0,0
T.J. McDonald,STL,1,6,1,0.0,0,0,0,0
