,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
A.J. Bouye,HOU,1,6,1,0.0,1,1,0,0
Brent Grimes,MIA,1,3,0,0.0,2,2,0,0
Jumal Rolle,HOU,1,2,0,0.0,2,2,0,0
Tyler Patmon,DAL,1,1,0,0.0,1,1,0,0
Richard Sherman,SEA,1,3,0,0.0,2,1,1,0
Antoine Bethea,SF,1,5,1,0.0,2,1,0,0
Donte Whitner,CLE,1,5,3,0.0,1,1,0,0
George Iloka,CIN,1,5,0,0.0,2,1,0,0
Reshad Jones,MIA,1,5,0,0.0,1,1,0,0
Tyrann Mathieu,ARI,1,4,1,0.0,1,1,0,0
Patrick Chung,NE,1,6,2,0.0,3,0,0,0
Tashaun Gipson,CLE,1,3,2,0.0,1,1,0,0
Sherrod Martin,JAC,1,2,2,0.0,2,1,0,0
Harrison Smith,MIN,1,10,0,0.0,0,0,0,0
Corey White,NO,1,3,0,0.0,2,1,0,0
Major Wright,TB,1,7,6,0.0,0,0,0,0
Chris Davis,SD,1,6,1,0.0,0,0,1,0
Antonio Cromartie,ARI,1,3,0,0.0,1,1,0,0
Bradley Roby,DEN,1,2,0,0.0,2,1,0,0
Mike Adams,IND,1,8,1,0.0,0,0,0,0
Andre Hal,HOU,1,6,1,0.0,2,0,0,0
Antonio Allen,NYJ,1,5,0,0.0,0,0,1,0
D.J. Hayden,OAK,1,5,2,0.0,2,0,0,0
Colin Jones,CAR,1,3,2,1.0,0,0,0,0
Rahim Moore,DEN,1,8,0,0.0,0,0,0,0
Buster Skrine,CLE,1,7,2,0.0,0,0,0,0
T.J. Ward,DEN,1,8,0,0.0,0,0,0,0
Marcus Williams,NYJ,1,7,0,0.0,1,0,0,0
Johnthan Banks,TB,1,0,1,0.0,2,1,0,0
Brandon Browner,NE,1,1,1,0.0,1,1,0,0
Josh Norman,CAR,1,5,1,0.0,2,0,0,0
Ron Parker,KC,1,6,1,0.0,1,0,0,0
Antrel Rolle,NYG,1,6,1,0.0,1,0,0,0
Rafael Bush,NO,1,6,2,0.0,0,0,0,0
Ryan Clark,WAS,1,7,0,0.0,0,0,0,0
Perrish Cox,SF,1,1,0,0.0,1,1,0,0
E.J. Gaines,STL,1,6,0,0.0,1,0,0,0
Captain Munnerlyn,MIN,1,1,0,0.0,1,1,0,0
D.J. Swearinger,HOU,1,6,2,0.0,0,0,0,0
Aqib Talib,DEN,1,7,0,0.0,0,0,0,0
Bashaud Breeland,WAS,1,4,1,0.0,2,0,0,0
John Cyprien,JAC,1,4,5,0.0,0,0,0,0
Greg Toler,IND,1,5,1,0.0,1,0,0,0
Lardarius Webb,BAL,1,3,1,0.0,3,0,0,0
David Amerson,WAS,1,5,0,0.0,1,0,0,0
Antwon Blake,PIT,1,4,0,0.0,2,0,0,0
Antoine Cason,CAR,1,2,0,0.0,1,0,1,0
Vontae Davis,IND,1,4,0,0.0,2,0,0,0
Dominique Franks,BAL,1,5,0,0.0,1,0,0,0
Keenan Lewis,NO,1,3,0,0.0,3,0,0,0
