,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Le'Veon Bell,PIT,1,21,109,1,7,6,88,0
Marshawn Lynch,SEA,1,20,110,2,1,1,14,0
DeMarco Murray,DAL,1,22,118,1,4,3,25,0
Knowshon Moreno,MIA,1,24,134,1,0,0,0,0
Mark Ingram,NO,1,13,60,2,1,1,1,0
Matt Forte,CHI,1,17,82,0,9,8,87,0
Chris Ivory,NYJ,1,10,102,1,0,0,0,0
Rashad Jennings,NYG,1,16,46,1,5,4,50,0
Isaiah Crowell,CLE,1,5,32,2,0,0,0,0
Chris Johnson,NYJ,1,13,68,0,5,5,23,1
Darren Sproles,PHI,1,11,71,1,6,4,14,0
Justin Forsett,BAL,1,11,70,1,6,5,14,0
Montee Ball,DEN,1,23,67,1,2,2,16,0
Lamar Miller,MIA,1,11,59,0,5,4,19,1
Shane Vereen,NE,1,7,36,1,8,5,35,0
C.J. Spiller,BUF,1,15,53,0,3,3,11,1
Antone Smith,ATL,1,2,7,0,1,1,54,1
Arian Foster,HOU,1,27,103,0,2,2,17,0
Ryan Mathews,SD,1,12,40,1,2,2,20,0
Joique Bell,DET,1,15,51,1,1,1,5,0
LeSean McCoy,PHI,1,21,74,0,6,6,41,0
Giovani Bernard,CIN,1,14,48,0,10,6,62,0
Carlos Hyde,SF,1,7,50,1,0,0,0,0
Terrance West,CLE,1,16,100,0,0,0,0,0
Jacquizz Rodgers,ATL,1,6,34,1,1,1,1,0
Adrian Peterson,MIN,1,21,75,0,3,2,18,0
Alfred Morris,WAS,1,14,91,0,0,0,0,0
Pierre Thomas,NO,1,7,31,0,7,6,58,0
Khiry Robinson,NO,1,6,28,1,1,0,0,0
Stepfan Taylor,ARI,1,1,5,0,3,3,21,1
Ahmad Bradshaw,IND,1,3,15,0,6,5,70,0
Andre Ellington,ARI,1,13,53,0,5,5,27,0
Bobby Rainey,TB,1,4,12,0,2,2,8,1
Derrick Coleman,SEA,1,0,0,0,1,1,15,1
Fred Jackson,BUF,1,7,61,0,3,3,13,0
DeAngelo Williams,CAR,1,14,72,0,1,0,0,0
Shonn Greene,TEN,1,15,71,0,0,0,0,0
LeGarrette Blount,PIT,1,4,6,1,1,0,0,0
Reggie Bush,DET,1,9,15,0,6,6,49,0
Frank Gore,SF,1,16,63,0,0,0,0,0
John Kuhn,GB,1,1,2,1,0,0,0,0
Darrel Young,WAS,1,1,1,1,1,1,1,0
Roy Helu,WAS,1,4,46,0,3,2,15,0
Anthony Dixon,BUF,1,5,60,0,0,0,0,0
Toby Gerhart,JAC,1,18,42,0,2,2,15,0
Jorvorskie Lane,TB,1,1,54,0,0,0,0,0
Steven Jackson,ATL,1,12,52,0,3,1,0,0
Benny Cunningham,STL,1,5,21,0,4,4,30,0
Trent Richardson,IND,1,6,20,0,4,3,31,0
Zac Stacy,STL,1,11,43,0,2,1,8,0
