,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Robert Quinn,STL,1,5,0,2.0,0,0,1,0
J.J. Watt,HOU,1,3,0,2.0,1,0,1,0
Haloti Ngata,BAL,1,5,3,1.0,0,0,1,0
Quinton Coples,NYJ,1,5,2,1.5,0,0,0,0
Sharrif Floyd,MIN,1,7,1,1.0,0,0,0,0
Henry Melton,DAL,1,3,0,2.0,0,0,0,0
Geno Atkins,CIN,1,3,1,1.0,0,0,1,0
Bruce Irvin,SEA,1,2,1,2.0,0,0,0,0
Cameron Jordan,NO,1,2,1,2.0,0,0,0,0
Corbin Bryant,BUF,1,2,2,1.0,0,0,1,0
Ryan Davis,JAC,1,2,0,2.0,0,0,0,0
Jason Jones,DET,1,3,0,1.0,0,0,1,0
Allen Bailey,KC,1,3,1,1.5,0,0,0,0
Sheldon Richardson,NYJ,1,5,4,0.5,0,0,0,0
Cameron Wake,MIA,1,5,0,1.0,0,0,0,0
Ziggy Ansah,DET,1,1,0,1.0,0,0,1,0
Everson Griffen,MIN,1,4,0,1.0,0,0,0,0
Kyle Williams,BUF,1,1,1,1.5,0,0,0,0
Mario Williams,BUF,1,2,1,0.5,0,0,1,0
Jarius Wynn,BUF,1,2,1,1.0,1,0,0,0
Jeremy Mincey,DAL,1,2,2,1.0,0,0,0,0
Brian Robison,MIN,1,3,0,1.0,0,0,0,0
Letroy Guion,GB,1,3,1,0.0,0,0,1,0
Ropati Pitoitua,TEN,1,1,3,1.0,0,0,0,0
Mike Daniels,GB,1,6,0,0.0,0,0,0,0
Kony Ealy,CAR,1,2,0,1.0,0,0,0,0
Terrence Fede,MIA,1,2,0,1.0,0,0,0,0
Brandon Mebane,SEA,1,1,2,1.0,0,0,0,0
Zach Moore,NE,1,0,2,0.5,0,0,1,0
Muhammad Wilkerson,NYJ,1,3,2,0.5,0,0,0,0
Kamerion Wimbley,TEN,1,2,0,1.0,0,0,0,0
William Hayes,STL,1,3,1,0.0,0,0,0,1
Justin Tuck,OAK,1,1,1,1.0,0,0,0,0
Cliff Avril,SEA,1,2,2,0.0,0,0,0,1
Jurrell Casey,TEN,1,5,0,0.0,0,0,0,0
Charles Johnson,CAR,1,3,4,0.0,0,0,0,0
Thomas Johnson,MIN,1,1,0,1.0,0,0,0,0
Sen'Derrick Marks,JAC,1,1,0,1.0,0,0,0,0
Cory Redding,IND,1,4,2,0.0,0,0,0,0
Brandon Williams,BAL,1,4,2,0.0,0,0,0,0
Dee Ford,KC,1,2,1,0.5,0,0,0,0
Damon Harrison,NYJ,1,3,3,0.0,0,0,0,0
Shea McClellin,CHI,1,2,5,0.0,0,0,0,0
Vance Walker,KC,1,2,1,0.5,0,0,0,0
Kroy Biermann,ATL,1,3,0,0.0,1,0,0,0
Chris Clemons,JAC,1,3,0,0.0,1,0,0,0
William Gholston,TB,1,3,0,0.0,1,0,0,0
Corey Liuget,SD,1,4,0,0.0,0,0,0,0
Bennie Logan,PHI,1,4,0,0.0,0,0,0,0
Dontari Poe,KC,1,4,0,0.0,0,0,0,0
