,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
T.Y. Hilton,IND,1,9,9,223,1,0,0,0
Andre Holmes,OAK,1,8,4,121,2,0,0,0
Brandon LaFell,NE,1,6,4,97,2,0,0,0
Demaryius Thomas,DEN,1,12,10,124,1,0,0,0
DeSean Jackson,WAS,1,5,3,115,1,1,5,0
Mohamed Sanu,CIN,1,15,11,120,1,0,0,0
Torrey Smith,BAL,1,5,4,51,2,0,0,0
Steve Smith,BAL,1,6,5,110,1,0,0,0
Jordy Nelson,GB,1,16,9,107,1,0,0,0
Malcom Floyd,SD,1,7,5,103,1,0,0,0
Andre Johnson,HOU,1,12,7,99,1,0,0,0
Larry Fitzgerald,ARI,1,6,6,98,1,0,0,0
Anquan Boldin,SF,1,9,7,94,1,0,0,0
Brandon Lloyd,SF,1,1,1,80,1,0,0,0
Robert Woods,BUF,1,10,7,78,1,0,0,0
Alshon Jeffery,CHI,1,7,5,136,0,2,0,0
Jarvis Landry,MIA,1,8,6,75,1,0,0,0
Chris Hogan,BUF,1,6,5,72,1,0,0,0
Louis Murphy,TB,1,9,7,72,1,0,0,0
Mike Wallace,MIA,1,9,5,67,1,0,0,0
Brice Butler,OAK,1,5,3,64,1,0,0,0
Randall Cobb,GB,1,7,5,58,1,1,1,0
Antonio Brown,PIT,1,10,7,118,0,1,-2,0
James Jones,OAK,1,7,5,56,1,0,0,0
Mike Evans,TB,1,8,4,55,1,0,0,0
Eric Decker,NYJ,1,10,6,54,1,0,0,0
Brandon Marshall,CHI,1,9,6,113,0,0,0,0
Kelvin Benjamin,CAR,1,8,7,49,1,0,0,0
Michael Crabtree,SF,1,8,3,49,1,0,0,0
Eddie Royal,SD,1,2,2,49,1,0,0,0
Michael Floyd,ARI,1,7,4,47,1,0,0,0
Brandon Tate,CIN,1,5,4,38,1,1,9,0
Cecil Shorts,JAC,1,16,10,103,0,0,0,0
Brian Tyms,NE,1,2,1,43,1,0,0,0
Julian Edelman,NE,1,12,9,91,0,1,10,0
Pierre Garcon,WAS,1,6,4,31,1,0,0,0
Michael Campanaro,BAL,1,2,2,28,1,0,0,0
Lance Moore,PIT,1,6,1,26,1,0,0,0
Kamar Aiken,BAL,1,3,2,20,1,0,0,0
Davante Adams,GB,1,8,6,77,0,0,0,0
Justin Hunter,TEN,1,5,3,77,0,0,0,0
Terrance Williams,DAL,1,2,2,70,0,0,0,0
Julio Jones,ATL,1,12,4,68,0,1,1,0
Allen Robinson,JAC,1,9,8,68,0,0,0,0
Vincent Jackson,TB,1,13,4,66,0,0,0,0
Dez Bryant,DAL,1,10,4,63,0,0,0,0
Josh Morgan,CHI,1,1,1,3,1,0,0,0
Damaris Johnson,HOU,1,3,3,62,0,0,0,0
Jermaine Kearse,SEA,1,7,3,62,0,0,0,0
Riley Cooper,PHI,1,7,5,59,0,0,0,0
