,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Harrison Smith,MIN,1,2,0,1.0,1,1,0,0
Antoine Cason,CAR,1,9,0,0.0,2,1,0,0
Leodis McKelvin,BUF,1,13,0,0.0,0,0,1,0
Eric Berry,KC,1,14,1,0.0,1,0,0,0
Jason McCourty,TEN,1,3,0,0.0,2,2,0,0
Rahim Moore,DEN,1,3,0,0.0,2,2,0,0
D.J. Swearinger,HOU,1,6,2,1.0,0,0,1,0
Charles Woodson,OAK,1,5,4,0.0,1,1,0,0
Donte Whitner,CLE,1,12,1,0.0,0,0,0,0
Tyvon Branch,OAK,1,6,1,1.0,1,0,0,0
Chris Conte,CHI,1,5,1,0.0,1,1,0,0
Byron Maxwell,SEA,1,4,1,0.0,2,1,0,0
Glover Quin,DET,1,4,1,0.0,2,1,0,0
Corey Graham,BUF,1,3,0,0.0,3,1,0,0
Johnathan Joseph,HOU,1,11,0,0.0,0,0,0,0
Robert McClain,ATL,1,4,1,0.0,1,1,0,0
Reggie Nelson,CIN,1,7,3,0.5,0,0,0,0
Dawan Landry,NYJ,1,5,2,1.0,0,0,0,0
Eric Reid,SF,1,4,0,0.0,1,1,0,0
Bradley Roby,DEN,1,7,0,0.0,3,0,0,0
Quinton Carter,DEN,1,6,1,0.0,0,0,1,0
Kam Chancellor,SEA,1,8,3,0.0,0,0,0,0
Michael Griffin,TEN,1,3,1,0.0,1,1,0,0
Alan Ball,JAC,1,3,0,0.0,1,1,0,0
Ha'Sean Clinton-Dix,GB,1,3,2,1.0,1,0,0,0
Perrish Cox,SF,1,3,0,0.0,1,1,0,0
Dwight Lowery,ATL,1,7,4,0.0,0,0,0,0
Jerraud Powers,ARI,1,2,0,0.0,2,1,0,0
Troy Polamalu,PIT,1,6,5,0.0,0,0,0,0
Prince Amukamara,NYG,1,4,4,0.0,2,0,0,0
Jairus Byrd,NO,1,5,0,0.0,0,0,1,0
Alfonzo Dennard,NE,1,2,0,0.0,1,1,0,0
Dashon Goldson,TB,1,7,2,0.0,0,0,0,0
William Moore,ATL,1,4,2,0.0,0,0,1,0
Corey White,NO,1,6,0,0.0,0,0,0,1
Shareece Wright,SD,1,8,0,0.0,0,0,0,0
Stevie Brown,NYG,1,6,3,0.0,0,0,0,0
DeAngelo Hall,WAS,1,7,1,0.0,0,0,0,0
Roman Harper,CAR,1,1,1,0.0,1,1,0,0
Tony Jefferson,ARI,1,7,1,0.0,0,0,0,0
LaRon Landry,IND,1,7,1,0.0,0,0,0,0
Cortez Allen,PIT,1,6,0,0.0,1,0,0,0
Antoine Bethea,SF,1,6,0,0.0,1,0,0,0
Robert Blanton,MIN,1,7,0,0.0,0,0,0,0
Rafael Bush,NO,1,7,0,0.0,0,0,0,0
Kareem Jackson,HOU,1,6,2,0.0,0,0,0,0
Ron Parker,KC,1,6,0,0.0,1,0,0,0
Antrel Rolle,NYG,1,4,0,0.0,0,0,1,0
Coty Sensabaugh,TEN,1,1,0,1.0,0,0,0,1
Aqib Talib,DEN,1,4,0,0.0,3,0,0,0
