,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Robert Quinn,STL,1,4,0,2.0,1,0,1,0
Bruce Irvin,SEA,1,1,2,0.0,1,1,0,0
Dwan Edwards,CAR,1,2,0,1.0,1,1,0,0
J.J. Watt,HOU,1,4,3,1.5,0,0,0,0
Cliff Avril,SEA,1,3,0,1.0,0,0,1,0
Robert Ayers,NYG,1,3,0,1.0,0,0,1,0
Gerald McCoy,TB,1,2,0,2.0,0,0,0,0
Everson Griffen,MIN,1,5,1,1.0,0,0,0,0
Zach Kerr,IND,1,2,1,1.0,0,0,1,0
Wes Horton,CAR,1,2,0,1.0,0,0,1,0
Clinton McDonald,TB,1,2,2,0.0,1,1,0,0
Dan Williams,ARI,1,3,4,1.0,0,0,0,0
Connor Barwin,PHI,1,2,1,1.0,2,0,0,0
Charles Johnson,CAR,1,1,1,1.0,0,0,1,0
Eugene Sims,STL,1,2,1,1.0,0,0,0,1
Ryan Davis,JAC,1,1,4,0.5,0,0,1,0
Rob Ninkovich,NE,1,1,2,0.0,1,1,0,0
Dontari Poe,KC,1,4,0,1.0,0,0,0,0
Olivier Vernon,MIA,1,1,0,1.0,0,0,1,0
DeMarcus Ware,DEN,1,4,0,1.0,0,0,0,0
Carlos Dunlap,CIN,1,3,1,1.0,0,0,0,0
Cameron Jordan,NO,1,3,1,1.0,0,0,0,0
Henry Melton,DAL,1,1,1,1.5,0,0,0,0
Akiem Hicks,NO,1,2,2,1.0,0,0,0,0
Geno Atkins,CIN,1,5,1,0.0,1,0,0,0
Sen'Derrick Marks,JAC,1,2,1,1.0,0,0,0,0
Michael Brockers,STL,1,2,0,1.0,0,0,0,0
Josh Chapman,IND,1,3,0,0.0,0,0,1,0
Aaron Donald,STL,1,2,0,1.0,0,0,0,0
Jason Hatcher,WAS,1,2,0,1.0,0,0,0,0
Corey Liuget,SD,1,5,0,0.0,1,0,0,0
Aaron Lynch,SF,1,1,0,1.0,1,0,0,0
Earl Mitchell,MIA,1,1,2,1.0,0,0,0,0
Damontre Moore,NYG,1,5,2,0.0,0,0,0,0
Haloti Ngata,BAL,1,2,0,1.0,0,0,0,0
Brian Robison,MIN,1,2,0,1.0,0,0,0,0
Cameron Wake,MIA,1,2,0,1.0,0,0,0,0
Brandon Graham,PHI,1,1,1,1.0,0,0,0,0
William Hayes,STL,1,1,1,1.0,0,0,0,0
Randy Starks,MIA,1,1,1,1.0,0,0,0,0
Jason Babin,NYJ,1,1,0,1.0,0,0,0,0
Sharrif Floyd,MIN,1,1,4,0.5,0,0,0,0
Margus Hunt,CIN,1,1,0,1.0,0,0,0,0
Jacquies Smith,TB,1,1,0,1.0,0,0,0,0
Mario Addison,CAR,1,1,3,0.0,0,0,0,1
Chris Canty,BAL,1,1,3,0.5,0,0,0,0
William Gholston,TB,1,3,3,0.0,0,0,0,0
Bennie Logan,PHI,1,4,1,0.0,0,0,0,0
Derek Wolfe,DEN,1,4,1,0.0,0,0,0,0
Wallace Gilberry,CIN,1,3,2,0.0,0,0,0,0
