playerId,passAtt,passComp,passYds,passTds,passInt,passCompPct,rushAtt,rushYds,rushTds,fumbles,passInc,player,position,games,sacks,pass40,rush40,returnTds,twoPts,Fantasy Points,FP deviation
2556477.0,0.333333333333,0.233333333333,4.825,0.0,0.0,69.4444444444,1.03333333333,1.975,0.0333333333333,0.0,0.1,Trevone Boykin,QB,1.0,0.05,0.0,0.0,0.0,0.0,0.514,0.781160674893
81284.0,1.56666666667,0.966666666667,9.15,0.0333333333333,0.0333333333333,60.1851851852,0.266666666667,0.133333333333,0.0,0.0,0.6,Chase Daniel,QB,1.0,0.1,0.0,0.0,0.0,0.0,0.481333333333,0.697757359928
2539961.0,0.6,0.433333333333,5.425,0.0666666666667,0.0,72.619047619,0.166666666667,-0.166666666667,0.0,0.0,0.166666666667,Ryan Nassib,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.472666666667,0.290284917509
2555387.0,1.66666666667,1.03333333333,12.4333333333,0.0,0.0666666666667,31.0,0.0666666666667,0.0,0.0,0.0,0.633333333333,Cody Kessler,QB,,0.15,0.0,0.0,0.0,0.0,0.430666666667,0.745936547793
2495425.0,1.4,0.833333333333,7.775,0.0333333333333,0.0333333333333,61.2745098039,0.166666666667,-0.0666666666667,0.0,0.0,0.566666666667,Scott Tolzien,QB,1.0,0.15,0.0,0.0,0.0,0.0,0.388,0.481547505445
2506895.0,0.6,0.4,4.35,0.0333333333333,0.0,68.0555555556,0.166666666667,0.1,0.0,0.0,0.2,Kellen Clemens,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.335333333333,0.274286954362
2552576.0,0.933333333333,0.6,6.5,0.0,0.0,64.9572649573,0.0,0.0666666666667,0.0,0.0,0.333333333333,Sean Mannion,QB,1.0,0.05,0.0,0.0,0.0,0.0,0.233333333333,0.110586316212
2506053.0,0.5,0.375,5.12,0.0,0.0,75.0,0.0,0.025,0.0,0.0,0.125,Luke McCown,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.1685,0.255991536318
2507282.0,0.433333333333,0.233333333333,2.875,0.0,0.0,55.0,0.233333333333,0.0333333333333,0.0,0.0,0.2,Matt Moore,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0587990929635
2506546.0,0.55,0.325,4.16,0.0,0.0,63.1944444444,0.275,-0.025,0.0,0.0,0.225,Derek Anderson,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.1155,0.149705265995
2552588.0,0.433333333333,0.266666666667,4.0,0.0,0.0,61.6666666667,0.166666666667,-0.133333333333,0.0,0.0,0.166666666667,Brett Hundley,QB,1.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0635295206971
