,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Shane Vereen,NE,1,11,43,0,8,5,71,2
Matt Forte,CHI,1,12,49,1,7,6,60,1
Ronnie Hillman,DEN,1,14,74,2,4,4,29,0
Ahmad Bradshaw,IND,1,10,52,1,3,3,36,1
Le'Veon Bell,PIT,1,12,57,0,8,8,88,1
DeMarco Murray,DAL,1,28,128,1,1,1,4,0
Denard Robinson,JAC,1,22,127,1,1,0,0,0
Chris Ivory,NYJ,1,21,107,1,4,4,18,0
Stepfan Taylor,ARI,1,12,40,1,2,2,19,1
Arian Foster,HOU,1,20,102,0,6,4,13,1
Jamaal Charles,KC,1,22,95,1,4,2,12,0
Andre Ellington,ARI,1,24,88,0,9,6,72,0
Tre Mason,STL,1,18,85,1,0,0,0,0
Lamar Miller,MIA,1,18,61,1,3,2,22,0
Eddie Lacy,GB,1,12,63,1,3,3,10,0
Joique Bell,DET,1,18,48,1,5,2,19,0
Trent Richardson,IND,1,14,77,0,5,4,41,0
Darren McFadden,OAK,1,14,48,1,8,4,7,0
Benny Cunningham,STL,1,2,3,0,5,5,46,1
James Starks,GB,1,7,36,1,1,1,7,0
Jerick McKinnon,MIN,1,19,103,0,4,2,-2,0
Justin Forsett,BAL,1,23,95,0,1,0,0,0
Alfred Blue,HOU,1,5,14,0,1,1,11,1
Bernard Pierce,BAL,1,8,21,1,1,0,0,0
Chris Johnson,NYJ,1,13,61,0,3,2,19,0
Austin Johnson,NO,1,1,5,0,1,1,13,1
Branden Oliver,SD,1,15,67,0,2,2,11,0
Storm Johnson,JAC,1,6,16,1,0,0,0,0
Anthony Sherman,KC,1,0,0,0,2,2,12,1
Marshawn Lynch,SEA,1,18,53,0,2,2,18,0
Jonathan Stewart,CAR,1,14,55,0,2,1,12,0
Anthony Dixon,BUF,1,13,51,0,4,3,15,0
Bishop Sankey,TEN,1,16,56,0,1,0,0,0
C.J. Spiller,BUF,1,1,53,0,1,1,3,0
Alfred Morris,WAS,1,18,54,0,0,0,0,0
Travaris Cadet,NO,1,0,0,0,9,6,51,0
Andre Williams,NYG,1,18,51,0,3,0,0,0
Daniel Thomas,MIA,1,7,25,0,3,3,25,0
Matt Asiata,MIN,1,6,24,0,2,1,13,0
Devonta Freeman,ATL,1,2,20,0,5,5,17,0
Dan Herron,IND,1,5,37,0,0,0,0,0
Knile Davis,KC,1,10,25,0,1,1,11,0
Ben Tate,CLE,1,16,36,0,2,1,-2,0
Peyton Hillis,NYG,1,6,29,0,3,1,4,0
Reggie Bush,DET,1,4,10,0,6,5,22,0
Robert Turbin,SEA,1,2,7,0,4,3,24,0
Pierre Thomas,NO,1,6,13,0,4,4,17,0
Juwan Thompson,DEN,1,6,30,0,0,0,0,0
Mark Ingram,NO,1,10,16,0,3,2,13,0
Fred Jackson,BUF,1,3,12,0,3,3,16,0
Khiry Robinson,NO,1,3,26,0,0,0,0,0
De'Anthony Thomas,KC,1,1,5,0,2,2,21,0
Jordan Todman,JAC,1,0,0,0,1,1,26,0
Steven Jackson,ATL,1,8,22,0,1,1,3,0
Darrel Young,WAS,1,1,14,0,1,1,10,0
Isaiah Crowell,CLE,1,7,18,0,2,1,5,0
Carlos Hyde,SF,1,3,15,0,2,2,8,0
Jerome Felton,MIN,1,2,21,0,0,0,0,0
Joseph Randle,DAL,1,2,7,0,1,1,14,0
Frank Gore,SF,1,9,20,0,1,0,0,0
Roy Helu,WAS,1,5,29,0,3,3,-9,0
Bilal Powell,NYJ,1,1,7,0,2,1,12,0
LeGarrette Blount,PIT,1,7,9,0,1,1,8,0
Jackie Battle,TEN,1,2,3,0,2,2,13,0
Giovani Bernard,CIN,1,7,17,0,5,2,-1,0
Lance Dunbar,DAL,1,3,16,0,0,0,0,0
Jeremy Hill,CIN,1,4,15,0,1,0,0,0
Jonas Gray,NE,1,3,12,0,0,0,0,0
Chris Ogbonnaya,CAR,1,4,12,0,1,0,0,0
Jacquizz Rodgers,ATL,1,2,9,0,1,1,3,0
Damien Williams,MIA,1,1,-1,0,2,2,12,0
C.J. Anderson,DEN,1,2,9,0,0,0,0,0
Antone Smith,ATL,1,3,10,0,2,2,-1,0
Terrance West,CLE,1,5,8,0,1,1,0,0
Dri Archer,PIT,1,2,7,0,0,0,0,0
Jamize Olawale,OAK,1,0,0,0,1,1,7,0
Ronnie Brown,SD,1,1,2,0,1,1,4,0
Maurice Jones-Drew,OAK,1,3,6,0,0,0,0,0
Dexter McCluster,TEN,1,1,-1,0,1,1,6,0
Christine Michael,SEA,1,2,5,0,0,0,0,0
Cedric Peerman,CIN,1,0,0,0,1,1,5,0
Brandon Bolden,NE,1,0,0,0,1,1,4,0
Kyle Juszczyk,BAL,1,0,0,0,1,1,4,0
John Kuhn,GB,1,2,4,0,0,0,0,0
Leon Washington,TEN,1,1,8,0,2,2,-4,0
Ray Agnew,CLE,1,0,0,0,1,1,3,0
Lorenzo Taliaferro,BAL,1,4,3,0,0,0,0,0
Bruce Miller,SF,1,1,2,0,0,0,0,0
Frank Summers,BUF,1,1,3,0,1,1,-1,0
Will Johnson,PIT,1,0,0,0,1,0,0,0
Will Ta'ufo'ou,JAC,1,0,0,0,1,0,0,0
DuJuan Harris,GB,1,2,-1,0,0,0,0,0
