,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Cole Beasley,DAL,1,2,1,12,0,0,0,0
Dwayne Harris,DAL,1,1,1,12,0,0,0,0
Andre Johnson,HOU,1,7,2,12,0,0,0,0
Paul Richardson,SEA,1,6,3,12,0,0,0,0
Jeremy Kerley,NYJ,1,4,2,11,0,0,0,0
James Wright,CIN,1,0,0,0,0,1,11,0
A.J. Jenkins,KC,1,3,1,10,0,0,0,0
Brandon Lloyd,SF,1,1,1,10,0,0,0,0
Brandon Tate,CIN,1,1,1,10,0,0,0,0
Bruce Ellington,SF,1,1,1,9,0,0,0,0
Junior Hemingway,KC,1,2,2,9,0,0,0,0
Cordarrelle Patterson,MIN,1,7,1,9,0,0,0,0
Jason Avant,CAR,1,4,1,8,0,0,0,0
Kenbrell Thompkins,OAK,1,2,1,8,0,0,0,0
Stedman Bailey,STL,1,1,1,7,0,0,0,0
John Brown,ARI,1,5,2,10,0,1,-3,0
Preston Parker,NYG,1,6,1,7,0,0,0,0
Trey Watts,STL,1,1,1,6,0,0,0,0
Jermaine Kearse,SEA,1,7,1,4,0,0,0,0
Lance Moore,PIT,1,1,1,4,0,0,0,0
Donte Moncrief,IND,1,1,1,2,0,0,0,0
Brenton Bersin,CAR,1,1,0,0,0,0,0,0
Chris Givens,STL,1,2,0,0,0,0,0,0
Ricardo Lockette,SEA,1,1,0,0,0,0,0,0
Keshawn Martin,HOU,1,1,0,0,0,0,0,0
Denarius Moore,OAK,1,2,0,0,0,0,0,0
Kevin Ogletree,NYG,1,1,0,0,0,0,0,0
Eddie Royal,SD,1,1,0,0,0,0,0,0
Greg Salas,NYJ,1,2,0,0,0,0,0,0
