,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Adam Humphries,TB,1,3,1,6,1,0,0,0
Jeremy Maclin,KC,1,9,6,68,0,1,-2,0
Harry Douglas,TEN,1,7,3,65,0,0,0,0
Markus Wheaton,PIT,1,7,4,65,0,0,0,0
Allen Robinson,JAC,1,4,1,4,1,0,0,0
Marvin Jones,CIN,1,8,6,61,0,0,0,0
Tavon Austin,STL,1,5,3,19,0,4,40,0
Malcom Floyd,SD,1,9,3,56,0,0,0,0
Dorial Green-Beckham,TEN,1,7,3,53,0,0,0,0
Pierre Garcon,WAS,1,7,5,52,0,0,0,0
DeAndre Hopkins,HOU,1,6,3,52,0,0,0,0
Donte Moncrief,IND,1,10,3,52,0,0,0,0
Jarius Wright,MIN,1,6,5,51,0,0,0,0
Martavis Bryant,PIT,1,9,7,49,0,1,1,0
James Jones,GB,1,7,4,49,0,0,0,0
Nate Washington,HOU,1,4,1,49,0,0,0,0
Daniel Brown,BAL,1,6,5,47,0,0,0,0
Javontee Herndon,SD,1,7,5,47,0,0,0,0
Danny Amendola,NE,1,8,6,46,0,0,0,0
Quinton Patton,SF,1,9,5,46,0,0,0,0
DeSean Jackson,WAS,1,4,2,43,0,0,0,0
Travis Benjamin,CLE,1,7,4,41,0,0,0,0
Larry Fitzgerald,ARI,1,6,5,41,0,0,0,0
Dwayne Harris,NYG,1,5,5,41,0,0,0,0
Nick Williams,ATL,1,4,4,40,0,0,0,0
Mike Evans,TB,1,4,3,39,0,0,0,0
Terrance Williams,DAL,1,5,3,38,0,0,0,0
Marc Mariani,CHI,1,3,2,37,0,0,0,0
Deonte Thompson,CHI,1,1,1,36,0,0,0,0
Kenny Britt,STL,1,5,2,35,0,0,0,0
Roddy White,ATL,1,5,4,35,0,0,0,0
T.J. Jones,DET,1,8,4,33,0,0,0,0
Brandon Coleman,NO,1,3,3,32,0,0,0,0
Brandon LaFell,NE,1,8,5,32,0,0,0,0
Bradley Marquez,STL,1,3,3,32,0,0,0,0
Brandin Cooks,NO,1,5,3,29,0,0,0,0
Riley Cooper,PHI,1,6,3,28,0,0,0,0
Josh Huff,PHI,1,3,2,28,0,0,0,0
Rashad Ross,WAS,1,2,2,27,0,0,0,0
Cole Beasley,DAL,1,4,3,25,0,0,0,0
Devin Funchess,CAR,1,5,3,25,0,0,0,0
Andrew Turzilli,TEN,1,2,2,25,0,0,0,0
Mohamed Sanu,CIN,1,5,2,24,0,0,0,0
Marlon Moore,CLE,1,3,2,23,0,0,0,0
Anquan Boldin,SF,1,3,2,22,0,0,0,0
Vincent Brown,SD,1,2,1,22,0,0,0,0
Marqise Lee,JAC,1,4,1,21,0,0,0,0
Chris Matthews,BAL,1,2,1,21,0,0,0,0
Chris Hogan,BUF,1,5,2,20,0,0,0,0
Michael Crabtree,OAK,1,5,4,19,0,0,0,0
Andre Johnson,IND,1,5,3,19,0,0,0,0
Jordan Matthews,PHI,1,5,3,19,0,0,0,0
Rashad Greene,JAC,1,4,1,18,0,0,0,0
Emmanuel Sanders,DEN,1,6,2,17,0,0,0,0
Torrey Smith,SF,1,2,1,17,0,0,0,0
Donteea Dye,TB,1,3,1,16,0,0,0,0
Calvin Johnson,DET,1,5,1,16,0,0,0,0
DeVante Parker,MIA,1,5,2,16,0,0,0,0
Eddie Royal,CHI,1,2,1,15,0,0,0,0
Jamison Crowder,WAS,1,1,1,13,0,0,0,0
Davante Adams,GB,1,3,2,12,0,0,0,0
Stefon Diggs,MIN,1,7,2,12,0,0,0,0
Bennie Fowler,DEN,1,1,1,12,0,0,0,0
Greg Jennings,MIA,1,3,2,12,0,0,0,0
Wes Welker,STL,1,2,1,11,0,0,0,0
Jerricho Cotchery,CAR,1,2,2,10,0,0,0,0
Quincy Enunwa,NYJ,1,3,1,10,0,0,0,0
Dez Bryant,DAL,1,6,1,9,0,0,0,0
Justin Hardy,ATL,1,7,1,9,0,0,0,0
Cecil Shorts,HOU,1,3,2,9,0,2,0,0
Adam Thielen,MIN,1,1,1,7,0,0,0,0
Jaelen Strong,HOU,1,1,1,6,0,0,0,0
Vincent Jackson,TB,1,1,1,5,0,0,0,0
Hakeem Nicks,NYG,1,1,1,5,0,0,0,0
Jordan Norwood,DEN,1,1,1,5,0,0,0,0
Kevin Smith,SEA,1,1,1,5,0,0,0,0
Lucky Whitehead,DAL,1,1,1,2,0,1,3,0
Jaron Brown,ARI,1,1,1,1,0,0,0,0
Jared Abbrederis,GB,1,1,0,0,0,0,0,0
Seyi Ajirotutu,PHI,1,1,0,0,0,0,0,0
Amari Cooper,OAK,1,8,0,0,0,0,0,0
Phillip Dorsett,IND,1,2,0,0,0,0,0,0
Bruce Ellington,SF,1,1,0,0,0,0,0,0
Chris Givens,BAL,1,5,0,0,0,0,0,0
Ryan Grant,WAS,1,1,0,0,0,0,0,0
J.J. Nelson,ARI,1,1,0,0,0,0,0,0
Devin Smith,NYJ,1,3,0,0,0,0,0,0
Devin Street,DAL,1,1,0,0,0,0,0,0
Cody Latimer,DEN,1,0,0,0,0,1,-4,0
