,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Mohamed Sanu,CIN,1,3,1,24,0,0,0,0
Stephen Hill,NYJ,1,7,4,23,0,0,0,0
Brandon LaFell,CAR,1,5,3,23,0,0,0,0
Santana Moss,WAS,1,5,2,20,0,0,0,0
Mike Williams,TB,1,6,3,20,0,0,0,0
T.J. Graham,BUF,1,4,2,19,0,0,0,0
Marques Colston,NO,1,6,3,18,0,0,0,0
Dane Sanzenbacher,CIN,1,2,2,18,0,0,0,0
Jerome Simpson,MIN,1,3,1,18,0,0,0,0
Kyle Williams,SF,1,3,1,7,0,1,10,0
Danny Amendola,NE,1,6,3,15,0,0,0,0
Robert Meachem,NO,1,3,1,15,0,0,0,0
Andre Caldwell,DEN,1,2,1,14,0,0,0,0
Riley Cooper,PHI,1,5,2,13,0,0,0,0
Doug Baldwin,SEA,1,1,1,12,0,0,0,0
Ace Sanders,JAC,1,1,1,11,0,0,0,0
Tavon Austin,STL,1,3,2,9,0,0,0,0
Greg Jennings,MIN,1,3,1,9,0,0,0,0
Cole Beasley,DAL,1,3,1,8,0,0,0,0
Ryan Broyles,DET,1,2,1,8,0,0,0,0
Greg Little,CLE,1,3,1,8,0,0,0,0
Andre Roberts,ARI,1,2,1,8,0,0,0,0
Dwayne Bowe,KC,1,2,1,7,0,0,0,0
Julian Edelman,NE,1,2,2,7,0,0,0,0
Trindon Holliday,DEN,1,0,0,0,0,1,7,0
Robert Woods,BUF,1,3,1,7,0,0,0,0
Damaris Johnson,PHI,1,1,1,6,0,0,0,0
Domenik Hixon,CAR,1,1,1,4,0,0,0,0
Josh Morgan,WAS,1,2,1,3,0,0,0,0
Brice Butler,OAK,1,3,0,0,0,0,0,0
Chad Hall,KC,1,1,0,0,0,0,0,0
Dwayne Harris,DAL,1,2,0,0,0,0,0,0
Junior Hemingway,KC,1,1,0,0,0,0,0,0
Andre Holmes,OAK,1,1,0,0,0,0,0,0
Jermaine Kearse,SEA,1,2,0,0,0,0,0,0
Brian Quick,STL,1,3,0,0,0,0,0,0
Rueben Randle,NYG,1,1,0,0,0,0,0,0
Sidney Rice,SEA,1,3,0,0,0,0,0,0
Aldrick Robinson,WAS,1,2,0,0,0,0,0,0
Brandon Tate,CIN,1,1,0,0,0,0,0,0
Kenbrell Thompkins,NE,1,1,0,0,0,0,0,0
Jacoby Ford,OAK,1,1,1,-3,0,0,0,0
